0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
GONEO GROUP CO LTD A,"1,160","11,704","12,312"
GOTION HIGH TECH CO LTD A,"4,800","16,173","12,651"
GOTO GOJEK TOKOPEDIA TBK PT,"29,194,400","170,713","89,143"
GRAB HOLDINGS LTD   CL A,"61,080","231,730","216,834"
GRAINGER PLC,"135,027","396,908","415,624"
GRAND CITY PROPERTIES,"17,832","156,640","206,404"
GRASIM INDUSTRIES LTD,"9,294","238,662","297,636"
GREAT WALL MOTOR CO LTD H,"77,500","93,225","119,515"
GREAT WEST LIFECO INC,"7,993","233,047","233,128"
GREE ELECTRIC APPLIANCES I A,"4,100","20,738","22,131"
GRG BANKING EQUIPMENT CO  A,"8,000","13,467","11,517"
GRIFOLS SA,"8,301","111,958","69,927"
GROUPE BRUXELLES LAMBERT NV,"2,230","177,294","159,294"
GRUMA S.A.B. B,"6,911","113,351","126,156"
GRUPO AEROPORT DEL PACIFIC B,"13,707","242,277","214,523"
GRUPO AEROPORT DEL SURESTE B,"7,135","189,684","214,922"
GRUPO AEROPORTUARIO DEL CENT,"9,470","86,021","80,357"
GRUPO BIMBO SAB  SERIES A,"46,519","224,027","164,370"
GRUPO CARSO SAB DE CV SER A1,"19,794","154,512","136,135"
GRUPO FINANCIERO BANORTE O,"91,542","768,119","713,693"
GRUPO FINANCIERO INBURSA O,"64,705","140,765","153,823"
GRUPO MEXICO SAB DE CV SER B,"112,934","533,127","607,795"
GS HOLDINGS,"1,712","50,052","58,331"
GSK PLC,"117,744","2,066,768","2,276,510"
GUANGDONG HAID GROUP CO A,"4,200","27,705","27,196"
GUANGDONG HEC TECHNOLOGY H A,"6,900","6,327","6,685"
GUANGDONG INVESTMENT LTD,"126,000","90,287","73,753"
GUANGHUI ENERGY CO LTD A,"17,800","17,491","16,413"
GUANGZHOU AUTOMOBILE GROUP A,"4,000","5,671","4,261"
GUANGZHOU AUTOMOBILE GROUP H,"104,000","54,923","36,765"
GUANGZHOU BAIYUN INTERNATI A,"6,800","11,335","8,872"
GUANGZHOU BAIYUNSHAN PHAR A,"2,100","8,889","8,477"
GUANGZHOU KINGMED DIAGNOST A,"1,000","7,931","3,742"
GUANGZHOU SHIYUAN ELECTRON A,"1,500","10,981","6,096"
GUANGZHOU TINCI MATERIALS  A,"4,400","20,052","10,634"
GULF BANK,"73,134","58,842","67,948"
GUOLIAN SECURITIES CO LTD A,"10,700","15,434","14,196"
GUOSEN SECURITIES CO LTD A,"14,600","18,582","17,461"
GUOTAI JUNAN SECURITIES CO A,"16,100","32,279","30,024"
GUOYUAN SECURITIES CO LTD A,"8,000","7,631","6,672"
HACI OMER SABANCI HOLDING,"35,735","81,943","105,188"
HAIDILAO INTERNATIONAL HOLDI,"58,000","158,890","104,301"
