0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BCP76H7D2 TRS USD R V 12MFEDL,"707,047,480","707,047,480","707,047,480"
BCP76H7G5 TRS USD P E,"(327,000)","(134,468,940)","(133,023,600)"
BCP76H7G5 TRS USD R V 12MFEDL,"134,468,940","134,468,940","134,468,940"
BCP76H7N0 TRS USD P E,"(48,000)","(64,200,480)","(77,065,440)"
BCP76H7N0 TRS USD R V 12MFEDL,"64,200,480","64,200,480","64,200,480"
BCP76H890 TRS USD P E,"(100,000)","(51,174,000)","(50,926,000)"
BCP76H890 TRS USD R V 12MFEDL,"51,174,000","51,174,000","51,174,000"
BCP76TPT1 TRS USD P E,"(775,000)","(123,914,750)","(123,201,750)"
BCP76TPT1 TRS USD R V 12MFEDL,"123,914,750","123,914,750","123,914,750"
BCP76TPW4 TRS USD P E,"(610,000)","(101,516,200)","(104,627,200)"
BCP76TPW4 TRS USD R V 12MFEDL,"101,516,200","101,516,200","101,516,200"
BCP76XB75 TRS USD P E,"(3,000,000)","(116,460,000)","(119,310,000)"
BCP76XB75 TRS USD R V 12MFEDL,"116,460,000","116,460,000","116,460,000"
BCP76XBN0 TRS USD P E,"(1,203,750)","(512,003,025)","(538,016,063)"
BCP76XBN0 TRS USD R V 12MFEDL,"512,003,025","512,003,025","512,003,025"
BCP7787G4 TRS USD P E,"(120,000)","(58,848,000)","(57,810,000)"
BCP7787G4 TRS USD R V 12MFEDL,"58,848,000","58,848,000","58,848,000"
BCP7787H2 TRS USD P E,"(59,000)","(19,286,510)","(20,310,160)"
BCP7787H2 TRS USD R V 12MFEDL,"19,286,510","19,286,510","19,286,510"
BCP7787N9 TRS USD P E,"(206,000)","(16,130,830)","(16,037,100)"
BCP7787N9 TRS USD R V 12MFEDL,"16,130,830","16,130,830","16,130,830"
BCP7787R0 TRS USD P E,"(344,000)","(64,286,720)","(72,453,280)"
BCP7787R0 TRS USD R V 12MFEDL,"64,286,720","64,286,720","64,286,720"
BCP7787U3 TRS USD P E,"(316,000)","(47,305,200)","(46,186,560)"
BCP7787U3 TRS USD R V 12MFEDL,"47,305,200","47,305,200","47,305,200"
BCP7787V1 TRS USD P E,"(82,000)","(14,846,100)","(15,846,500)"
BCP7787V1 TRS USD R V 12MFEDL,"14,846,100","14,846,100","14,846,100"
BCP778808 TRS USD P E,"(100,000)","(14,282,000)","(14,093,000)"
BCP778808 TRS USD R V 12MFEDL,"14,282,000","14,282,000","14,282,000"
BCP778832 TRS USD P E,"(248,000)","(43,414,880)","(45,488,160)"
BCP778832 TRS USD R V 12MFEDL,"43,414,880","43,414,880","43,414,880"
BCP778865 TRS USD P E,"(258,000)","(48,142,800)","(50,150,040)"
BCP778865 TRS USD R V 12MFEDL,"48,142,800","48,142,800","48,142,800"
BCP778899 TRS USD P E,"(258,000)","(51,442,620)","(55,093,320)"
BCP778899 TRS USD R V 12MFEDL,"51,442,620","51,442,620","51,442,620"
BCP7788C2 TRS USD P E,"(250,000)","(25,949,750)","(30,885,000)"
BCP7788C2 TRS USD R V 12MFEDL,"25,949,750","25,949,750","25,949,750"
BCP7788F5 TRS USD P E,"(317,000)","(12,261,560)","(12,413,720)"
BCP7788F5 TRS USD R V 12MFEDL,"12,261,560","12,261,560","12,261,560"
BCP7788J7 TRS USD P E,"(371,000)","(21,117,320)","(19,681,550)"
BCP7788J7 TRS USD R V 12MFEDL,"21,117,320","21,117,320","21,117,320"
BCP7788M0 TRS USD P E,"(217,000)","(11,728,850)","(11,589,970)"
