0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
LITE ON TECHNOLOGY CORP,"3,155,275","6,678,614","10,309,713"
LIVANOVA PLC,"104,570","7,294,841","5,732,529"
LIVZON PHARMACEUTICAL GROU A,"214,700","1,122,965","1,094,255"
LIVZON PHARMACEUTICAL GROU H,"300,689","932,239","989,794"
LIXIL CORP,"435,500","7,052,551","4,584,874"
LIZHONG SITONG LIGHT ALLOY A,"60,000","211,331","152,777"
LLOYDS BANKING GROUP PLC,"122,558,376","98,938,286","84,813,572"
LLOYDS METALS + ENERGY LTD,"164,188","1,186,540","1,441,688"
LOBLAW COMPANIES LTD,"759,348","48,119,040","88,068,497"
LOCALIZA RENT A CAR,"1,068,004","10,258,007","8,076,181"
LOCALIZA RENT A CAR SA,"10,016",0,"16,229"
LOGITECH INTERNATIONAL REG,"798,522","65,363,749","77,241,252"
LOJAS QUERO QUERO S/A,"51,100","46,430","34,223"
LOJAS RENNER S.A.,"1,904,873","11,407,024","4,279,996"
LONDON STOCK EXCHANGE GROUP,"829,740","72,368,939","98,595,828"
LONG BON INTERNATIONAL CO LT,"446,000","249,327","330,635"
LONG CHEN PAPER + PACKAGING,"1,592,717","807,470","679,966"
LONGFOR GROUP HOLDINGS LTD,"3,586,675","10,041,271","4,924,773"
LONGI GREEN ENERGY TECHNOL A,"369,735","1,253,698","710,021"
LONGSHINE TECHNOLOGY GROUP A,"489,100","742,237","570,104"
LONGWELL CO,"217,000","533,121","613,378"
LONKING HOLDINGS LTD,"3,960,000","901,892","740,533"
LONZA GROUP AG REG,"91,510","27,090,128","49,940,488"
LOOMIS AB,"126,438","3,144,822","3,295,210"
LOTES CO LTD,"154,624","4,399,318","7,769,023"
LOTTE CHEMICAL CORP,"22,081","3,386,501","1,839,951"
LOTTE CORP,"109,351","2,905,627","2,001,951"
LOTTE ENERGY MATERIALS CORP,"26,836","1,673,068","1,029,391"
LOTTE FINE CHEMICAL CO LTD,"24,729","1,017,504","799,472"
LOTTE SHOPPING CO,"19,560","2,314,196","902,334"
LOTTERY CORP LTD/THE,"3,629,784","10,423,721","12,290,471"
LOTUS BAKERIES,719,"5,412,460","7,420,787"
LOTUS PHARMACEUTICAL CO LTD,"192,000","1,328,862","1,831,728"
LOVISA HOLDINGS LTD,"99,167","1,107,861","2,176,941"
LPI CAPITAL BERHAD,"39,700","101,395","104,857"
LS CORP,"56,333","4,628,651","5,889,130"
LS ELECTRIC CO LTD,"57,638","5,479,133","9,233,052"
LSR GROUP PJSC,"67,269",0,0
LTIMINDTREE LTD,"139,555","6,481,723","9,011,961"
LUFAX HOLDING LTD ADR,"244,739","7,796,068","580,055"
LUK FOOK HOLDINGS INTL LTD,"608,000","1,677,559","1,294,318"
LUKOIL PJSC,"1,021,438",0,0
