0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
3M CO,"6,846","614,040","699,593"
ABBOTT LABORATORIES,"19,768","2,000,417","2,054,093"
ABBVIE INC,"20,007","2,929,174","3,431,601"
ADOBE INC,"5,084","2,869,753","2,824,365"
ADVANCED MICRO DEVICES,"18,198","2,033,596","2,951,898"
AECOM,"1,465","127,338","129,125"
AES CORP,"7,784","134,857","136,765"
AFLAC INC,"6,270","466,899","559,974"
AGILENT TECHNOLOGIES INC,"3,574","427,040","463,298"
AIR PRODUCTS + CHEMICALS INC,"2,512","732,035","648,222"
AIRBNB INC CLASS A,"4,915","699,389","745,261"
AKAMAI TECHNOLOGIES INC,"1,577","164,875","142,056"
ALBEMARLE CORP,"1,403","274,439","134,015"
ALBERTSONS COS INC   CLASS A,"4,522","101,159","89,310"
ALIGN TECHNOLOGY INC,874,"318,766","211,010"
ALLIANT ENERGY CORP,"2,304","113,426","117,274"
ALLSTATE CORP,"3,162","343,318","504,845"
ALLY FINANCIAL INC,"2,853","81,140","113,179"
ALNYLAM PHARMACEUTICALS INC,"1,293","258,897","314,199"
ALPHABET INC CL A,"66,172","8,984,917","12,053,230"
ALPHABET INC CL C,"58,109","7,947,779","10,658,353"
AMAZON.COM INC,"105,363","14,536,594","20,361,400"
AMEREN CORPORATION,"2,632","203,401","187,162"
AMERICAN ELECTRIC POWER,"5,532","420,433","485,378"
AMERICAN EXPRESS CO,"6,567","1,053,697","1,520,589"
AMERICAN FINANCIAL GROUP INC,827,"97,240","101,738"
AMERICAN INTERNATIONAL GROUP,"8,638","507,176","641,285"
AMERICAN WATER WORKS CO INC,"1,983","268,082","256,124"
AMERIPRISE FINANCIAL INC,"1,096","373,002","468,200"
AMETEK INC,"2,602","410,346","433,779"
AMGEN INC,"6,129","1,562,134","1,915,006"
AMPHENOL CORP CL A,"13,132","576,982","884,703"
ANALOG DEVICES INC,"5,513","1,000,600","1,258,397"
ANSYS INC,955,"302,594","307,033"
AON PLC CLASS A,"2,474","814,495","726,317"
APA CORP,"4,528","195,884","133,304"
APOLLO GLOBAL MANAGEMENT INC,"4,768","436,251","562,958"
APPLE INC,"165,655","31,380,340","34,890,256"
APPLIED MATERIALS INC,"9,357","1,438,477","2,208,158"
APPLOVIN CORP CLASS A,"2,180","136,274","181,420"
ARCHER DANIELS MIDLAND CO,"6,066","476,415","366,690"
ARES MANAGEMENT CORP   A,"2,077","222,757","276,823"
