0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
J RESOURCES ASIA PASIFIK TBK,"6,697,300","72,363","63,394"
J.B. CHEMICALS + PHARMA LTD,"102,795","1,197,463","2,163,066"
JA SOLAR TECHNOLOGY CO LTD A,"138,293","452,142","212,156"
JACCS CO LTD,"42,600","1,229,638","1,232,769"
JAFCO GROUP CO LTD,"90,900","1,138,291","1,073,103"
JAFRON BIOMEDICAL CO LTD A,"25,069","107,957","93,434"
JAI BALAJI INDUSTRIES LTD,"92,013","1,191,542","963,469"
JAIPRAKASH POWER VENTURES LT,"7,169,398","1,424,139","1,685,147"
JAMES HARDIE INDUSTRIES CDI,"767,525","14,017,899","24,245,844"
JAMMU + KASHMIR BANK LTD,"557,183","884,094","764,273"
JANUS HENDERSON GROUP PLC,"251,853","6,953,752","8,489,997"
JAPAN AIRLINES CO LTD,"519,665","10,938,772","8,200,731"
JAPAN AIRPORT TERMINAL CO,"110,600","4,152,925","3,772,615"
JAPAN AVIATION ELECTRONICS,"77,500","1,277,506","1,247,835"
JAPAN ELEVATOR SERVICE HOLDI,"105,400","1,418,087","1,693,771"
JAPAN EXCHANGE GROUP INC,"2,683,900","57,641,130","62,600,975"
JAPAN LIFELINE CO LTD,"106,300","1,125,907","748,715"
JAPAN MATERIAL CO LTD,"95,200","950,391","1,310,291"
JAPAN PETROLEUM EXPLORATION,"64,200","1,709,211","2,594,227"
JAPAN POST BANK CO LTD,"4,923,724","47,303,603","46,510,000"
JAPAN POST HOLDINGS CO LTD,"10,158,115","95,148,492","100,722,326"
JAPAN POST INSURANCE CO LTD,"1,217,500","22,153,023","23,621,892"
JAPAN SECURITIES FINANCE CO,"132,500","1,138,566","1,315,445"
JAPAN STEEL WORKS LTD,"107,800","2,966,349","2,870,250"
JAPAN WOOL TEXTILE CO LTD,"85,700","683,506","725,091"
JAPFA COMFEED INDONES TBK PT,"15,488,000","1,481,479","1,348,685"
JARDINE CYCLE + CARRIAGE LTD,"481,068","9,975,543","9,442,102"
JARDINE MATHESON HLDGS LTD,"1,000,998","56,604,307","35,415,309"
JARIR MARKETING CO,"2,437,076","11,352,852","8,237,052"
JASA MARGA (PERSERO) TBK PT,"4,005,443","1,388,501","1,218,259"
JASMINE TECHNOLOGY SOLS FORE,"408,900","2,543,800","626,763"
JASON FURNITURE HANGZHOU C A,"60,483","302,512","267,506"
JAYA TIASA HOLDINGS BHD,"456,400","120,906","104,486"
JB FINANCIAL GROUP CO LTD,"295,704","1,955,396","3,145,026"
JB HI FI LTD,"200,174","4,985,566","8,183,010"
JBM AUTO LTD,"56,444","1,075,218","1,388,502"
JBS SA,"2,344,300","13,335,146","13,619,833"
JCDECAUX SE,"121,549","2,863,761","2,393,064"
JCET GROUP CO LTD A,"123,600","448,784","536,836"
JCR PHARMACEUTICALS CO LTD,"100,800","540,579","380,366"
JCU CORP,"34,200","773,314","849,369"
JD HEALTH INTERNATIONAL INC,"1,493,401","12,941,094","4,064,797"
