0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
GOTO GOJEK TOKOPEDIA TBK PT,"1,532,941,600","9,263,633","4,680,756"
GPS PARTICIPACOES E EMPREEND,"623,332","1,913,914","1,934,724"
GRAB HOLDINGS LTD   CL A,"5,175,358","15,808,513","18,372,701"
GRAFTON GROUP PLC UTS  CDI,"356,741","3,180,506","4,186,463"
GRAINCORP LTD A,"444,177","1,871,400","2,631,295"
GRAINGER PLC,"1,261,008","3,727,777","3,881,682"
GRAND CITY PROPERTIES,"157,582","3,120,579","1,824,002"
GRAND PACIFIC PETROCHEMICAL,"1,466,156","811,086","632,714"
GRAND PHARMACEUTICAL GROUP L,"3,400,439","2,089,475","2,025,292"
GRANULES INDIA LTD,"192,568","910,020","1,138,045"
GRAPE KING BIO LTD,"184,000","999,138","870,625"
GRAPHITE INDIA LTD,"98,983","754,107","666,397"
GRASIM INDUSTRIES LTD,"643,113","12,453,438","20,598,025"
GREAT BASIN GOLD LTD,"1,664,600",0,1
GREAT CHINA METAL INDUSTRY,"54,000","40,690","40,698"
GREAT EASTERN SHIPPING CO F,"224,785","2,102,948","3,302,193"
GREAT TREE PHARMACY CO LTD,"85,387","788,225","648,795"
GREAT WALL ENTERPRISES,"1,245,409","1,735,814","2,195,901"
GREAT WALL MOTOR CO LTD A,"183,574","700,095","636,148"
GREAT WALL MOTOR CO LTD H,"5,124,580","6,575,947","7,902,752"
GREAT WEST LIFECO INC,"488,398","13,068,362","14,244,936"
GREATECH TECHNOLOGY BHD,"27,900","31,053","31,049"
GREATEK ELECTRONICS INC,"975,000","1,611,320","1,890,404"
GREE ELECTRIC APPLIANCES I A,"17,896,062","92,012,187","96,137,243"
GREEN CROSS CORP,"8,291","1,908,156","688,457"
GREEN CROSS HOLDINGS CORP,"45,755","816,546","465,031"
GREENTOWN CHINA HOLDINGS,"2,128,500","2,258,312","1,673,972"
GREENTOWN SERVICE GROUP CO L,"2,358,000","1,581,421","1,017,819"
GREGGS PLC,"182,131","3,753,582","6,382,168"
GRENDENE SA,"624,000","818,527","647,094"
GRG BANKING EQUIPMENT CO  A,"510,199","834,119","730,968"
GRIFOLS SA,"241,861","4,769,599","2,037,477"
GRIFOLS SA   B,"631,762","6,085,473","3,866,215"
GRINDWELL NORTON LTD,"71,815","1,812,102","2,354,245"
GROUPE BRUXELLES LAMBERT NV,"378,472","34,496,498","27,035,076"
GRUMA S.A.B. B,"981,325","11,766,745","17,913,454"
GRUPO AEROPORT DEL PACIFIC B,"601,425","8,056,978","9,412,773"
GRUPO AEROPORT DEL SURESTE B,"396,820","9,431,036","11,953,173"
GRUPO AEROPORTUARIO DEL CENT,"544,555","4,322,385","4,620,808"
GRUPO BIMBO SAB  SERIES A,"2,696,899","6,618,230","9,529,256"
GRUPO CARSO SAB DE CV SER A1,"755,900","3,757,340","5,198,796"
GRUPO CATALANA OCCIDENTE SA,"37,859","1,221,632","1,533,750"
