0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SHANGHAI YUYUAN TOURIST MA A,"394,514","332,385","278,290"
SHANGHAI ZHANGJIANG HIGH A,"96,121","237,230","243,303"
SHANGHAI ZHENHUA HEAVY IND B,"2,517,155","690,021","493,363"
SHANGHAI ZHONGGU LOGISTICS A,"248,526","362,965","297,516"
SHANGRI LA ASIA LTD,"2,337,442","2,851,536","1,607,716"
SHANXI COKING COAL ENERGY A,"403,700","631,520","570,094"
SHANXI LU AN ENVIRONMENTAL A,"695,801","1,810,809","1,727,869"
SHANXI MEIJIN ENERGY CO LT A,"181,900","169,152","118,604"
SHANXI SECURITIES CO LTD A,"135,503","103,818","87,233"
SHANXI TAIGANG STAINLESS A,"281,100","157,226","130,139"
SHANXI XINGHUACUN FEN WINE A,"51,980","1,822,360","1,501,422"
SHAPIR ENGINEERING AND INDUS,"207,928","1,253,071","1,054,763"
SHARJAH ISLAMIC BANK,"2,170,107","1,225,204","1,305,731"
SHARP CORP,"358,194","9,031,480","2,071,102"
SHEELA FOAM LTD,"54,347","953,171","596,378"
SHELL PLC,"14,639,864","445,386,002","524,578,595"
SHENG SIONG GROUP LTD,"1,104,200","1,250,093","1,213,989"
SHENGHE RESOURCES HOLDINGS A,"76,782","122,450","90,663"
SHENGYI TECHNOLOGY CO LTD  A,"218,125","528,810","629,204"
SHENWAN HONGYUAN GROUP CO  H,"3,122,400","806,798","591,851"
SHENWAN HONGYUAN GROUP CO A,"848,641","543,648","501,015"
SHENZHEN CAPCHEM TECHNOLOG A,"35,040","175,669","137,084"
SHENZHEN DYNANONIC CO LTD A,"133,140","589,029","514,262"
SHENZHEN ENERGY GROUP CO L A,"483,299","488,345","483,244"
SHENZHEN EXPRESSWAY CORP H,"1,112,000","1,143,788","1,036,955"
SHENZHEN FASTPRINT CIRCUIT A,"173,600","273,020","245,390"
SHENZHEN INOVANCE TECHNOLO A,"113,227","948,960","795,627"
SHENZHEN INTL HOLDINGS,"2,919,026","3,236,220","2,329,494"
SHENZHEN INVESTMENT LTD,"4,261,657","1,295,431","507,912"
SHENZHEN JINJIA GROUP CO L A,"237,500","143,176","117,435"
SHENZHEN KAIFA TECHNOLOGY A,"170,385","318,504","352,866"
SHENZHEN KANGTAI BIOLOGICA A,"44,932","149,893","96,070"
SHENZHEN KEDALI INDUSTRY C A,"10,300","157,922","107,757"
SHENZHEN KSTAR SCIENCE AND A,"22,400","87,018","54,306"
SHENZHEN MINDRAY BIO MEDIC A,"357,175","14,948,623","14,232,011"
SHENZHEN MTC CO LTD  A,"182,348","126,948","120,137"
SHENZHEN OVERSEAS CHINESE A,"1,280,120","483,315","357,692"
SHENZHEN SALUBRIS PHARM A,"38,067","150,113","138,850"
SHENZHEN SC NEW ENERGY TEC A,"25,000","246,251","184,947"
SHENZHEN SED INDUSTRY CO A,"45,500","122,651","93,358"
SHENZHEN SENIOR TECHNOLOGY A,"59,000","106,807","66,267"
SHENZHEN SUNLORD ELECTRONI A,"195,900","668,665","736,821"
