0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
UBS COMMERCIAL MORTGAGE TRUST,3.43,8/15/2050,"57,000","52,228","52,737"
WELLS FARGO COMMERCIAL MORTGAG,3.07,11/15/2059,"63,000","57,342","59,305"
WELLS FARGO COMMERCIAL MORTGAG,3.95,1/15/2059,"1,250,000","1,167,282","1,197,837"
WELLS FARGO COMMERCIAL MORTGAG,3.41,9/15/2058,"57,772","55,236","56,662"
WELLS FARGO COMMERCIAL MORTGAG,2.63,4/15/2054,"520,000","420,119","436,264"
WELLS FARGO COMMERCIAL MORTGAG,2.89,8/15/2052,"347,000","297,961","307,653"
WELLS FARGO COMMERCIAL MORTGAG,3.73,5/15/2052,"113,000","101,512","104,327"
WELLS FARGO COMMERCIAL MORTGAG,4.02,5/15/2052,"904,000","804,256","833,883"
WELLS FARGO COMMERCIAL MORTGAG,4.38,8/15/2051,"1,625,000","1,464,383","1,516,110"
WELLS FARGO COMMERCIAL MORTGAG,4.18,6/15/2051,"268,000","250,522","255,958"
WELLS FARGO COMMERCIAL MORTGAG,3.18,4/15/2050,"155,000","148,072","151,808"
WELLS FARGO COMMERCIAL MORTGAG,3.64,3/15/2050,"445,000","408,517","415,258"
WELLS FARGO COMMERCIAL MORTGAG,2.68,10/15/2049,"108,150","99,599","102,531"
WELLS FARGO COMMERCIAL MORTGAG,2.94,10/15/2049,"82,000","75,310","77,443"
WELLS FARGO COMMERCIAL MORTGAG,2.65,8/15/2049,"51,000","46,505","47,755"
WELLS FARGO COMMERCIAL MORTGAG,3.72,12/15/2048,"32,000","30,395","31,217"
WELLS FARGO COMMERCIAL MORTGAG,3.81,12/15/2048,"63,000","59,792","61,219"
WELLS FARGO COMMERCIAL MORTGAG,3.43,11/15/2048,"49,431","47,616","48,281"
WELLS FARGO COMMERCIAL MORTGAG,3.70,11/15/2048,"415,000","393,603","403,544"
WELLS FARGO COMMERCIAL MORTGAG,3.79,9/15/2048,"555,171","531,003","541,964"
WELLS FARGO COMMERCIAL MORTGAG,3.15,5/15/2048,"103,000","97,927","100,349"
WF RBS COMMERCIAL MORTGAGE TRU,3.65,10/15/2057,"61,140","59,807","60,782"
WF RBS COMMERCIAL MORTGAGE TRU,3.75,9/15/2057,"268,000","259,222","265,253"
WF RBS COMMERCIAL MORTGAGE TRU,3.61,11/15/2047,"95,000","91,891","94,211"
TOTAL,,,,"473,406,713","477,365,549"
