0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
BANK MANDIRI PERSERO TBK PT,"1,326,900","529,882","498,347"
BANK NEGARA INDONESIA PERSER,"537,400","169,423","152,933"
BANK OF BARODA,"36,038","98,218","119,021"
BANK OF BEIJING CO LTD  A,"54,600","34,148","43,884"
BANK OF CHANGSHA CO LTD A,"8,200","9,124","9,231"
BANK OF CHENGDU CO LTD A,"9,900","18,711","20,696"
BANK OF CHINA LTD A,"51,600","26,446","32,809"
BANK OF CHINA LTD H,"2,904,000","1,000,565","1,432,026"
BANK OF COMMUNICATIONS CO A,"79,700","60,536","81,937"
BANK OF COMMUNICATIONS CO H,"329,000","190,532","258,315"
BANK OF HANGZHOU CO LTD A,"15,600","24,723","28,018"
BANK OF IRELAND GROUP PLC,"28,170","268,476","294,908"
BANK OF JIANGSU CO LTD A,"34,700","33,683","35,483"
BANK OF MONTREAL,"20,500","1,760,686","1,720,331"
BANK OF NANJING CO LTD  A,"28,400","30,666","40,610"
BANK OF NINGBO CO LTD  A,"14,400","55,574","43,719"
BANK OF NOVA SCOTIA,"35,398","1,674,215","1,618,889"
BANK OF SHANGHAI CO LTD A,"26,900","22,420","26,878"
BANK OF SUZHOU CO LTD A,"14,100","13,334","14,554"
BANK OF THE PHILIPPINE ISLAN,"70,140","128,618","142,532"
BANK PEKAO SA,"6,539","162,021","273,268"
BANK RAKYAT INDONESIA PERSER,"2,446,500","899,002","687,261"
BANQUE CANTONALE VAUDOIS REG,765,"81,385","81,174"
BANQUE SAUDI FRANSI,"18,302","187,606","173,185"
BAOSHAN IRON + STEEL CO A,"41,400","37,111","37,890"
BARCLAYS PLC,"424,507","811,604","1,120,997"
BARITO PACIFIC TBK PT,"1,163,358","89,582","70,334"
BARRATT DEVELOPMENTS PLC,"28,277","157,373","168,788"
BARRICK GOLD CORP,"49,635","792,877","827,764"
BARRY CALLEBAUT AG REG,95,"157,062","154,774"
BARWA REAL ESTATE CO,"76,170","53,758","57,426"
BASF SE,"25,446","1,251,338","1,232,275"
BAYER AG REG,"27,524","1,436,958","778,180"
BAYERISCHE MOTOREN WERKE AG,"8,821","916,718","835,537"
BAYERISCHE MOTOREN WERKE PRF,"1,957","184,305","172,932"
BB SEGURIDADE PARTICIPACOES,"23,853","152,053","141,414"
BCE INC,"3,535","138,901","114,471"
BDO UNIBANK INC,"84,080","205,080","183,915"
BE SEMICONDUCTOR INDUSTRIES,"2,253","275,101","377,048"
BECHTLE AG,"2,214","107,353","104,263"
BEIERSDORF AG,"2,986","396,506","436,994"
BEIJER REF AB,"9,951","113,823","153,632"
