0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
WABTEC CORP,"353,236","28,431,102","55,829,087"
WALGREENS BOOTS ALLIANCE INC,"975,094","37,446,196","11,793,814"
WALKER + DUNLOP INC,"42,349","4,337,322","4,158,673"
WALMART INC,"17,418,276","679,996,433","1,179,391,468"
WALT DISNEY CO/THE,"5,239,371","498,987,857","520,217,269"
WARNER BROS DISCOVERY INC,"3,916,690","83,891,280","29,140,288"
WARREN RES INC,"16,898","2,029,132","4,225"
WASTE MANAGEMENT INC,"2,004,978","211,012,004","427,742,007"
WATERS CORP,"105,579","20,682,092","30,630,593"
WATSCO INC,"60,266","10,576,480","27,917,623"
WATTS WATER TECHNOLOGIES A,"40,145","6,456,194","7,361,390"
WAVE SYSTEMS CORP CLASS A,"3,702",0,0
WAYFAIR INC  CLASS A,"116,110","12,888,526","6,122,489"
WD 40 CO,"29,064","4,043,655","6,383,618"
WEATHERFORD INTERNATIONAL PL,"146,955","9,717,822","17,994,658"
WEBSTER FINANCIAL CORP,"306,789","12,598,911","13,372,941"
WEC ENERGY GROUP INC,"1,537,839","115,029,381","120,658,848"
WELLS FARGO + CO,"12,704,860","558,912,443","754,541,718"
WENDY S CO/THE,"825,295","16,796,514","13,997,003"
WESCO INTERNATIONAL INC,"85,872","6,686,420","13,612,452"
WEST PHARMACEUTICAL SERVICES,"131,041","20,917,585","43,163,597"
WESTERN ALLIANCE BANCORP,"201,981","9,300,763","12,688,454"
WESTERN DIGITAL CORP,"567,861","28,880,922","43,026,829"
WESTERN UNION CO,"1,812,224","32,469,911","22,145,377"
WESTLAKE CORP,"68,051","8,286,761","9,855,146"
WESTROCK CO,"536,633","21,667,029","26,971,175"
WET SEAL INC/THE CLASS A,"268,800",0,0
WEX INC,"76,987","11,950,406","13,637,479"
WHIRLPOOL CORP,"95,942","12,025,933","9,805,276"
WHITE MOUNTAINS INSURANCE GP,"14,302","17,180,498","25,993,170"
WILLIAMS COS INC,"2,563,861","76,236,204","108,964,093"
WILLIAMS SONOMA INC,"122,524","11,395,968","34,597,114"
WILLSCOT MOBILE MINI HOLDING,"363,359","10,336,750","13,676,852"
WINGSTOP INC,"62,319","9,340,658","26,339,752"
WINTRUST FINANCIAL CORP,"128,440","8,657,672","12,659,049"
WOLFSPEED INC,"163,391","9,302,633","3,718,783"
WOODWARD INC,"112,875","9,496,544","19,683,151"
WORKDAY INC CLASS A,"369,508","64,825,156","82,607,221"
WORKIVA INC,"90,697","6,498,050","6,619,977"
WR BERKLEY CORP,"1,021,468","59,229,447","80,266,955"
WW GRAINGER INC,"116,455","46,999,690","105,070,359"
WYNDHAM HOTELS + RESORTS INC,"212,842","12,143,410","15,750,315"
