0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AMOT INVESTMENTS LTD,"377,728","1,978,917","1,530,083"
AMOTIV LTD,"242,047","1,790,776","1,697,344"
AMP LTD,"4,795,051","11,259,821","3,506,627"
AMPLIFON S.P.A.,"209,633",0,4
AMPLIFON SPA,"212,935","6,150,736","7,585,959"
AMPOL LTD,"459,927","9,559,713","9,933,629"
AMS OSRAM AG,"1,577,353","3,909,229","2,184,540"
AMTRAN TECHNOLOGY CO LTD,"916,000","446,416","581,650"
AMUNDI SA,"94,552","5,966,684","6,105,758"
AMVIS HOLDINGS INC,"57,300","1,091,718","818,928"
ANA HOLDINGS INC,"593,023","15,723,072","10,947,295"
ANAND RATHI WEALTH LTD,"25,083","1,139,647","1,175,506"
ANDES TECHNOLOGY CORP,"56,000","850,442","746,575"
ANEKA TAMBANG TBK,"13,402,630","1,099,139","1,023,102"
ANGANG STEEL CO LTD A,"394,500","134,771","114,554"
ANGANG STEEL CO LTD H,"2,341,876","865,460","365,952"
ANGEL ONE LTD,"119,007","3,236,664","3,713,505"
ANGEL YEAST CO LTD A,"36,773","169,405","140,679"
ANGELALIGN TECHNOLOGY INC,"67,200","945,765","488,462"
ANGLO AMERICAN PLATINUM LTD,"69,071","3,977,750","2,276,992"
ANGLO AMERICAN PLC,"2,093,230","65,966,144","66,211,539"
ANGLOGOLD ASHANTI PLC,"653,007","12,973,433","16,442,379"
ANHEUSER BUSCH INBEV SA/NV,"1,496,884","95,425,284","86,823,966"
ANHUI CONCH CEMENT CO LTD A,"164,830","643,015","532,587"
ANHUI CONCH CEMENT CO LTD H,"1,733,830","7,649,349","4,130,599"
ANHUI EXPRESSWAY CO LTD H,"946,000","766,749","1,132,952"
ANHUI GUJING DISTILLERY CO A,"13,604","497,628","393,301"
ANHUI GUJING DISTILLERY CO B,"240,609","2,667,572","3,580,443"
ANHUI HONGLU STEEL CONSTRU A,"247,843","777,828","576,086"
ANHUI JINHE INDUSTRIAL CO  A,"58,300","224,060","158,830"
ANHUI YINGJIA DISTILLERY C A,"10,000","97,773","78,758"
ANHUI ZHONGDING SEALING PA A,"59,700","115,662","100,088"
ANICOM HOLDINGS INC,"129,300","858,486","540,961"
ANIMA HOLDING SA,"117,500","76,900","66,636"
ANIMA HOLDING SPA,"15,917","67,950","79,495"
ANJI MICROELECTRONICS TECH A,"16,627","330,158","286,498"
ANJOY FOODS GROUP CO LTD A,"10,800","171,840","109,926"
ANPEC ELECTRONICS CORP,"100,000","667,231","622,659"
ANRITSU CORP,"212,100","3,211,030","1,625,762"
ANSELL LTD,"224,075","3,646,386","3,973,169"
ANTA SPORTS PRODUCTS LTD,"2,627,000","26,669,822","25,236,004"
ANTOFAGASTA PLC,"591,890","9,965,869","15,787,451"
