0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
WELLS FARGO COMMERCIAL MORTGAG,3.50,7/15/2058,"20,000,000","20,157,650","19,619,517"
WELLS FARGO COMMERCIAL MORTGAG,3.54,5/15/2048,"8,875,000","9,705,314","8,695,462"
WELLS FARGO COMMERCIAL MORTGAG,3.56,1/15/2059,"5,909,463","6,437,967","5,721,562"
WELLS FARGO COMMERCIAL MORTGAG,3.64,12/15/2059,"14,956,430","16,840,771","14,265,477"
WELLS FARGO COMMERCIAL MORTGAG,3.70,11/15/2048,"1,160,000","1,282,987","1,127,977"
WELLS FARGO COMMERCIAL MORTGAG,3.81,12/15/2048,"18,500,000","18,911,135","17,977,142"
WF RBS COMMERCIAL MORTGAGE TRU,1.00,6/15/2046,"2,832,510","186,453",111
WF RBS COMMERCIAL MORTGAGE TRU,1.00,11/15/2047,"57,443,330","4,044,010","103,997"
WF RBS COMMERCIAL MORTGAGE TRU,1.00,9/15/2057,"43,977,177","2,879,054","100,056"
TOTAL,,,,"30,130,721,255","27,161,322,426"
