0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL MC0444,4.50,3/1/2041,"5,929","6,499","5,752"
FNMA POOL MC0473,4.50,5/1/2041,"96,745","102,227","93,865"
FNMA TBA 15 YR 2,2.00,7/15/2039,"35,000,000","30,719,124","30,759,785"
FNMA TBA 15 YR 2,2.00,8/15/2039,"36,000,000","31,824,844","31,675,068"
FNMA TBA 15 YR 3,3.00,7/15/2039,"21,500,000","19,818,633","19,882,147"
FNMA TBA 15 YR 5,5.00,7/15/2039,"25,000,000","24,644,531","24,782,200"
FNMA TBA 15 YR 5.5,5.50,7/15/2039,"156,400,000","157,362,073","156,704,980"
FNMA TBA 15 YR 5.5,5.50,8/15/2039,"108,600,000","108,977,516","108,783,534"
FNMA TBA 30 YR 2,2.00,8/15/2054,"787,700,000","622,967,383","616,623,376"
FNMA TBA 30 YR 2,2.00,7/15/2054,"798,800,000","622,294,537","624,702,339"
FNMA TBA 30 YR 2.5,2.50,8/15/2054,"(196,165,000)","(161,588,700)","(160,320,947)"
FNMA TBA 30 YR 2.5,2.50,7/15/2054,"(759,300,000)","(619,309,026)","(620,017,805)"
FNMA TBA 30 YR 3,3.00,8/13/2054,"650,100,000","558,415,289","553,291,009"
FNMA TBA 30 YR 3.5,3.50,9/25/2024,"1,815,000,000","1,617,763,281","1,606,231,440"
FNMA TBA 30 YR 4,4.00,8/15/2054,"(915,000,000)","(845,652,793)","(837,606,555)"
FNMA TBA 30 YR 4,4.00,7/15/2054,0,"5,145,146",0
FNMA TBA 30 YR 4.5,4.50,8/15/2054,"(506,000,000)","(480,595,352)","(477,164,072)"
FNMA TBA 30 YR 4.5,4.50,7/15/2054,"(546,350,000)","(513,700,147)","(515,044,691)"
FNMA TBA 30 YR 5,5.00,8/15/2054,"(20,800,000)","(20,272,688)","(20,103,949)"
FNMA TBA 30 YR 5.5,5.50,7/15/2054,"163,000,000","161,847,769","160,701,700"
FNMA TBA 30 YR 6,6.00,7/15/2054,"550,000,000","552,637,027","551,446,500"
FNMA TBA 30 YR 6.5,6.50,8/15/2054,"(2,386,200,000)","(2,433,700,615)","(2,427,528,984)"
FNMA TBA 30 YR 6.5,6.50,7/15/2054,"(574,200,000)","(574,523,662)","(584,317,404)"
FNMA TBA 30 YR 7,7.00,8/15/2054,"(1,088,200,000)","(1,120,395,168)","(1,118,408,432)"
FNMA TBA 30 YR 7,7.00,7/15/2054,"75,000,000","81,485,559","77,120,250"
FREDDIE MAC,0.01,10/17/2027,"85,800","76,819","80,535"
FREDDIE MAC,1.00,12/25/2053,"48,660,840","47,527,663","47,836,436"
FREDDIE MAC,6.25,6/15/2028,"518,573","521,929","523,833"
FREDDIE MAC,6.50,4/15/2028,"391,202","394,865","396,432"
GCCFC COMMERCIAL MORTGAGE TRUS,1.00,3/10/2039,"584,342","30,064",0
GNMA II POOL 003807,5.50,1/20/2036,766,873,776
GNMA II POOL 003965,5.50,3/20/2037,837,957,849
GNMA II POOL 003997,5.50,6/20/2037,"8,243","9,427","8,362"
GNMA II POOL 004048,5.50,11/20/2037,998,"1,143","1,013"
GNMA II POOL 004072,5.50,1/20/2038,878,"1,006",891
GNMA II POOL 004098,5.50,3/20/2038,412,472,419
GNMA II POOL 004194,5.50,7/20/2038,"35,961","41,221","36,543"
GNMA II POOL 004221,5.50,8/20/2038,400,458,406
GNMA II POOL 004244,5.50,9/20/2038,"42,721","48,987","43,413"
GNMA II POOL 004315,5.50,12/20/2038,"30,484","34,972","30,978"
GNMA II POOL 004462,5.00,6/20/2039,"30,295","31,416","30,231"
GNMA II POOL 004521,5.50,8/20/2039,"93,525","106,488","95,134"
GNMA II POOL 004600,5.50,12/20/2039,"14,156","16,080","14,399"
GNMA II POOL 004635,4.00,2/20/2040,"47,769","51,893","45,348"
GNMA II POOL 004748,5.50,7/20/2040,"9,170","10,388","9,328"
GNMA II POOL 004770,4.00,8/20/2040,"372,301","404,350","353,372"
GNMA II POOL 004800,4.00,9/20/2040,"131,312","142,194","124,636"
GNMA II POOL 004803,5.50,9/20/2040,"889,046","1,024,354","903,448"
GNMA II POOL 004833,4.00,10/20/2040,"595,345","644,767","565,076"
