0,1,2,3,4
Security Name,Rate,Maturity Date,Par Value,Book Value
ERP OPERATING LP,4.50,7/1/2044,"65,000","54,286"
ESKOM HOLDINGS SOC LTD,6.35,8/10/2028,"430,000","406,252"
ESSENTIAL UTILITIES INC,5.30,5/1/2052,"173,000","153,499"
ESSENTIAL UTILITIES INC,3.35,4/15/2050,"347,000","228,991"
ESSENTIAL UTILITIES INC,4.28,5/1/2049,"173,000","132,834"
EVEREST REINSURANCE HLDG,3.13,10/15/2052,"300,000","188,404"
EVEREST REINSURANCE HLDG,3.50,10/15/2050,"83,000","56,111"
EVEREST REINSURANCE HLDG,4.87,6/1/2044,"49,000","42,111"
EVERGREEN ACQCO/TVI INC,9.75,4/26/2028,"120,000","124,655"
EVERGY KANSAS CENTRAL,3.25,9/1/2049,"100,000","67,676"
EVERGY KANSAS CENTRAL,4.25,12/1/2045,"230,000","184,205"
EVERGY KANSAS CENTRAL,4.10,4/1/2043,"45,000","35,418"
EVERGY KANSAS CENTRAL,4.13,3/1/2042,"26,000","20,952"
EVERGY METRO,4.13,4/1/2049,"173,000","133,635"
EVERGY METRO,4.20,3/15/2048,"85,000","68,067"
EVERGY METRO,4.20,6/15/2047,"45,000","35,743"
EVERGY METRO,5.30,10/1/2041,"36,000","33,634"
EVERGY METRO,5.40,4/1/2034,"25,000","24,954"
EVERSOURCE ENERGY,3.45,1/15/2050,"820,000","567,979"
EVERSOURCE ENERGY,5.95,7/15/2034,"112,000","113,795"
EXELON CORP,5.60,3/15/2053,"850,000","803,116"
EXELON CORP,4.45,4/15/2046,"69,000","56,147"
EXELON CORP,5.10,6/15/2045,"424,000","379,522"
EXELON CORP,4.95,6/15/2035,"13,000","12,041"
EXELON CORP,5.63,6/15/2035,"398,000","391,342"
EXXON MOBIL CORPORATION,3.45,4/15/2051,"1,634,000","1,196,369"
EXXON MOBIL CORPORATION,3.10,8/16/2049,"347,000","240,556"
EXXON MOBIL CORPORATION,3.57,3/6/2045,"84,000","64,796"
EXXON MOBIL CORPORATION,4.23,3/19/2040,"1,282,000","1,140,759"
FACTSET RESEARCH SYSTEMS,3.45,3/1/2032,"125,000","111,186"
FAIR ISAAC CORP,4.00,6/15/2028,"644,000","597,055"
FAIRFAX FINL HLDGS LTD,6.10,3/15/2055,"1,530,000","1,523,654"
FAIRFAX FINL HLDGS LTD,6.35,3/22/2054,"2,935,000","2,929,907"
FEDEX CORP,4.10,2/1/2045,"153,000","119,597"
FIRST QUANTUM MINERALS L,9.38,3/1/2029,"400,000","407,172"
FIRSTCASH INC,6.88,3/1/2032,"670,000","670,000"
FIRSTCASH INC,5.63,1/1/2030,"946,000","875,337"
FIRSTENERGY CORP,3.40,3/1/2050,"2,207,000","1,495,963"
FIRSTENERGY TRANSMISSION,4.55,4/1/2049,"1,255,000","1,004,356"
FIRSTENERGY TRANSMISSION,5.45,7/15/2044,"574,000","546,918"
FISERV INC,4.40,7/1/2049,"2,700,000","2,158,926"
FISERV INC,5.60,3/2/2033,"158,000","156,777"
FIVE POINT OP CO LP/FIVE,1.00,1/15/2028,"368,000","375,232"
FLORIDA POWER + LIGHT CO,5.30,4/1/2053,"1,094,000","1,043,403"
FLORIDA POWER + LIGHT CO,2.88,12/4/2051,"2,982,000","1,933,992"
FLORIDA POWER + LIGHT CO,3.15,10/1/2049,"97,000","66,688"
FLORIDA POWER + LIGHT CO,3.99,3/1/2049,"173,000","137,413"
FLORIDA POWER + LIGHT CO,4.13,6/1/2048,"87,000","71,276"
FLORIDA POWER + LIGHT CO,3.95,3/1/2048,"220,000","175,374"
FLORIDA POWER + LIGHT CO,3.70,12/1/2047,"38,000","29,059"
FLORIDA POWER + LIGHT CO,4.05,10/1/2044,"188,000","160,154"
FLORIDA POWER + LIGHT CO,4.05,6/1/2042,"1,378,000","1,165,162"
FLORIDA POWER + LIGHT CO,4.13,2/1/2042,"35,000","29,408"
