0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
PHIHONG TECHNOLOGY CO LTD,"451,000","849,085","677,027"
PHISON ELECTRONICS CORP,"352,000","5,253,131","6,694,683"
PHOENIX GROUP HOLDINGS PLC,"958,263","8,032,332","6,317,716"
PHOENIX HOLDINGS LTD/THE,"295,537","2,492,686","2,698,681"
PHOENIX MILLS LTD,"154,175","5,069,604","6,634,488"
PHOSAGRO PJSC,"74,920","10,665",0
PHOSAGRO PJSC GDR REG S,2,0,0
PHYTOHEALTH CORP,"12,000","7,409","7,546"
PI INDUSTRIES LTD,"131,229","4,596,852","5,978,321"
PICC HOLDING CO A,"391,600","299,210","276,253"
PICC PROPERTY + CASUALTY H,"44,308,069","46,853,572","55,048,834"
PICK N PAY STORES LTD,"502,304","806,369","707,243"
PIDILITE INDUSTRIES LTD,"240,111","6,179,682","9,096,430"
PIE INDUSTRIAL BHD,"161,000","199,421","213,643"
PIGEON CORP,"168,800","3,540,674","1,526,302"
PIHSIANG MACHINERY MFG CO,"230,000",0,0
PILBARA MINERALS LTD,"5,231,626","12,047,970","10,726,624"
PILLAR CORP /JAPAN,"24,600","908,361","821,223"
PILOT CORP,"56,900","1,842,558","1,515,008"
PING AN BANK CO LTD A,"10,581,226","19,486,514","14,710,540"
PING AN HEALTHCARE AND TECHN,"570,600","3,508,362","836,093"
PING AN INSURANCE GROUP CO A,"2,750,276","19,293,692","15,580,571"
PING AN INSURANCE GROUP CO H,"12,513,688","102,897,129","56,740,482"
PINGDINGSHAN TIANAN COAL  A,"11,664,160","19,667,495","17,893,618"
PINNACLE INVESTMENT MANAGEME,"176,470","1,356,862","1,671,203"
PIRAMAL ENTERPRISES LTD,"189,840","2,311,644","2,110,445"
PIRAMAL PHARMA LTD,"788,453","1,072,420","1,486,750"
PIRELLI + C SPA,"845,840","4,965,034","5,040,489"
PIXART IMAGING INC,"390,000","1,730,309","2,043,681"
PKSHA TECHNOLOGY INC,"28,200","926,409","621,466"
PLANO + PLANO DESENVOLVIMENT,"51,100","110,873","94,758"
PLATINUM ASSET MANAGEMENT,"852,835","633,334","592,352"
PLAYTECH PLC,"521,099","4,123,005","3,063,086"
PLUS500 LTD,"156,372","2,753,382","4,479,216"
PLUXEE NV,"142,340","3,612,324","3,996,127"
PNB HOUSING FINANCE LTD,"149,097","1,290,456","1,403,234"
PNC INFRATECH LTD,"165,924","837,353","957,988"
POINTSBET HOLDINGS LTD,"21,546",0,0
POLA ORBIS HOLDINGS INC,"131,400","1,836,378","1,068,048"
POLARIS GROUP,"511,000","1,415,287","1,167,182"
POLY DEVELOPMENTS AND HOLD A,"591,380","1,014,347","709,592"
POLY MEDICURE LTD,"59,452","1,104,721","1,376,408"
