0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
SERVICENOW INC,"506,572","217,513,045","398,505,016"
SERVISFIRST BANCSHARES INC,"51,182","3,911,026","3,234,192"
SFX ENTERTAINMENT INC,"115,200",0,0
SHAKE SHACK INC   CLASS A,"50,414","3,567,644","4,537,263"
SHERWIN WILLIAMS CO/THE,"473,232","78,658,427","141,226,677"
SIGNET JEWELERS LTD,"76,521","5,404,044","6,854,754"
SILGAN HOLDINGS INC,"385,793","18,288,291","16,330,618"
SILICON LABORATORIES INC,"49,782","4,619,320","5,507,404"
SIMPSON MANUFACTURING CO INC,"88,063","6,640,738","14,841,258"
SIRIUS XM HOLDINGS INC,"1,166,496","5,827,572","3,301,262"
SITEONE LANDSCAPE SUPPLY INC,"83,456","7,545,558","10,132,395"
SKECHERS USA INC CL A,"267,125","10,924,184","18,463,692"
SKYLINE CHAMPION CORP,"78,542","4,674,009","5,321,221"
SKYWORKS SOLUTIONS INC,"740,223","70,929,064","78,893,028"
SLM CORP,"420,709","5,102,600","8,746,608"
SM ENERGY CO,"243,692","9,685,563","10,534,825"
SMARTSHEET INC CLASS A,"211,787","9,790,595","9,335,574"
SMITH (A.O.) CORP,"222,590","10,456,880","18,203,420"
SNAP ON INC,"97,843","14,280,612","25,575,184"
SNOWFLAKE INC CLASS A,"424,404","105,856,947","57,332,743"
SOFI TECHNOLOGIES INC,"1,296,052","8,160,244","8,566,930"
SOLVENTUM CORP,"230,680","19,510,826","12,198,369"
SONOCO PRODUCTS CO,"175,626","8,750,705","8,907,761"
SOUTHERN CO/THE,"5,295,081","279,082,779","410,739,433"
SOUTHERN COPPER CORP,"575,739","54,414,815","62,030,121"
SOUTHSTATE CORP,"152,002","11,550,300","11,615,997"
SOUTHWEST AIRLINES CO,"852,531","27,866,843","24,390,912"
SOUTHWEST GAS HOLDINGS INC,"332,616","23,213,815","23,409,515"
SOUTHWESTERN ENERGY CO,"2,135,690","12,986,419","14,373,311"
SPECTRUM BRANDS HOLDINGS INC,"65,360","4,111,005","5,616,387"
SPIRE INC,"259,735","17,387,184","15,773,708"
SPIRIT AEROSYSTEMS HOLD CL A,"164,844","6,394,027","5,418,427"
SPORT HALEY HOLDINGS INC,"6,900",0,0
SPROUT SOCIAL INC   CLASS A,"69,003","7,666,869","2,462,029"
SPROUTS FARMERS MARKET INC,"512,662","22,231,329","42,889,303"
SPS COMMERCE INC,"69,019","4,340,560","12,986,616"
SPX TECHNOLOGIES INC,"41,719","5,448,156","5,929,941"
SS+C TECHNOLOGIES HOLDINGS,"1,027,769","53,969,554","64,410,283"
STANLEY BLACK + DECKER INC,"266,051","27,418,368","21,254,824"
STARBUCKS CORP,"3,301,959","236,591,885","257,057,508"
STATE STREET CORP,"530,973","31,562,722","39,292,016"
STEEL DYNAMICS INC,"308,224","17,186,402","39,915,138"
