0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL Q04442,4.50,11/1/2041,"3,953,807","4,340,274","3,840,944"
FED HM LN PC POOL Q04643,5.00,11/1/2041,"299,381","322,484","297,622"
FED HM LN PC POOL Q04674,4.00,12/1/2041,"112,847","121,206","106,399"
FED HM LN PC POOL Q04741,4.50,11/1/2041,"772,292","847,783","750,259"
FED HM LN PC POOL Q04789,4.50,11/1/2041,"281,810","294,854","273,765"
FED HM LN PC POOL Q05168,4.00,12/1/2041,"3,919,268","4,249,486","3,695,340"
FED HM LN PC POOL Q05451,4.00,1/1/2042,"3,413,794","3,706,620","3,218,746"
FED HM LN PC POOL Q05535,3.50,1/1/2042,"663,529","728,636","609,571"
FED HM LN PC POOL Q05599,4.00,1/1/2042,"2,706,881","2,827,083","2,552,179"
FED HM LN PC POOL Q05601,4.00,1/1/2042,"1,478,367","1,585,682","1,393,900"
FED HM LN PC POOL Q05692,4.00,1/1/2042,"2,027,606","2,202,143","1,911,322"
FED HM LN PC POOL Q05711,4.50,1/1/2042,"317,555","334,405","308,502"
FED HM LN PC POOL Q05717,3.50,1/1/2042,"356,024","386,480","326,483"
FED HM LN PC POOL Q05942,4.00,2/1/2042,"1,075,840","1,168,534","1,014,140"
FED HM LN PC POOL Q05962,4.00,1/1/2042,"743,748","807,330","701,254"
FED HM LN PC POOL Q07480,4.00,4/1/2042,"5,095,979","5,337,485","4,799,129"
FED HM LN PC POOL Q08126,4.50,5/1/2042,"265,849","283,033","257,765"
FED HM LN PC POOL Q08550,3.50,5/1/2042,"157,325","153,538","143,900"
FED HM LN PC POOL Q08862,3.50,6/1/2042,"7,093","7,369","6,488"
FED HM LN PC POOL Q09850,4.00,8/1/2042,"348,904","379,114","328,549"
FED HM LN PC POOL Q10056,4.50,8/1/2042,"198,733","211,648","192,930"
FED HM LN PC POOL Q10392,3.50,8/1/2042,"11,081,330","11,478,029","10,135,706"
FED HM LN PC POOL Q10670,4.00,8/1/2042,"104,602","112,526","98,516"
FED HM LN PC POOL Q10971,3.50,9/1/2042,"324,582","324,133","296,862"
FED HM LN PC POOL Q11004,4.00,9/1/2042,"1,754,837","1,906,923","1,652,432"
FED HM LN PC POOL Q11005,3.50,9/1/2042,"2,471,955","2,468,534","2,260,848"
FED HM LN PC POOL Q11207,3.50,9/1/2042,"508,672","539,211","465,265"
FED HM LN PC POOL Q11218,3.50,9/1/2042,"290,245","285,631","265,480"
FED HM LN PC POOL Q12191,3.50,10/1/2042,"208,817","222,547","191,266"
FED HM LN PC POOL Q12276,3.50,10/1/2042,"1,684,689","1,802,358","1,540,563"
FED HM LN PC POOL Q12858,3.50,11/1/2042,"363,894","388,199","332,933"
FED HM LN PC POOL Q13268,4.50,10/1/2042,"441,054","469,816","427,643"
FED HM LN PC POOL Q13756,4.50,10/1/2042,"156,124","163,496","151,692"
FED HM LN PC POOL Q14010,3.50,12/1/2042,"643,381","688,827","588,479"
FED HM LN PC POOL Q14672,3.50,1/1/2043,"680,462","728,549","622,350"
FED HM LN PC POOL Q14864,3.50,1/1/2043,"4,981","5,333","4,556"
FED HM LN PC POOL Q15105,3.50,2/1/2043,"548,256","547,491","501,476"
FED HM LN PC POOL Q15287,3.50,1/1/2043,"125,874","125,699","115,125"
FED HM LN PC POOL Q15499,3.50,2/1/2043,"1,579,557","1,691,224","1,444,765"
FED HM LN PC POOL Q16336,3.50,3/1/2043,"803,521","860,363","734,943"
FED HM LN PC POOL Q16644,3.50,3/1/2043,"8,515","9,118","7,789"
FED HM LN PC POOL Q16849,4.00,4/1/2043,"966,399","1,039,586","906,281"
FED HM LN PC POOL Q17192,3.50,4/1/2043,"1,608,981","1,722,951","1,471,661"
FED HM LN PC POOL Q17550,3.50,4/1/2043,"667,186","713,328","610,244"
FED HM LN PC POOL Q17648,3.50,4/1/2043,"5,194","5,142","4,750"
FED HM LN PC POOL Q18134,3.50,5/1/2043,"2,712,707","2,823,513","2,480,784"
FED HM LN PC POOL Q18479,4.00,5/1/2043,"1,009,546","1,097,364","946,665"
FED HM LN PC POOL Q18499,4.00,5/1/2043,"1,358,559","1,459,340","1,273,939"
FED HM LN PC POOL Q19289,4.00,6/1/2043,"832,257","894,041","780,484"
