0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
TARGA RESOURCES CORP,"2,098","182,239","270,180"
TARGET CORP,"5,138","644,148","760,630"
TE CONNECTIVITY LTD,"3,380","442,377","508,453"
TELEDYNE TECHNOLOGIES INC,461,"190,051","178,859"
TELEFLEX INC,511,"107,669","107,479"
TERADYNE INC,"1,581","167,231","234,446"
TESLA INC,"32,279","8,251,714","6,387,369"
TEXAS INSTRUMENTS INC,"10,447","1,767,237","2,032,255"
TEXAS PACIFIC LAND CORP,225,"135,600","165,211"
TEXTRON INC,"1,955","151,057","167,856"
THE CIGNA GROUP,"3,271","911,183","1,081,294"
THERMO FISHER SCIENTIFIC INC,"4,302","2,329,607","2,379,006"
TJX COMPANIES INC,"12,774","1,170,808","1,406,417"
TOAST INC CLASS A,"3,815","80,442","98,313"
TORO CO,"1,157","115,182","108,191"
TRACTOR SUPPLY COMPANY,"1,116","244,059","301,320"
TRADE DESK INC/THE  CLASS A,"5,074","414,549","495,578"
TRADEWEB MARKETS INC CLASS A,"1,311","113,499","138,966"
TRANSDIGM GROUP INC,597,"531,645","762,733"
TRANSUNION,"2,134","168,881","158,257"
TRAVELERS COS INC/THE,"2,541","412,352","516,687"
TRIMBLE INC,"2,685","144,434","150,145"
TRUIST FINANCIAL CORP,"15,135","461,581","587,995"
TWILIO INC   A,"1,819","119,017","103,337"
TYLER TECHNOLOGIES INC,448,"176,137","225,245"
TYSON FOODS INC CL A,"3,467","180,997","198,104"
UBER TECHNOLOGIES INC,"20,998","997,735","1,526,135"
UIPATH INC   CLASS A,"4,187","69,707","53,091"
ULTA BEAUTY INC,535,"224,030","206,440"
UNION PACIFIC CORP,"6,970","1,503,038","1,577,032"
UNITED PARCEL SERVICE CL B,"8,221","1,345,424","1,125,044"
UNITED RENTALS INC,739,"348,842","477,933"
UNITED THERAPEUTICS CORP,500,"112,905","159,275"
UNITEDHEALTH GROUP INC,"10,492","5,051,928","5,343,156"
UNITY SOFTWARE INC,"2,563","96,033","41,674"
UNIVERSAL HEALTH SERVICES B,654,"84,288","120,944"
US BANCORP,"17,473","641,172","693,678"
VALERO ENERGY CORP,"3,910","520,499","612,932"
VEEVA SYSTEMS INC CLASS A,"1,675","365,183","306,542"
VERALTO CORP,"2,637","228,115","251,754"
VERISIGN INC,"1,080","222,879","192,024"
VERISK ANALYTICS INC,"1,560","375,292","420,498"
