0,1,2,3
,CalPERS 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BCP74Q884 TRS USD R V 12MFEDL,"49,915,880","49,915,880","49,915,880"
BCP74Q8B7 TRS USD P E,"(217,000)","(284,419,730)","(348,400,010)"
BCP74Q8B7 TRS USD R V 12MFEDL,"284,419,730","284,419,730","284,419,730"
BCP75R9L1 TRS USD P V 12MFEDL,"(970,806)","(970,806)","(970,806)"
BCP75R9L1 TRS USD R E,"495,486","970,806","922,382"
BCP75YXB1 TRS USD P E,"(1,248,750)","(228,995,775)","(263,011,725)"
BCP75YXB1 TRS USD R V 12MFEDL,"228,995,775","228,995,775","228,995,775"
BCP75YXE5 TRS USD P E,"(2,300,000)","(71,070,000)","(71,231,000)"
BCP75YXE5 TRS USD R V 12MFEDL,"71,070,000","71,070,000","71,070,000"
BCP75YXH8 TRS USD P E,"(650,000)","(106,899,000)","(107,198,000)"
BCP75YXH8 TRS USD R V 12MFEDL,"106,899,000","106,899,000","106,899,000"
BCP75YXL9 TRS USD P E,"(2,700,000)","(239,730,300)","(333,558,000)"
BCP75YXL9 TRS USD R V 12MFEDL,"239,730,300","239,730,300","239,730,300"
BCP767GK8 TRS USD P E,"(60,000)","(25,752,600)","(26,760,000)"
BCP767GK8 TRS USD R V 12MFEDL,"25,752,600","25,752,600","25,752,600"
BCP767GN2 TRS USD P E,"(440,000)","(46,393,600)","(43,687,600)"
BCP767GN2 TRS USD R V 12MFEDL,"46,393,600","46,393,600","46,393,600"
BCP767GR3 TRS USD P E,"(483,000)","(47,575,500)","(53,178,300)"
BCP767GR3 TRS USD R V 12MFEDL,"47,575,500","47,575,500","47,575,500"
BCP767GX0 TRS USD P E,"(165,000)","(51,478,350)","(50,062,650)"
BCP767GX0 TRS USD R V 12MFEDL,"51,478,350","51,478,350","51,478,350"
BCP767H01 TRS USD P E,"(68,000)","(52,700,000)","(61,565,840)"
BCP767H01 TRS USD R V 12MFEDL,"52,700,000","52,700,000","52,700,000"
BCP767H27 TRS USD P E,"(90,000)","(42,367,500)","(43,357,500)"
BCP767H27 TRS USD R V 12MFEDL,"42,367,500","42,367,500","42,367,500"
BCP767H92 TRS USD P E,"(336,000)","(19,323,360)","(20,123,040)"
BCP767H92 TRS USD R V 12MFEDL,"19,323,360","19,323,360","19,323,360"
BCP767HC5 TRS USD P E,"(67,000)","(12,243,580)","(14,111,540)"
BCP767HC5 TRS USD R V 12MFEDL,"12,243,580","12,243,580","12,243,580"
BCP767HF8 TRS USD P E,"(684,000)","(50,274,000)","(53,249,400)"
BCP767HF8 TRS USD R V 12MFEDL,"50,274,000","50,274,000","50,274,000"
BCP767HJ0 TRS USD P E,"(279,000)","(51,322,050)","(54,273,870)"
BCP767HJ0 TRS USD R V 12MFEDL,"51,322,050","51,322,050","51,322,050"
BCP767HK7 TRS USD P E,"(161,000)","(49,476,910)","(50,304,450)"
BCP767HK7 TRS USD R V 12MFEDL,"49,476,910","49,476,910","49,476,910"
BCP767HT8 TRS USD P E,"(265,000)","(42,291,350)","(39,230,600)"
BCP767HT8 TRS USD R V 12MFEDL,"42,291,350","42,291,350","42,291,350"
BCP767HW1 TRS USD P E,"(72,000)","(13,356,000)","(12,244,320)"
BCP767HW1 TRS USD R V 12MFEDL,"13,356,000","13,356,000","13,356,000"
BCP76H775 TRS USD P E,"(250,000)","(69,380,000)","(64,275,000)"
BCP76H775 TRS USD R V 12MFEDL,"69,380,000","69,380,000","69,380,000"
BCP76H7D2 TRS USD P E,"(1,709,000)","(707,047,480)","(763,837,550)"
