0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
WILMAR INTERNATIONAL LTD,"66,500","176,873","152,112"
WINBOND ELECTRONICS CORP,"110,261","93,283","87,348"
WINGTECH TECHNOLOGY CO LTD A,"3,700","23,500","14,385"
WINTIME ENERGY GROUP CO L A,"35,700","7,280","5,798"
WIPRO LTD,"50,117","271,235","309,432"
WISE PLC A,"16,153","142,009","139,155"
WISETECH GLOBAL LTD,"4,466","206,462","299,157"
WISTRON CORP,"91,000","318,881","297,335"
WIWYNN CORP,"4,000","203,059","326,125"
WIX.COM LTD,"1,514","144,178","240,832"
WOLTERS KLUWER,"6,848","836,049","1,136,131"
WOODSIDE ENERGY GROUP LTD,"53,540","1,284,432","1,008,696"
WOOLWORTHS GROUP LTD,"35,007","841,425","789,991"
WOOLWORTHS HOLDINGS LTD,"33,322","124,218","112,740"
WOORI FINANCIAL GROUP INC,"21,082","190,902","224,987"
WPG HOLDINGS LTD,"55,000","95,169","152,243"
WPP PLC,"33,802","325,924","309,530"
WSP GLOBAL INC,"3,465","489,470","539,445"
WUHAN GUIDE INFRARED CO LT A,"6,300","6,665","5,107"
WULIANGYE YIBIN CO LTD A,"8,300","185,315","146,260"
WUS PRINTED CIRCUIT KUNSHA A,"3,500","9,810","17,582"
WUXI APPTEC CO LTD A,"5,400","60,163","29,125"
WUXI APPTEC CO LTD H,"11,900","129,365","44,506"
WUXI BIOLOGICS CAYMAN INC,"133,000","731,576","196,585"
XCMG CONSTRUCTION MACHIN A,"33,100","30,577","32,571"
XERO LTD,"3,869","307,255","352,446"
XIAMEN C + D INC A,"6,600","9,548","8,111"
XIAMEN FARATRONIC CO LTD A,300,"4,602","3,145"
XIAMEN TUNGSTEN CO LTD A,"3,500","8,574","8,309"
XIAOMI CORP CLASS B,"550,800","824,604","1,162,639"
XINJIANG DAQO NEW ENERGY C A,"3,888","22,284","10,911"
XINYI SOLAR HOLDINGS LTD,"168,000","141,654","84,566"
XPENG INC  CLASS A SHARES,"44,300","379,721","167,670"
YADEA GROUP HOLDINGS LTD,"42,000","81,113","53,096"
YAGEO CORPORATION,"12,000","191,091","270,025"
YAKULT HONSHA CO LTD,"8,700","208,125","155,573"
YAMAHA MOTOR CO LTD,"29,600","264,493","273,992"
YAMATO HOLDINGS CO LTD,"7,400","137,793","81,356"
YANBU NATIONAL PETROCHEMICAL,"10,115","114,876","98,815"
YANG MING MARINE TRANSPORT,"64,000","94,524","147,170"
YANKUANG ENERGY GROUP CO A,"7,900","20,726","24,713"
YANKUANG ENERGY GROUP CO H,"106,600","141,419","152,375"
