0,1,2,3
,Long-Term Care 2023-2024 Annual Investment Report,,
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
CAESARS ENTERTAINMENT INC,"2,637","140,524","104,794"
CAMPBELL SOUP CO,"3,385","139,111","152,968"
CAPITAL ONE FINANCIAL CORP,"4,178","425,070","578,444"
CARDINAL HEALTH INC,"2,660","231,181","261,531"
CARLISLE COS INC,533,"137,445","215,977"
CARLYLE GROUP INC/THE,"2,358","79,222","94,674"
CARMAX INC,"1,791","145,333","131,352"
CARNIVAL CORP,"10,787","165,404","201,933"
CARRIER GLOBAL CORP,"10,073","567,865","635,405"
CATALENT INC,"1,957","97,988","110,042"
CATERPILLAR INC,"5,745","1,618,646","1,913,660"
CBOE GLOBAL MARKETS INC,"1,146","171,798","194,889"
CBRE GROUP INC   A,"3,474","298,312","309,568"
CDW CORP/DE,"1,481","314,873","331,507"
CELANESE CORP,"1,158","146,313","156,203"
CELSIUS HOLDINGS INC,"1,951","99,282","111,383"
CENCORA INC,"1,815","315,681","408,920"
CENTENE CORP,"5,916","367,476","392,231"
CENTERPOINT ENERGY INC,"6,881","188,843","213,173"
CF INDUSTRIES HOLDINGS INC,"2,448","201,137","181,446"
CHARLES RIVER LABORATORIES,535,"110,253","110,520"
CHARTER COMMUNICATIONS INC A,"1,107","453,462","330,949"
CHENIERE ENERGY INC,"2,629","437,793","459,628"
CHESAPEAKE ENERGY CORP,"1,322","117,341","108,655"
CHEVRON CORP,"19,570","3,252,986","3,061,139"
CHIPOTLE MEXICAN GRILL INC,"15,250","596,477","955,413"
CHORD ENERGY CORP,700,"129,792","117,376"
CHURCH + DWIGHT CO INC,"3,327","317,083","344,943"
CINCINNATI FINANCIAL CORP,"2,099","220,810","247,892"
CINTAS CORP,982,"492,102","687,655"
CISCO SYSTEMS INC,"46,798","2,665,762","2,223,373"
CITIGROUP INC,"21,384","884,389","1,357,029"
CITIZENS FINANCIAL GROUP,"5,264","149,393","189,662"
CLEVELAND CLIFFS INC,"5,826","88,323","89,662"
CLOROX COMPANY,"1,540","236,329","210,164"
CLOUDFLARE INC   CLASS A,"3,338","224,291","276,487"
CME GROUP INC,"4,009","814,051","788,169"
CMS ENERGY CORP,"3,671","201,318","218,535"
COCA COLA CO/THE,"50,086","2,943,390","3,187,974"
COGNIZANT TECH SOLUTIONS A,"5,989","425,000","407,252"
COINBASE GLOBAL INC  CLASS A,"2,141","179,600","475,794"
COLGATE PALMOLIVE CO,"10,356","757,050","1,004,946"
