0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
KESKO OYJ B SHS,"472,024","7,453,751","8,291,606"
KEWPIE CORP,"530,600","9,099,220","10,551,967"
KEYENCE CORP,"617,876","222,950,998","270,988,138"
KEYERA CORP,"402,200","10,068,222","11,137,052"
KEYMED BIOSCIENCES INC,"285,000","1,342,947","1,232,007"
KGI SECURITIES THAILAND NVDR,"217,600","26,320","25,379"
KH NEOCHEM CO LTD,"60,700","1,134,267","863,377"
KIA CORP,"521,531","26,835,959","48,989,743"
KIATNAKIN PHATRA BAN FOREIGN,"838,700","1,495,052","1,062,730"
KIATNAKIN PHATRA BANK P NVDR,"21,000","28,482","26,617"
KIKKOMAN CORP,"1,624,515","13,978,037","18,819,444"
KIMBERLY CLARK DE MEXICO A,"1,952,060","3,965,954","3,378,783"
KINAXIS INC,"118,900","12,691,227","13,708,239"
KINDEN CORP,"429,000","6,745,450","8,542,130"
KINEA INDICE DE PRECOS FII,"129,843","2,515,451","2,251,151"
KINEA RENDA IMOBILIARIA,"10,609","340,813","304,932"
KINEA RENDA IMOBILIARIA FII,"40,210","1,179,475","1,155,747"
KINEA RENDIMENTOS IMOBILIARIOS,"12,538","245,360","239,273"
KING S TOWN BANK,"1,912,000","2,675,707","3,589,275"
KING S TOWN CONSTRUCTION CO,"3,000","5,633","4,966"
KING SLIDE WORKS CO LTD,"104,000","2,027,195","3,975,251"
KING YUAN ELECTRONICS CO LTD,"1,915,000","3,146,033","7,024,492"
KINGBOARD HOLDINGS LTD,"1,654,500","4,436,582","3,895,013"
KINGBOARD LAMINATES HLDG LTD,"1,522,500","1,541,784","1,638,091"
KINGDEE INTERNATIONAL SFTWR,"6,937,000","8,844,738","6,504,100"
KINGFISHER PLC,"3,344,561","10,788,331","10,519,607"
KINGSOFT CLOUD HOLDINGS LTD,"2,450,520","3,813,133","430,004"
KINGSOFT CORP LTD,"1,621,645","4,801,281","4,683,832"
KINIK COMPANY,"193,000","1,083,641","1,951,328"
KINKO OPTICAL CO LTD,"253,000","243,426","244,878"
KINNEVIK AB   B,"416,974","4,595,575","3,423,554"
KINNEVIK AB  RDS,"403,132","880,598","873,627"
KINPO ELECTRONICS INC,"2,363,000","977,983","1,303,816"
KINROSS GOLD CORP,"2,456,115","11,913,258","20,444,449"
KINSUS INTERCONNECT TECH,"396,030","1,004,768","1,127,974"
KINTETSU GROUP HOLDINGS CO L,"863,417","34,619,390","18,797,006"
KION GROUP AG,"121,670","6,609,653","5,097,353"
KIRIN HOLDINGS CO LTD,"3,444,148","56,893,098","44,384,675"
KIRLOSKAR OIL ENGINES LTD,"127,497","1,481,391","2,130,242"
KISSEI PHARMACEUTICAL CO LTD,"58,900","1,286,805","1,193,674"
KITZ CORP,"136,500","948,728","964,820"
KIWOOM SECURITIES CO LTD,"34,604","2,583,629","3,165,021"
