0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
JDE PEET S NV,"3,802","97,845","75,791"
JERONIMO MARTINS,"8,730","203,372","170,754"
JFE HOLDINGS INC,"18,000","278,304","259,101"
JG SUMMIT HOLDINGS INC,"77,400","50,670","34,402"
JIANGSU EASTERN SHENGHONG  A,"14,100","22,731","15,466"
JIANGSU EXPRESS CO LTD H,"36,000","32,145","38,410"
JIANGSU HENGLI HYDRAULIC C A,"2,800","25,712","17,950"
JIANGSU HENGRUI PHARMACEUT A,"13,000","73,317","68,810"
JIANGSU KING S LUCK BREWER A,"6,400","47,572","40,693"
JIANGSU NHWA PHARMACEUTICA A,"1,600","5,704","5,228"
JIANGSU PACIFIC QUARTZ CO  A,"1,200","11,115","4,890"
JIANGSU PHOENIX PUBLISH A,"6,300","8,751","9,503"
JIANGSU YANGHE DISTILLERY A,"6,900","116,457","76,672"
JIANGSU YANGNONG CHEMICAL  A,500,"4,522","3,885"
JIANGSU YOKE TECHNOLOGY A,"1,200","11,205","10,390"
JIANGSU YUYUE MEDICAL EQU A,"1,600","7,283","8,280"
JIANGSU ZHONGTIAN TECHNOLO A,"8,300","16,675","18,105"
JIANGXI COPPER CO LTD A,"4,100","11,413","13,362"
JIANGXI COPPER CO LTD H,"34,000","57,076","67,848"
JINDAL STAINLESS LTD,"11,855","111,295","116,933"
JINDAL STEEL + POWER LTD,"12,599","110,197","157,798"
JINDUICHENG MOLYBDENUM CO  A,"5,900","9,423","8,453"
JINKO SOLAR CO LTD A,"14,167","20,881","13,843"
JIO FINANCIAL SERVICES LTD,"104,565","300,085","449,108"
JIZHONG ENERGY RESOURCES A,"12,100","10,797","11,157"
JOINCARE PHARMACEUTICAL GR A,"4,800","7,600","7,379"
JOLLIBEE FOODS CORP,"14,590","60,219","56,260"
JONJEE HIGH TECH INDUSTRIA A,"2,100","10,312","6,558"
JSW ENERGY LTD,"12,577","92,721","110,782"
JSW STEEL LTD,"23,808","249,400","265,953"
JUBILANT FOODWORKS LTD,"13,971","95,321","94,369"
JULIUS BAER GROUP LTD,"5,578","376,969","311,613"
JUMBO SA,"4,758","136,243","137,072"
JUNEYAO AIRLINES CO LTD A,"6,700","14,515","10,134"
KAJIMA CORP,"11,700","196,393","202,310"
KAKAO CORP,"11,186","414,018","330,338"
KAKAOBANK CORP,"6,024","116,355","88,839"
KALBE FARMA TBK PT,"693,600","80,070","64,595"
KANGWON LAND INC,77,927,776
KANSAI ELECTRIC POWER CO INC,"20,600","302,778","346,023"
KAO CORP,"13,900","532,713","563,742"
KAWASAKI KISEN KAISHA LTD,"11,700","148,381","170,198"
