0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
OCI NV,"155,220","5,477,284","3,791,279"
OCUMENSION THERAPEUTICS,"342,000","673,842","300,062"
ODAKYU ELECTRIC RAILWAY CO,"1,580,094","31,462,414","15,284,261"
ODONTOPREV S.A.,"130,392","305,111","266,699"
OFFCN EDUCATION TECHNOLOGY A,"113,361","49,931","23,757"
OFFSHORE OIL ENGINEERING A,"1,429,600","1,305,247","1,157,255"
OFILM GROUP CO LTD A,"240,796","262,924","257,589"
OGAKI KYORITSU BANK LTD/THE,"68,100","1,299,633","968,624"
OHSHO FOOD SERVICE CORP,"20,100","914,863","1,079,599"
OIL + NATURAL GAS CORP LTD,"8,332,635","21,622,897","27,399,892"
OIL REFINERIES LTD,"4,209,671","1,339,464","972,185"
OJI HOLDINGS CORP,"4,587,943","20,051,046","18,105,348"
OKAMOTO INDUSTRIES INC,"21,168","575,493","660,596"
OKAMURA CORP,"119,900","1,209,976","1,680,814"
OKASAN SECURITIES GROUP INC,"321,400","1,296,296","1,594,418"
OKI ELECTRIC INDUSTRY CO LTD,"140,900","1,315,963","889,933"
OKINAWA CELLULAR TELEPHONE,"37,500","838,334","915,005"
OKINAWA ELECTRIC POWER CO,"78,227","846,448","542,230"
OKINAWA FINANCIAL GROUP INC,"31,100","833,445","510,600"
OKUMA CORP,"50,400","2,444,458","2,270,918"
OKUMURA CORP,"62,200","1,585,239","1,941,100"
OLAM GROUP LTD,"1,822,625","2,230,839","1,546,597"
OLD MUTUAL LTD,"9,290,423","8,980,582","6,303,901"
OLECTRA GREENTECH LTD,"79,930","1,424,530","1,705,478"
OLLANAMI SAB,"192,121","206,574","435,082"
OLYMPUS CORP,"2,740,456","40,709,710","44,183,710"
OMNI BRIDGEWAY LTD,"375,794","846,199","278,582"
OMNIA HOLDINGS LTD,"255,212","692,497","925,200"
OMRON CORP,"261,007","10,683,471","8,971,446"
ON HOLDING AG CLASS A,"606,846","19,345,645","23,545,631"
ONE 97 COMMUNICATIONS LTD,"506,398","4,132,641","2,439,788"
ONE SOFTWARE TECHNOLOGIES LT,"69,611","1,126,422","843,898"
ONENESS BIOTECH CO LTD,"380,520","3,653,968","1,923,625"
ONEX CORPORATION,"122,600","6,699,240","8,334,315"
ONO PHARMACEUTICAL CO LTD,"2,037,600","41,035,597","27,822,880"
OOH MEDIA LTD,"721,578","1,139,189","650,574"
OOREDOO QPSC,"1,587,187","3,855,167","4,446,390"
OPC ENERGY LTD,"143,930","1,029,269","1,008,640"
OPEN HOUSE GROUP CO LTD,"127,100","3,915,882","3,893,771"
OPEN TEXT CORP,"1,340,810","47,191,633","40,253,206"
OPEN UP GROUP INC,"93,200","1,272,302","1,151,243"
OPERADORA DE SITES MEX  A 1,"1,793,688","1,495,731","1,617,568"
