0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MONEY FORWARD INC,"73,300","2,962,084","2,458,379"
MONOGATARI CORP,"48,000","890,158","1,013,057"
MONOTARO CO LTD,"1,317,900","22,809,887","15,492,688"
MONTAGE TECHNOLOGY CO LTD A,"46,134","344,758","361,196"
MONY GROUP PLC,"993,227","3,040,662","2,790,053"
MORINAGA + CO LTD,"124,000","2,390,119","1,918,671"
MORINAGA MILK INDUSTRY CO,"137,100","2,669,656","2,873,089"
MORITA HOLDINGS CORP,"62,100","671,175","722,295"
MORPHOSYS AG,"1,276","92,161","92,448"
MOS FOOD SERVICES INC,"44,700","998,977","1,005,933"
MOSCOW EXCHANGE MICEX RTS PJ,"2,971,045",0,0
MOSEL VITELIC INC,"2,000","2,089","2,001"
MOTHERSON SUMI WIRING INDIA,"2,466,213","1,942,502","2,227,322"
MOTILAL OSWAL FINANCIAL SERV,"348,623","2,035,003","2,569,289"
MOTUS HOLDINGS LTD,"251,901","984,056","1,274,767"
MOUWASAT MEDICAL SERVICES CO,"168,335","3,999,839","5,438,267"
MOWI ASA,"781,071","14,890,732","13,035,877"
MPHASIS LTD,"168,125","3,880,630","4,953,058"
MPI CORP,"193,000","2,214,685","3,153,060"
MR DIY GROUP M BHD,"5,946,500","2,828,761","2,445,447"
MR PRICE GROUP LTD,"691,424","7,171,054","7,797,613"
MRF LTD,"4,070","4,610,559","6,318,713"
MRV ENGENHARIA,"868,001","1,641,115","1,043,895"
MS+AD INSURANCE GROUP HOLDIN,"7,267,736","80,037,586","161,520,305"
MTN GROUP LTD,"2,858,711","19,717,172","13,297,859"
MTR CORP,"5,822,400","30,104,223","18,383,045"
MTU AERO ENGINES AG,"88,627","16,983,841","22,682,717"
MUANGTHAI CAPITAL PCL FOREIG,"1,038,600","1,598,760","1,231,122"
MUANGTHAI CAPITAL PCL NVDR,"22,700","29,392","26,908"
MUENCHENER RUECKVERSICHERUNG,"337,903","118,041,726","169,122,977"
MUHIBBAH ENGINEERING (M) BHD,"1,369,900","274,738","278,771"
MULTI COMMODITY EXCH INDIA,"37,243","1,533,327","1,752,520"
MULTICHOICE GROUP LTD,"464,586","3,200,150","2,712,345"
MULTILASER INDUSTRIAL SA,"68,600","28,136","24,330"
MULTIPLAN EMPREENDIMENTOS,"390,541","1,741,768","1,584,824"
MULTIPLY GROUP,"7,694,071","5,962,777","4,294,380"
MUNTERS GROUP AB,"225,342","4,367,308","4,251,417"
MURATA MANUFACTURING CO LTD,"7,961,127","163,879,098","164,409,200"
MUSASHI SEIMITSU INDUSTRY CO,"78,100","910,959","914,226"
MUSASHINO BANK LTD/THE,"52,200","917,000","1,062,757"
MUTHOOT FINANCE LTD,"171,510","2,293,963","3,694,029"
MUYUAN FOODS CO LTD A,"1,398,798","9,106,870","8,353,492"
