0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CHINA RAILWAY GROUP LTD H,"157,000","84,915","86,670"
CHINA RAILWAY SIGNAL + COM A,"9,554","7,414","7,889"
CHINA RARE EARTH RESOURCES A,"2,300","9,774","8,024"
CHINA RESOURCES BEER HOLDING,"66,000","382,590","221,905"
CHINA RESOURCES GAS GROUP LT,"32,300","91,057","113,150"
CHINA RESOURCES LAND LTD,"112,000","494,324","380,869"
CHINA RESOURCES MICROELECT A,"2,140","16,896","11,027"
CHINA RESOURCES MIXC LIFESTY,"23,800","108,080","78,801"
CHINA RESOURCES PHARMACEUTIC,"58,000","38,593","43,013"
CHINA RESOURCES POWER HOLDIN,"68,000","133,263","208,597"
CHINA RESOURCES SANJIU MED A,"2,860","14,127","16,760"
CHINA RUYI HOLDINGS LTD,"204,000","56,469","54,871"
CHINA SHENHUA ENERGY CO A,"12,900","52,539","78,774"
CHINA SHENHUA ENERGY CO H,"123,500","373,089","568,669"
CHINA SOUTHERN AIRLINES CO A,"21,000","18,422","17,023"
CHINA STATE CONSTRUCTION  A,"92,600","72,488","67,672"
CHINA STATE CONSTRUCTION INT,"80,000","90,721","109,230"
CHINA STEEL CORP,"400,000","339,801","284,820"
CHINA TAIPING INSURANCE HOLD,"52,600","52,366","53,763"
CHINA THREE GORGES RENEWAB A,"79,700","54,319","47,824"
CHINA TOURISM GROUP DUTY F A,"4,000","62,680","34,401"
CHINA TOURISM GROUP DUTY F H,"6,000","66,830","36,773"
CHINA TOWER CORP LTD H,"1,678,000","162,675","217,074"
CHINA UNITED NETWORK A,"57,100","40,557","36,935"
CHINA VANKE CO LTD  A,"17,900","34,002","17,072"
CHINA VANKE CO LTD H,"74,200","91,243","44,193"
CHINA YANGTZE POWER CO LTD A,"48,500","145,294","193,037"
CHINA ZHENHUA GROUP SCIENC A,"1,100","13,255","6,287"
CHINA ZHESHANG BANK CO LTD A,"73,400","25,917","27,881"
CHOCOLADEFABRIKEN LINDT PC,28,"326,936","326,864"
CHOCOLADEFABRIKEN LINDT REG,3,"347,503","346,539"
CHOLAMANDALAM INVESTMENT AND,"16,340","245,559","278,939"
CHONGQING BREWERY CO A,"1,800","22,611","15,037"
CHONGQING CHANGAN AUTOMOB A,"15,400","27,757","28,464"
CHONGQING RURAL COMMERCIAL A,"28,100","14,806","19,414"
CHONGQING ZHIFEI BIOLOGICA A,"5,000","31,504","19,288"
CHOW TAI FOOK JEWELLERY GROU,"80,400","121,840","87,017"
CHUBB LTD,"4,430","887,358","1,130,004"
CHUBU ELECTRIC POWER CO INC,"16,900","221,661","199,720"
CHUGAI PHARMACEUTICAL CO LTD,"19,200","597,724","682,253"
CHUNGHWA TELECOM CO LTD,"141,000","520,438","545,459"
CIA ENERGETICA MINAS GER PRF,"62,962","119,442","112,107"
