0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
BALTIMORE GAS + ELECTRIC,6.35,10/1/2036,"24,000","25,205","25,448"
BANC CREDITO INVERSIONES,1.00,12/31/2099,"550,000","550,000","576,180"
BANCO DEL ESTADO  CHILE,1.00,12/31/2099,"220,000","227,806","227,088"
BANCO DEL ESTADO  CHILE,2.70,1/9/2025,"562,000","553,811","552,187"
BANCO MERCANTIL DE NORTE,1.00,12/31/2099,"1,000,000","883,276","938,310"
BANCO VOTORANTIM,4.50,9/24/2024,"1,226,000","1,221,102","1,218,542"
BANCOLOMBIA SA,1.00,12/24/2034,"1,076,000","1,076,000","1,100,038"
BANCOLOMBIA SA,1.00,12/18/2029,"869,000","820,773","840,280"
BANGKOK BANK PCL/HK,5.50,9/21/2033,"2,573,000","2,568,755","2,551,464"
BANGKOK BANK PCL/HK,5.30,9/21/2028,"2,040,000","2,032,988","2,036,308"
BANK OF AMERICA CORP,1.00,7/21/2052,"4,196,000","2,831,634","2,736,799"
BANK OF AMERICA CORP,1.00,3/15/2050,"1,089,000","931,312","909,261"
BANK OF AMERICA CORP,5.00,1/21/2044,"1,044,000","1,001,331","984,502"
BANK OF AMERICA CORP,1.00,6/19/2041,"4,707,000","3,378,723","3,290,899"
BANK OF AMERICA CORP,7.75,5/14/2038,"357,000","407,744","423,791"
BANK OF AMERICA CORP,1.00,4/24/2038,"174,000","149,953","153,889"
BANK OF AMERICA CORP,6.11,1/29/2037,"214,000","217,311","222,376"
BANNER HEALTH,2.91,1/1/2051,"173,000","110,223","115,157"
BANNER HEALTH,2.91,1/1/2042,"357,000","253,645","257,915"
BANNER HEALTH,1.90,1/1/2031,"130,000","105,988","107,637"
BAPCO ENERGIES BSCC,8.38,11/7/2028,"450,000","475,637","478,238"
BAPCO ENERGIES BSCC,7.50,10/25/2027,"280,000","285,901","284,494"
BARCLAYS PLC,1.00,3/12/2055,"223,000","229,635","225,988"
BATH + BODY WORKS INC,6.75,7/1/2036,"513,000","495,962","510,307"
BATH + BODY WORKS INC,6.88,11/1/2035,"3,843,000","3,767,907","3,875,281"
BATH + BODY WORKS INC,6.63,10/1/2030,"298,000","290,238","299,013"
BATH + BODY WORKS INC,5.25,2/1/2028,"211,000","204,178","205,071"
BAUSCH + LOMB CORP,8.38,10/1/2028,"2,245,000","2,324,728","2,301,305"
BAUSCH HEALTH COS INC,11.00,9/30/2028,"500,000","378,900","445,665"
BAUSCH HEALTH COS INC,6.13,2/1/2027,"1,852,000","1,336,302","1,548,735"
BAY AREA CA TOLL AUTH TOLL BRI,6.92,4/1/2040,"500,000","558,882","559,019"
BAYER US FINANCE II LLC,4.70,7/15/2064,"54,000","40,506","39,716"
BAYLOR SCOTT + WHITE HOL,2.84,11/15/2050,"437,000","284,276","286,043"
BAYLOR SCOTT + WHITE HOL,3.97,11/15/2046,"44,000","35,441","36,314"
BAYLOR SCOTT + WHITE HOL,4.19,11/15/2045,"27,000","22,512","23,198"
BAYTEX ENERGY CORP,8.50,4/30/2030,"1,381,000","1,401,418","1,444,305"
BECTON DICKINSON + CO,3.79,5/20/2050,"79,000","61,921","59,697"
BECTON DICKINSON + CO,4.67,6/6/2047,"646,000","579,939","563,396"
BECTON DICKINSON + CO,4.69,12/15/2044,"213,000","193,748","187,453"
BELLRING BRANDS INC,7.00,3/15/2030,"347,000","347,228","355,363"
BELO CORP,7.25,9/15/2027,"163,000","157,330","163,872"
BENTELER INTERNATIONAL A,10.50,5/15/2028,"100,000","100,781","107,585"
BERKSHIRE HATHAWAY ENERG,4.60,5/1/2053,"1,050,000","848,187","872,151"
BERKSHIRE HATHAWAY ENERG,4.50,2/1/2045,"87,000","72,477","75,763"
BERKSHIRE HATHAWAY ENERG,5.95,5/15/2037,"47,000","46,970","48,590"
BERKSHIRE HATHAWAY FIN,3.85,3/15/2052,"800,000","604,308","619,032"
BERKSHIRE HATHAWAY FIN,2.50,1/15/2051,"385,000","237,326","231,200"
BERKSHIRE HATHAWAY FIN,2.85,10/15/2050,"385,000","252,523","247,697"
BERKSHIRE HATHAWAY FIN,4.25,1/15/2049,"121,000","104,106","103,392"
BERKSHIRE HATHAWAY INC,4.50,2/11/2043,"117,000","107,802","108,309"
BERRY GLOBAL INC,5.63,7/15/2027,"207,000","202,723","203,659"
BETH ISRAEL LAHEY HEALTH,3.08,7/1/2051,"83,000","50,399","53,023"
BHP BILLITON FIN USA LTD,5.50,9/8/2053,"82,000","82,043","81,273"
