0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MISC BHD,"46,800","71,166","84,523"
MITSUBISHI CHEMICAL GROUP CO,"39,600","241,090","219,861"
MITSUBISHI CORP,"94,300","1,646,291","1,845,433"
MITSUBISHI ELECTRIC CORP,"54,200","718,235","865,091"
MITSUBISHI ESTATE CO LTD,"226,300","3,063,126","3,545,170"
MITSUBISHI HC CAPITAL INC,"22,400","149,520","147,885"
MITSUBISHI HEAVY INDUSTRIES,"89,900","524,422","962,935"
MITSUBISHI UFJ FINANCIAL GRO,"311,300","2,595,187","3,346,001"
MITSUI + CO LTD,"72,600","1,403,171","1,647,784"
MITSUI CHEMICALS INC,"5,600","156,085","154,569"
MITSUI FUDOSAN CO LTD,"559,900","4,372,433","5,111,359"
MITSUI OSK LINES LTD,"9,500","280,726","284,539"
MIZRAHI TEFAHOT BANK LTD,"3,822","129,101","129,456"
MIZUHO FINANCIAL GROUP INC,"68,000","1,155,713","1,419,520"
MMG LTD,"108,000","52,901","41,222"
MOBILE TELECOMMUNICATIONS CO,"84,881","169,633","151,229"
MOBIMO HOLDING AG REG,"1,318","364,984","373,282"
MOL HUNGARIAN OIL AND GAS PL,"19,845","151,147","154,996"
MONCLER SPA,"5,961","392,641","364,539"
MONDAY.COM LTD,"1,038","196,819","249,909"
MONDI PLC,"13,055","238,103","250,595"
MONETA MONEY BANK AS,"8,893","34,384","38,892"
MONOTARO CO LTD,"7,000","83,729","82,289"
MONTAGE TECHNOLOGY CO LTD A,"2,517","17,781","19,801"
MOTOR OIL (HELLAS) SA,"2,246","56,472","56,424"
MOUWASAT MEDICAL SERVICES CO,"3,349","100,868","108,194"
MOWI ASA,"13,742","246,283","229,345"
MPHASIS LTD,"3,363","108,558","99,072"
MR DIY GROUP M BHD,"94,400","29,358","38,821"
MRF LTD,83,"122,108","128,858"
MS+AD INSURANCE GROUP HOLDIN,"36,200","441,588","804,519"
MTN GROUP LTD,"62,601","400,403","291,201"
MTR CORP,"54,000","212,832","170,492"
MTU AERO ENGINES AG,"1,547","354,658","395,930"
MUENCHENER RUECKVERSICHERUNG,"3,867","1,539,460","1,935,462"
MULTIPLY GROUP,"137,307","145,791","76,635"
MURATA MANUFACTURING CO LTD,"49,400","944,076","1,020,184"
MUTHOOT FINANCE LTD,"4,250","76,346","91,529"
MUYUAN FOODS CO LTD A,"12,900","71,977","77,407"
NAHDI MEDICAL CO,"1,189","45,822","41,772"
NAN YA PLASTICS CORP,"177,000","377,186","268,980"
NANJING SECURITIES CO LTD A,"9,800","11,051","10,358"
