0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ENEOS HOLDINGS INC,"83,400","328,218","428,562"
ENERGISA SA UNITS,"8,936","81,724","73,393"
ENEVA SA,"13,692","32,418","31,306"
ENGIE,"52,169","822,119","745,589"
ENGIE BRASIL ENERGIA SA,"6,044","53,320","48,194"
ENI SPA,"59,903","952,336","921,542"
ENN ENERGY HOLDINGS LTD,"27,800","197,656","229,133"
ENN NATURAL GAS CO LTD A,"7,100","17,199","20,325"
ENTAIN PLC,"19,790","273,333","157,604"
ENTRA ASA,"12,427","115,646","127,684"
EOPTOLINK TECHNOLOGY INC L A,"1,600","9,591","23,242"
EPIROC AB A,"18,831","363,145","376,079"
EPIROC AB B,"10,247","171,209","187,519"
EQT AB,"10,528","231,731","311,360"
EQUATORIAL ENERGIA SA,558,"3,164","3,123"
EQUATORIAL ENERGIA SA   ORD,"36,598","230,457","202,215"
EQUINOR ASA,"24,368","771,417","695,624"
EREGLI DEMIR VE CELIK FABRIK,"49,038","84,176","79,652"
ERICSSON LM B SHS,"82,013","427,106","509,571"
ERSTE GROUP BANK AG,"10,047","367,157","476,371"
ESSILORLUXOTTICA,"8,304","1,563,012","1,790,643"
ESSITY AKTIEBOLAG B,"16,891","385,295","432,874"
ETIHAD ETISALAT CO,"13,148","153,878","187,148"
EURAZEO SE,979,"58,660","78,011"
EUROBANK ERGASIAS SERVICES A,"98,579","163,688","213,523"
EUROFINS SCIENTIFIC,"3,451","204,012","172,170"
EURONEXT NV,"2,198","155,934","203,769"
EVA AIRWAYS CORP,"87,000","87,203","102,309"
EVE ENERGY CO LTD A,"4,400","29,879","24,174"
EVERBRIGHT SECURITIE CO  A,"6,900","16,110","13,883"
EVERDISPLAY OPTRONICS SHAN A,"22,128","7,843","6,030"
EVEREST GROUP LTD,472,"172,489","179,841"
EVERGREEN MARINE CORP LTD,"38,000","129,244","226,068"
EVOLUTION AB,"5,289","572,144","551,364"
EVONIK INDUSTRIES AG,"9,334","180,213","190,571"
EXOR NV,"2,624","235,396","274,759"
EXPERIAN PLC,"26,234","920,614","1,222,366"
EXXARO RESOURCES LTD,"8,877","78,608","86,534"
FABEGE AB,"44,973","382,648","359,480"
FAIRFAX FINANCIAL HLDGS LTD,588,"489,313","668,778"
FALABELLA SA,"34,651","86,161","106,494"
FANUC CORP,"25,900","737,613","709,891"
