0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SURUGA BANK LTD,"310,300","1,390,562","2,038,963"
SURYA SEMESTA INTERNUSA PT,"2,988,300","200,023","196,178"
SUVEN PHARMACEUTICALS LTD,"150,566","900,000","1,451,740"
SUZANO SA,"1,116,350","9,826,745","11,458,112"
SUZHOU DONGSHAN PRECISION A,"448,000","935,135","1,270,213"
SUZHOU MAXWELL TECHNOLOGIE A,"11,824","269,692","193,510"
SUZHOU NANOMICRO TECHNOLOG A,"10,300","30,199","24,506"
SUZLON ENERGY LTD,"19,516,166","9,656,385","12,372,295"
SUZUKEN CO LTD,"420,900","12,470,532","12,792,367"
SUZUKI MOTOR CORP,"3,008,724","27,825,615","34,621,108"
SVENSKA CELLULOSA AB SCA B,"979,323","9,605,252","14,476,918"
SVENSKA HANDELSBANKEN A SHS,"2,578,221","24,123,408","24,576,874"
SVI PCL NVDR,"56,700","13,162","13,210"
SVITZER GROUP A/S,"24,462","843,740","912,468"
SWAN ENERGY LTD,"197,602","1,436,640","1,390,769"
SWANCOR HOLDING CO LTD,"103,000","467,872","438,143"
SWATCH GROUP AG/THE BR,"36,327","9,793,209","7,440,464"
SWATCH GROUP AG/THE REG,"111,823","5,496,676","4,567,004"
SWCC CORP,"52,800","1,370,247","1,616,562"
SWECO AB B SHS,"344,795","5,644,498","4,733,942"
SWEDBANK AB   A SHARES,"1,847,850","29,967,851","38,055,774"
SWEDISH ORPHAN BIOVITRUM AB,"330,290","7,375,059","8,844,993"
SWIRE PACIFIC LTD   CL A,"1,928,661","13,912,215","17,045,061"
SWIRE PACIFIC LTD CL B,"2,547,500","3,866,107","3,419,630"
SWIRE PROPERTIES LTD,"5,311,361","15,094,253","8,462,911"
SWISS LIFE HOLDING AG REG,"61,270","30,389,367","45,042,457"
SWISS PRIME SITE REG,"328,092","28,901,972","31,107,766"
SWISS RE AG,"851,042","87,108,421","105,599,289"
SWISSCOM AG REG,"116,717","57,559,114","65,658,183"
SWISSQUOTE GROUP HOLDING REG,"16,110","3,254,896","5,084,356"
SYARIKAT TAKAFUL MALAYSIA KE,"260,600","204,779","206,049"
SYDBANK A/S,"109,931","4,405,133","5,829,780"
SYENSQO SA,"115,124","10,612,179","10,311,225"
SYMRISE AG,"632,225","76,090,364","77,448,245"
SYN PROP E TECH SA,"27,800","46,257","45,796"
SYNCMOLD ENTERPRISE CORP,"376,000","1,076,798","1,251,730"
SYNGENE INTERNATIONAL LTD,"238,173","2,255,229","2,028,111"
SYNNEX TECHNOLOGY INTL CORP,"6,735,327","13,108,722","15,176,623"
SYRAH RESOURCES LTD,"1,316,884","1,085,855","312,216"
SYSMEX CORP,"989,364","18,158,421","15,935,969"
SYSTEMPRO CO LTD,"456,100","1,118,603","890,311"
SYSTEX CORP,"230,000","802,132","882,675"
