0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
STARK TECHNOLOGY INC,"29,000","110,662","105,482"
STARPOWER SEMICONDUCTOR LT A,"9,480","190,889","111,813"
STARTS CORP INC,"45,100","956,966","951,852"
STATE BANK OF INDIA,"5,840,363","44,615,416","59,459,465"
STATE GRID INFORMATION + C A,"146,200","364,185","337,826"
STEADFAST GROUP LTD,"1,815,279","6,881,822","7,492,247"
STEEL AUTHORITY OF INDIA,"2,300,287","2,878,770","4,100,880"
STELLA INTERNATIONAL,"1,005,500","1,546,707","2,040,030"
STELLANTIS NV,"5,504,785","93,944,721","108,969,080"
STERLING AND WILSON RENEWABL,"154,016","1,059,413","1,317,644"
STERLITE TECHNOLOGIES LTD,"364,422","953,289","598,284"
STMICROELECTRONICS NV,"1,888,682","61,106,423","74,622,059"
STONECO LTD A,"534,403","12,304,826","6,407,580"
STORA ENSO OYJ R SHS,"976,463","12,516,787","13,348,499"
STOREBRAND ASA,"785,375","5,840,362","8,040,020"
STRAUMANN HOLDING AG REG,"178,911","15,707,553","22,159,918"
STRAUSS GROUP LTD,"80,002","1,755,743","1,184,995"
STRIDES PHARMA SCIENCE LTD,"88,270","848,139","1,004,407"
STRIKE CO LTD,"24,500","737,533","702,134"
STRIKE ENERGY LTD,"3,780,766","1,013,160","706,996"
STROEER SE + CO KGAA,"60,196","3,363,175","3,861,232"
SUBARU CORP,"3,087,272","69,669,333","65,445,714"
SUBSEA 7 SA,"421,720","4,446,335","7,953,279"
SUGI HOLDINGS CO LTD,"163,600","2,484,798","2,251,716"
SULZER AG REG,"34,595","3,272,513","4,781,587"
SUMBER ALFARIA TRIJAYA TBK P,"70,568,900","12,072,467","11,851,316"
SUMCO CORP,"1,693,458","25,333,008","24,376,489"
SUMISEKI HOLDINGS INC,100,846,846
SUMITOMO BAKELITE CO LTD,"126,200","2,760,953","3,688,915"
SUMITOMO CHEMICAL CO LTD,"6,405,298","18,473,672","13,725,639"
SUMITOMO CHEMICAL INDIA LTD,"186,284","1,116,420","1,072,318"
SUMITOMO CORP,"1,858,127","31,704,046","46,401,540"
SUMITOMO ELECTRIC INDUSTRIES,"1,384,615","18,431,909","21,540,526"
SUMITOMO FORESTRY CO LTD,"276,282","5,747,253","8,788,627"
SUMITOMO HEAVY INDUSTRIES,"355,800","9,140,952","9,247,846"
SUMITOMO METAL MINING CO LTD,"433,107","13,663,412","13,134,008"
SUMITOMO MITSUI CONSTRUCTION,"240,600","986,235","598,286"
SUMITOMO MITSUI FINANCIAL GR,"2,552,737","125,853,047","170,199,146"
SUMITOMO MITSUI TRUST HOLDIN,"1,276,684","24,675,616","29,127,716"
SUMITOMO OSAKA CEMENT CO LTD,"56,045","1,726,014","1,370,988"
SUMITOMO PHARMA CO LTD,"284,800","2,708,956","717,049"
SUMITOMO REALTY + DEVELOPMEN,"667,315","20,094,042","19,584,746"
