0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
S+P GLOBAL INC,3.90,3/1/2062,"16,000,000","15,578,178","11,875,680"
S+P GLOBAL INC,3.70,3/1/2052,"26,000,000","25,202,076","19,619,080"
S+P GLOBAL INC,5.25,9/15/2033,"11,500,000","11,514,154","11,602,580"
S+P GLOBAL INC,2.90,3/1/2032,"3,000,000","2,932,085","2,592,990"
SABRE GLBL INC,11.25,12/15/2027,"14,400,000","13,289,155","13,993,200"
SABRE GLBL INC,8.63,6/1/2027,"18,292,000","16,486,658","16,901,808"
SALESFORCE INC,3.05,7/15/2061,"4,000,000","2,679,128","2,469,400"
SALESFORCE INC,2.90,7/15/2051,"82,000,000","75,645,811","52,834,240"
SALESFORCE INC,2.70,7/15/2041,"12,000,000","11,073,575","8,386,080"
SALLY HOLDINGS/SALLY CAP,6.75,3/1/2032,"4,675,000","4,670,517","4,618,246"
SAMRUK KAZYNA JSC,2.00,10/28/2026,"26,400,000","24,456,259","24,279,750"
SAN DIEGO G + E,5.55,4/15/2054,"20,000,000","19,798,669","19,566,800"
SAN DIEGO G + E,5.35,4/1/2053,"38,500,000","38,586,780","36,392,510"
SAN DIEGO G + E,3.70,3/15/2052,"10,500,000","10,356,697","7,575,435"
SAN DIEGO G + E,3.75,6/1/2047,"3,725,000","3,462,691","2,776,131"
SAN DIEGO G + E,3.00,3/15/2032,"22,000,000","21,952,092","18,962,460"
SANCHEZ ENERGY CORP,6.13,1/15/2023,"1,800,000","1,800,000","9,000"
SANCHEZ ENERGY CORP,7.75,6/15/2021,"3,400,000","3,400,000","144,500"
SANTANDER HOLDINGS USA,1.00,11/9/2031,"24,000,000","24,000,000","25,996,080"
SANTANDER UK GROUP HLDGS,1.00,3/15/2032,"13,500,000","13,215,854","11,355,120"
SATURN OIL + GAS INC,9.63,6/15/2029,"4,725,000","4,737,276","4,773,479"
SBA COMMUNICATIONS CORP,3.13,2/1/2029,"43,302,000","38,949,423","38,640,540"
SBA COMMUNICATIONS CORP,3.88,2/15/2027,"42,981,000","41,107,129","40,962,612"
SC GAMES HOLDIN/US FINCO,6.63,3/1/2030,"40,999,000","37,850,074","39,966,235"
SCHLUMBERGER INVESTMENT,5.00,6/1/2034,"30,000,000","29,582,464","29,520,000"
SCIH SALT HOLDINGS INC,6.63,5/1/2029,"325,000","296,950","305,646"
SCIH SALT HOLDINGS INC,4.88,5/1/2028,"30,275,000","28,176,090","28,116,090"
SCIL IV LLC / SCIL USA H,5.38,11/1/2026,"15,625,000","14,982,501","15,087,188"
SCOTTS MIRACLE GRO CO,4.38,2/1/2032,"1,050,000","888,095","904,145"
SCOTTS MIRACLE GRO CO,4.00,4/1/2031,"5,260,000","4,176,004","4,536,540"
SCOTTS MIRACLE GRO CO,4.50,10/15/2029,"6,785,000","5,916,082","6,198,640"
SCRIPPS ESCROW II INC,3.88,1/15/2029,"9,686,000","8,286,104","6,739,228"
SCRIPPS ESCROW INC,5.88,7/15/2027,"1,950,000","1,670,902","1,178,678"
SEAGATE HDD CAYMAN,9.63,12/1/2032,"34,492,865","37,616,547","39,316,002"
SEAGATE HDD CAYMAN,8.50,7/15/2031,"8,790,000","9,100,705","9,456,897"
SEAGATE HDD CAYMAN,8.25,12/15/2029,"12,744,000","13,269,501","13,667,940"
SEAGATE HDD CAYMAN,4.09,6/1/2029,"9,400,000","8,461,177","8,701,298"
SEAGATE HDD CAYMAN,4.88,6/1/2027,"10,000,000","9,745,546","9,742,600"
SEALED AIR/SEALED AIR US,6.13,2/1/2028,"24,815,000","24,693,750","24,883,738"
SEAWORLD PARKS + ENTERTA,5.25,8/15/2029,"10,926,000","10,353,375","10,317,750"
SELECT MEDICAL CORP,6.25,8/15/2026,"55,298,000","55,275,098","55,595,503"
SENSATA TECH INC,4.38,2/15/2030,"250,000","245,600","229,883"
SENSATA TECHNOLOGIES BV,5.88,9/1/2030,"18,832,000","18,454,460","18,422,216"
SENSATA TECHNOLOGIES BV,4.00,4/15/2029,"37,715,000","35,111,142","34,648,393"
SENSATA TECHNOLOGIES BV,5.00,10/1/2025,"12,326,000","12,212,592","12,435,948"
SENSATA TECHNOLOGIES INC,6.63,7/15/2032,"18,797,000","18,830,475","18,929,143"
SENSATA TECHNOLOGIES INC,3.75,2/15/2031,"24,997,000","21,990,666","21,803,383"
SENTARA HEALTHCARE,2.93,11/1/2051,"5,000,000","5,000,000","3,325,500"
SERVICE CORP INTL,4.00,5/15/2031,"25,155,000","22,277,008","22,429,204"
SERVICE CORP INTL,3.38,8/15/2030,"28,171,000","24,734,631","24,556,097"
SERVICE CORP INTL,5.13,6/1/2029,"16,159,000","15,753,096","15,726,908"
SERVICE CORP INTL,4.63,12/15/2027,"15,480,000","14,918,667","14,998,417"
SERVICE PROPERTIES TRUST,8.88,6/15/2032,"7,200,000","7,035,675","6,710,544"
