0,1,2,3
,Long-Term Care 2023-2024 Annual Investment Report,,
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
DOW INC,"8,539","462,058","452,994"
DR HORTON INC,"3,699","425,516","521,300"
DRAFTKINGS INC CL A,"4,654","139,251","177,643"
DTE ENERGY COMPANY,"2,057","207,243","228,348"
DUKE ENERGY CORP,"8,659","750,699","867,892"
DUPONT DE NEMOURS INC,"4,765","358,303","383,535"
DYNATRACE INC,"2,932","141,095","131,178"
EASTMAN CHEMICAL CO,"1,713","141,668","167,823"
EATON CORP PLC,"4,369","1,005,566","1,369,900"
EBAY INC,"5,967","263,697","320,547"
ECOLAB INC,"3,086","561,406","734,468"
EDISON INTERNATIONAL,"4,538","305,056","325,874"
EDWARDS LIFESCIENCES CORP,"6,754","512,939","623,867"
ELECTRONIC ARTS INC,"2,806","341,551","390,960"
ELEVANCE HEALTH INC,"2,666","1,200,100","1,444,599"
ELI LILLY + CO,"9,166","5,158,738","8,298,713"
EMCOR GROUP INC,294,"114,268","107,334"
EMERSON ELECTRIC CO,"6,832","667,551","752,613"
ENPHASE ENERGY INC,"1,692","215,867","168,709"
ENTEGRIS INC,"1,606","162,880","217,452"
ENTERGY CORP,"2,359","218,609","252,413"
EOG RESOURCES INC,"6,534","868,786","822,435"
EPAM SYSTEMS INC,607,"157,743","114,183"
EQT CORP,"4,273","183,532","158,016"
EQUIFAX INC,"1,350","278,674","327,321"
EQUITABLE HOLDINGS INC,"3,601","102,773","147,137"
ESSENTIAL UTILITIES INC,"2,606","93,610","97,282"
ESTEE LAUDER COMPANIES CL A,"2,606","417,994","277,278"
ETSY INC,"1,343","97,797","79,210"
EVERGY INC,"2,902","152,470","153,719"
EVERSOURCE ENERGY,"4,357","267,152","247,085"
EXACT SCIENCES CORP,"1,912","156,922","80,782"
EXELON CORP,"10,714","421,818","370,812"
EXPEDIA GROUP INC,"1,487","165,173","187,347"
EXPEDITORS INTL WASH INC,"1,489","172,620","185,812"
EXXON MOBIL CORP,"50,131","5,632,893","5,771,081"
F5 INC,559,"92,915","96,277"
FACTSET RESEARCH SYSTEMS INC,396,"171,631","161,675"
FAIR ISAAC CORP,279,"250,019","415,336"
FASTENAL CO,"6,158","346,984","386,969"
FEDEX CORP,"2,563","658,002","768,490"
FIDELITY NATIONAL FINANCIAL,"3,028","127,721","149,644"
