0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
NINESTAR CORP A,"56,600","268,786","204,823"
NINETY ONE LTD,"58,786","126,319","122,337"
NINGBO DEYE TECHNOLOGY CO  A,"23,324","260,529","237,494"
NINGBO JOYSON ELECTRONIC   A,"55,397","130,431","112,450"
NINGBO ORIENT WIRES + CABL A,"147,700","867,784","987,452"
NINGBO RONBAY NEW ENERGY T A,"18,200","128,526","58,034"
NINGBO SHANSHAN CO LTD A,"89,000","187,758","98,986"
NINGBO TUOPU GROUP CO LTD A,"45,801","406,621","336,316"
NINGBO XUSHENG GROUP CO LT A,"96,483","319,796","139,554"
NINGBO ZHOUSHAN PORT CO LT A,"173,139","84,963","80,632"
NINGXIA BAOFENG ENERGY GRO A,"477,227","1,103,503","1,132,812"
NINTENDO CO LTD,"5,003,700","239,297,094","266,142,863"
NIO INC CLASS A,"1,600,023","23,439,501","6,978,110"
NIPPN CORP,"100,500","1,397,552","1,458,838"
NIPPON DENSETSU KOGYO CO LTD,"55,100","798,750","675,821"
NIPPON ELECTRIC GLASS CO LTD,"255,143","6,491,830","5,803,607"
NIPPON EXPRESS HOLDINGS INC,"292,880","19,168,574","13,500,592"
NIPPON GAS CO LTD,"193,800","2,410,262","2,912,546"
NIPPON KAYAKU CO LTD,"307,658","2,961,096","2,347,714"
NIPPON LIFE INDIA ASSET MANA,"237,531","1,167,628","1,835,909"
NIPPON LIGHT METAL HOLDINGS,"110,200","1,661,918","1,233,807"
NIPPON PAINT HOLDINGS CO LTD,"1,733,200","11,740,941","11,291,884"
NIPPON PAPER INDUSTRIES CO L,"160,300","1,516,290","956,661"
NIPPON SANSO HOLDINGS CORP,"319,635","6,721,205","9,456,322"
NIPPON SEIKI CO LTD,"82,300","957,277","754,136"
NIPPON SHINYAKU CO LTD,"84,300","4,102,189","1,705,816"
NIPPON SHOKUBAI CO LTD,"470,000","6,091,330","4,693,879"
NIPPON SIGNAL COMPANY LTD,"91,400","764,446","598,313"
NIPPON SODA CO LTD,"48,200","1,371,372","1,576,132"
NIPPON STEEL CORP,"1,505,498","36,180,965","31,830,172"
NIPPON TELEGRAPH + TELEPHONE,"135,975,200","125,898,497","128,316,768"
NIPPON YUSEN KK,"3,323,400","75,231,474","96,731,063"
NIPRO CORP,"205,800","1,977,293","1,613,931"
NISHI NIPPON FINANCIAL HOLDI,"277,100","2,262,452","3,490,025"
NISHI NIPPON RAILROAD CO LTD,"140,400","2,710,357","2,249,722"
NISHIMATSU CONSTRUCTION CO,"53,500","1,227,072","1,500,307"
NISHIMATSUYA CHAIN CO LTD,"71,900","749,599","956,969"
NISHOKU TECHNOLOGY INC,"46,000","198,021","190,713"
NISSAN CHEMICAL CORP,"173,000","5,513,655","5,481,703"
NISSAN MOTOR CO LTD,"3,411,800","20,120,553","11,578,426"
NISSHA CO LTD,"63,700","923,392","806,646"
NISSHIN OILLIO GROUP LTD/THE,"38,200","1,073,435","1,149,377"
