0,1,2,3
,Domestic Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
AGNC INVESTMENT CORP,"1,196,692","19,832,575","11,416,516"
AGREE REALTY CORP,"451,131","30,198,544","27,943,054"
ALEXANDRIA REAL ESTATE EQUIT,"301,463","43,718,487","35,262,153"
AMERICAN HOMES 4 RENT  A,"574,208","16,650,938","21,337,594"
AMERICAN TOWER CORP,"1,932,511","354,677,921","375,641,488"
AMERICOLD REALTY TRUST INC,"517,902","16,562,337","13,227,222"
ANNALY CAPITAL MANAGEMENT IN,"811,277","28,852,891","15,462,994"
AVALONBAY COMMUNITIES INC,"335,289","57,889,992","69,368,014"
BLACKSTONE MORTGAGE TRU CL A,"320,759","8,872,070","5,587,643"
BOSTON PROPERTIES INC,"300,608","29,126,818","18,505,473"
BRIXMOR PROPERTY GROUP INC,"601,075","12,515,564","13,878,849"
BROADSTONE NET LEASE INC,"356,099","7,168,260","5,651,295"
CAMDEN PROPERTY TRUST,"268,705","27,557,988","29,318,403"
COUSINS PROPERTIES INC,"282,109","8,614,289","6,530,827"
CROWN CASTLE INC,"2,134,636","259,629,794","208,553,937"
CUBESMART,"389,010","13,124,516","17,571,592"
DIGITAL REALTY TRUST INC,"548,123","61,502,982","83,342,103"
DOUGLAS EMMETT INC,"318,013","8,985,993","4,232,758"
EAGLE HOSPITALITY TRUST,"1,719,500",0,2
EASTGROUP PROPERTIES INC,"80,428","8,590,353","13,680,804"
EQUINIX INC,"408,612","221,241,138","309,155,839"
EQUITY LIFESTYLE PROPERTIES,"821,371","51,582,723","53,495,893"
EQUITY RESIDENTIAL,"754,747","48,590,564","52,334,157"
ESC WAR IND,"72,030",0,0
ESSEX PROPERTY TRUST INC,"200,371","45,356,423","54,540,986"
EXTRA SPACE STORAGE INC,"433,414","45,450,849","67,356,870"
FEDERAL REALTY INVS TRUST,"147,366","15,909,602","14,879,553"
FIRST INDUSTRIAL REALTY TR,"227,598","9,241,357","10,813,185"
GAMING AND LEISURE PROPERTIE,"829,737","36,683,716","37,512,410"
HANNON ARMSTRONG SUSTAINABLE,"160,896","5,106,843","4,762,607"
HEALTHCARE REALTY TRUST INC,"1,838,108","43,712,947","30,292,020"
HEALTHPEAK PROPERTIES INC,"1,392,304","39,621,525","27,289,162"
HIGHWOODS PROPERTIES INC,"198,683","7,499,399","5,219,405"
HOST HOTELS + RESORTS INC,"1,378,195","22,326,320","24,779,958"
INDEPENDENCE REALTY TRUST IN,"437,526","8,805,307","8,199,242"
INNOVATIVE INDUSTRIAL PROPER,"56,376","6,440,432","6,157,388"
INVITATION HOMES INC,"1,044,915","31,378,757","37,502,047"
IRON MOUNTAIN INC,"531,826","19,427,321","47,662,260"
KILROY REALTY CORP,"236,962","13,910,198","7,386,120"
KIMCO REALTY CORP,"1,163,517","24,038,374","22,642,121"
KITE REALTY GROUP TRUST,"422,162","8,798,280","9,447,989"
LAMAR ADVERTISING CO A,"173,824","12,265,357","20,777,189"
