0,1,2,3
,Long-Term Care 2023-2024 Annual Investment Report,,
,Derivatives,,
Security Name,Par Value,Book Value,Market Value
BYD05NGR9 IRS USD R V 12MUSCPI,"7,000,000","7,000,146","7,000,000"
BYD05NGR9 IRS USD P F  2.60520,"(7,000,000)","(7,000,000)","(7,022,150)"
BYD15DFF6 IRS USD R V 12MUSCPI,"3,500,000","3,500,122","3,500,000"
BYD15DFF6 IRS USD P F  2.55920,"(3,500,000)","(3,500,000)","(3,519,018)"
BYD2L30X5 IRS USD R V 12MUSCPI,"1,400,000","1,400,049","1,400,000"
BYD2L30X5 IRS USD P F  2.52920,"(1,400,000)","(1,400,000)","(1,401,905)"
BYD2L32N5 IRS USD R V 12MUSCPI,"5,000,000","5,000,059","5,000,000"
BYD2L32N5 IRS USD P F  2.48670,"(5,000,000)","(5,000,000)","(4,991,296)"
NIKKEI 225  (SGX) SEP24,500,-,-
MSCI EMGMKT       SEP24,"1,600",-,-
FED FUND 30DAY    AUG24,"68,755,500",-,-
EURO STOXX 50     SEP24,150,-,-
S+P500 EMINI FUT  SEP24,250,-,-
US 2YR NOTE (CBT) SEP24,"113,800,000",-,-
US 10YR NOTE (CBT)SEP24,"(34,800,000)",-,-
US ULTRA BOND CBT SEP24,"47,400,000",-,-
TOPIX INDX FUTR   SEP24,"30,000",-,-
FTSE 100 IDX FUT  SEP24,40,-,-
US LONG BOND(CBT) SEP24,"145,200,000",-,-
US 10YR ULTRA FUT SEP24,"(8,100,000)",-,-
US 5YR NOTE (CBT) SEP24,"(33,800,000)",-,-
DJ US REAL ESTATE SEP24,"9,100",-,-
SPI 200 FUTURES   SEP24,100,-,-
TOTAL,,"(1,810,663)","(319,750)"
