0,1,2,3
,Long-Term 2023-2024 Annual Investment Report,,
,International Currency,,
Security Name,Par Value,Book Value,Market Value
AUSTRALIAN DOLLAR,"190,723","126,845","127,375"
BRAZILIAN REAL,"831,900","156,674","149,772"
CANADIAN DOLLAR,"163,526","119,459","119,506"
CZECH KORUNA,"322,081","14,146","13,783"
DANISH KRONE,"150,707","21,646","21,659"
EURO CURRENCY,"509,535","549,464","546,094"
HONG KONG DOLLAR,"1,250,897","160,194","160,219"
HUNGARIAN FORINT,"2,386,276","6,608","6,476"
INDIAN RUPEE,"744,074","8,923","8,923"
INDONESIAN RUPIAH,"742,993,022","45,782","45,374"
JAPANESE YEN,"106,813,732","673,086","664,017"
KUWAITI DINAR,"5,522","17,934","18,001"
MALAYSIAN RINGGIT,"24,008","5,091","5,089"
MEXICAN PESO (NEW),"279,405","16,181","15,280"
NEW ISRAELI SHEQEL,"211,419","56,456","56,121"
NEW TAIWAN DOLLAR,"383,769","11,838","11,830"
NEW ZEALAND DOLLAR,"68,284","41,911","41,609"
NORWEGIAN KRONE,"373,230","35,247","35,053"
PHILIPPINE PESO,"24,382",415,416
POLISH ZLOTY,"1,939",480,482
POUND STERLING,"182,455","231,308","230,641"
QATARI RIAL,"20,755","5,700","5,700"
SAUDI RIYAL,"63,048","16,805","16,806"
SINGAPORE DOLLAR,"55,960","41,359","41,291"
SOUTH AFRICAN RAND,"310,492","16,491","17,004"
SOUTH KOREAN WON,"3,831,835","2,771","2,784"
SWEDISH KRONA,"172,379","16,398","16,277"
SWISS FRANC,"114,967","128,365","127,940"
THAILAND BAHT,"3,420,834","93,087","93,217"
TURKISH LIRA,"211,624","6,594","6,455"
UAE DIRHAM,"85,056","23,158","23,157"
US DOLLAR,"4,918,451","4,918,451","4,918,451"
YUAN RENMINBI,"3,249,649","448,695","445,999"
TOTAL,,"8,017,562","7,992,800"
