0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
WANT WANT CHINA HOLDINGS LTD,"7,300,000","4,589,308","4,413,301"
WANXIANG QIANCHAO CO LTD A,"108,700","78,090","66,404"
WARTSILA OYJ ABP,"898,245","12,141,039","17,328,592"
WASCO BHD,"54,400","15,557","15,798"
WASHINGTON H. SOUL PATTINSON,"420,332","8,741,665","9,213,295"
WASKITA KARYA PERSERO TBK PT,"33,749,100","1,281,612",0
WASTE CONNECTIONS INC,"1,244,891","115,575,066","218,373,360"
WATCHES OF SWITZERLAND GROUP,"403,631","2,715,378","2,112,404"
WCT HOLDINGS BHD,"827,600","133,115","152,626"
WEBJET LTD,"684,341","2,923,350","4,104,219"
WEEBIT NANO LTD,"298,850","1,249,586","508,947"
WEG SA,"2,448,439","12,336,891","18,598,018"
WEI CHUAN FOODS,"22,000","12,689","12,715"
WEIBO CORP SPON ADR,"112,205","3,318,191","861,743"
WEICHAI POWER CO LTD A,"1,645,954","4,067,667","3,661,273"
WEICHAI POWER CO LTD H,"4,657,960","7,788,883","8,913,424"
WEIFU HIGH TECHNOLOGY GROU B,"334,601","602,106","499,289"
WEIHAI GUANGWEI COMPOSITES A,"32,680","147,251","111,146"
WEIKENG INDUSTRIAL CO LTD,"87,000","92,337","98,554"
WEIMOB INC,"3,445,000","2,409,140","608,924"
WEIR GROUP PLC/THE,"441,822","10,392,978","11,080,823"
WELCIA HOLDINGS CO LTD,"164,900","3,030,508","2,056,384"
WELL SHIN TECHNOLOGY CO LTD,"173,000","336,193","428,214"
WELSPUN CORP LTD,"197,694","1,073,080","1,301,683"
WELSPUN LIVING LTD,"446,524","793,709","822,823"
WELTREND SEMICONDUCTOR INC,"229,000","436,026","436,943"
WEMADE CO LTD,"27,397","1,807,704","848,880"
WENCAN GROUP CO LTD A,"56,077","307,054","212,684"
WENDEL,"47,875","4,617,841","4,238,288"
WENS FOODSTUFFS GROUP CO L A,"249,000","702,351","675,976"
WESFARMERS LTD,"5,769,739","169,205,752","251,159,447"
WEST AFRICAN RESOURCES LTD,"1,718,788","1,465,017","1,848,111"
WEST CHINA CEMENT LTD,"4,718,000","703,825","622,447"
WEST FRASER TIMBER CO LTD,"133,999","7,905,442","10,289,419"
WEST HOLDINGS CORP,"39,700","877,186","643,157"
WEST JAPAN RAILWAY CO,"2,169,714","64,188,716","40,397,199"
WESTERN MINING CO  A,"152,500","353,169","374,941"
WESTERN SECURITIES CO LTD A,"203,837","195,823","172,825"
WESTERN SUPERCONDUCTING TE A,"31,806","214,351","166,946"
WESTGOLD RESOURCES LTD,"762,626","994,351","1,232,555"
WESTLIFE FOODWORLD LTD,"95,449","880,415","961,225"
WESTON (GEORGE) LTD,"324,644","35,250,463","46,688,854"
