0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL FS0819,1.00,2/1/2037,"465,457","416,069","422,374"
FNMA POOL FS1488,1.00,12/1/2035,"347,430","320,343","324,760"
FNMA POOL FS2458,1.00,7/1/2052,"49,144","45,793","48,180"
FNMA POOL FS2473,1.00,7/1/2052,"13,498","12,751","13,140"
FNMA POOL FS3487,1.00,8/1/2042,"574,754","477,556","481,023"
FNMA POOL FS3956,1.00,10/1/2050,"509,852","478,181","487,943"
FNMA POOL FS4209,1.00,7/1/2051,"1,897,645","1,702,164","1,699,761"
FNMA POOL FS4486,1.00,2/1/2037,"1,380,854","1,216,053","1,228,459"
FNMA POOL FS4497,1.00,4/1/2037,"269,452","241,159","244,459"
FNMA POOL FS4531,1.00,11/1/2052,"265,761","268,511","269,122"
FNMA POOL FS4605,1.00,7/1/2050,0,0,0
FNMA POOL FS4607,1.00,9/1/2049,"1,043,347","989,236","1,003,628"
FNMA POOL FS4922,1.00,6/1/2051,"1,615,406","1,404,576","1,397,576"
FNMA POOL FS5079,1.00,3/1/2050,"603,445","586,962","591,753"
FNMA POOL FS5342,1.00,7/1/2053,"1,004,429","977,666","992,128"
FNMA POOL FS5343,1.00,7/1/2053,"560,621","560,365","562,628"
FNMA POOL FS5428,1.00,3/1/2038,"90,599","87,219","87,848"
FNMA POOL FS5504,1.00,8/1/2045,"612,876","568,887","574,038"
FNMA POOL MA3087,3.50,8/1/2047,0,0,0
FNMA POOL MA3210,3.50,12/1/2047,"736,366","662,613","663,142"
FNMA POOL MA4100,2.00,8/1/2050,0,0,0
FNMA POOL MA4464,1.50,11/1/2051,"924,182","693,085","689,634"
FNMA POOL MA4500,1.50,12/1/2041,"2,116,887","1,711,079","1,704,609"
FNMA POOL MA4501,2.00,12/1/2041,"569,605","473,433","476,581"
FNMA POOL MA4511,2.00,1/1/2052,"1,121,849","888,988","879,295"
FNMA POOL MA4547,2.00,2/1/2052,"965,565","765,127","756,539"
FNMA TBA 15 YR 1.5,1.50,7/15/2039,"476,000","411,405","406,546"
FNMA TBA 15 YR 2,2.00,7/15/2039,"5,759,000","5,096,544","5,061,303"
FNMA TBA 15 YR 2.5,2.50,7/15/2039,"1,700,000","1,545,269","1,535,418"
FNMA TBA 15 YR 3,3.00,7/15/2039,"1,115,000","1,038,508","1,031,097"
FNMA TBA 15 YR 3.5,3.50,7/15/2039,"416,000","395,735","393,127"
FNMA TBA 15 YR 4,4.00,7/15/2039,"354,000","342,559","340,419"
FNMA TBA 15 YR 4.5,4.50,7/15/2039,"183,000","179,697","178,981"
FNMA TBA 30 YR 1.5,1.50,7/15/2054,"26,000","19,199","19,387"
FNMA TBA 30 YR 2,2.00,7/15/2054,"16,225,000","12,592,755","12,688,777"
FNMA TBA 30 YR 2.5,2.50,7/15/2054,"14,182,000","11,519,141","11,580,525"
FNMA TBA 30 YR 3,3.00,7/15/2054,"6,190,000","5,237,704","5,264,465"
FNMA TBA 30 YR 3.5,3.50,7/15/2054,"4,983,000","4,384,095","4,408,734"
FNMA TBA 30 YR 4,4.00,7/15/2054,"3,856,700","3,521,847","3,528,549"
FNMA TBA 30 YR 4.5,4.50,7/15/2054,"2,533,000","2,383,114","2,387,862"
FNMA TBA 30 YR 5,5.00,7/15/2054,"2,298,000","2,218,790","2,220,456"
FNMA TBA 30 YR 5.5,5.50,7/15/2054,"254,000","252,005","250,419"
FNMA TBA 30 YR 6,6.00,7/15/2054,"2,394,100","2,401,070","2,400,396"
FNMA TBA 30 YR 6.5,6.50,7/15/2054,"2,166,500","2,203,136","2,204,674"
FREDDIE MAC   STACR,1.00,1/25/2051,"2,000,000","2,125,706","2,119,634"
FREDDIE MAC   STACR,1.00,11/25/2050,"1,500,000","1,624,357","1,686,561"
FREDDIE MAC   STACR,1.00,6/25/2043,"2,990,243","3,004,622","3,010,015"
FREDDIE MAC   STACR,1.00,5/25/2042,"3,530,000","3,847,213","3,852,998"
FREDDIE MAC   STACR,1.00,4/25/2042,"1,000,000","1,064,996","1,067,656"
