0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FNMA POOL BJ0650,3.50,3/1/2048,"955,868","931,429","860,181"
FNMA POOL BJ0812,3.00,10/1/2047,"1,044,715","1,086,907","911,482"
FNMA POOL BJ0813,3.00,10/1/2047,"934,086","978,570","814,962"
FNMA POOL BJ0957,3.50,11/1/2047,"28,476","28,239","25,644"
FNMA POOL BJ1003,3.50,12/1/2047,"2,432,348","2,412,070","2,190,474"
FNMA POOL BJ1163,3.50,1/1/2048,"714,336","780,823","647,660"
FNMA POOL BJ2015,3.50,12/1/2047,"556,272","612,792","505,913"
FNMA POOL BJ2070,3.50,12/1/2047,"132,355","145,804","120,373"
FNMA POOL BJ2193,3.50,1/1/2048,"45,471","49,714","41,227"
FNMA POOL BJ2508,3.50,10/1/2047,"3,462,702","3,646,221","3,118,370"
FNMA POOL BJ2554,3.00,11/1/2047,"167,084","174,979","145,776"
FNMA POOL BJ2965,3.00,11/1/2047,"71,264","71,185","62,175"
FNMA POOL BJ3139,3.50,11/1/2047,"496,148","546,533","451,232"
FNMA POOL BJ3420,3.50,2/1/2048,"548,117","603,719","498,496"
FNMA POOL BJ3619,3.50,1/1/2048,"192,274","190,670","173,154"
FNMA POOL BJ3655,3.50,2/1/2048,"5,548,658","5,892,956","4,996,535"
FNMA POOL BJ3667,3.50,2/1/2048,"3,410,545","3,728,148","3,092,208"
FNMA POOL BJ3671,3.50,2/1/2048,"2,153,832","2,372,336","1,958,846"
FNMA POOL BJ3728,3.50,12/1/2047,"540,661","536,154","486,898"
FNMA POOL BJ3844,3.50,1/1/2048,"1,567,258","1,726,600","1,425,375"
FNMA POOL BJ3937,3.50,1/1/2048,"1,569,742","1,556,646","1,413,646"
FNMA POOL BJ3960,3.50,1/1/2048,"124,845","123,804","112,431"
FNMA POOL BJ3995,3.50,2/1/2048,"1,221,065","1,210,871","1,099,642"
FNMA POOL BJ3997,3.50,2/1/2048,"129,669","128,586","116,689"
FNMA POOL BJ4289,3.50,1/1/2048,"457,691","504,102","416,256"
FNMA POOL BJ4290,3.50,1/1/2048,"106,487","114,697","96,547"
FNMA POOL BJ4343,3.50,1/1/2048,"634,861","699,234","577,388"
FNMA POOL BJ4746,3.50,2/1/2048,"1,959,535","2,142,016","1,776,634"
FNMA POOL BJ4768,3.50,2/1/2048,"1,377,313","1,517,035","1,252,625"
FNMA POOL BJ4769,3.50,1/1/2048,"940,381","1,027,908","852,606"
FNMA POOL BJ4882,3.50,3/1/2048,"169,864","168,445","152,972"
FNMA POOL BJ4916,3.50,3/1/2048,"5,596","5,453","5,040"
FNMA POOL BJ5001,3.00,12/1/2047,"1,115,558","1,157,136","973,291"
FNMA POOL BJ5244,3.50,12/1/2047,"869,154","957,473","790,470"
FNMA POOL BJ5251,3.50,12/1/2047,"419,255","415,760","377,564"
FNMA POOL BJ5460,3.50,3/1/2048,"5,676,110","5,963,588","5,107,908"
FNMA POOL BJ5879,3.50,1/1/2048,"43,137","47,152","39,111"
FNMA POOL BJ5917,3.50,3/1/2048,"636,540","695,851","576,171"
FNMA POOL BJ5950,3.50,4/1/2048,"677,840","741,034","613,555"
FNMA POOL BJ5955,3.50,4/1/2048,"235,904","229,869","212,289"
FNMA POOL BJ6416,3.50,3/1/2048,"636,419","695,718","576,062"
FNMA POOL BJ7038,3.50,8/1/2048,"428,770","467,812","388,106"
FNMA POOL BJ7216,4.00,10/1/2048,"7,497,542","7,525,991","6,966,107"
FNMA POOL BJ7398,3.50,11/1/2048,"1,145,112","1,118,906","1,030,481"
FNMA POOL BJ8120,3.50,1/1/2048,"27,023","29,763","24,577"
FNMA POOL BJ8558,3.50,3/1/2048,"34,155","33,870","30,736"
FNMA POOL BJ8650,3.50,1/1/2048,"8,357","9,135","7,577"
FNMA POOL BJ8878,3.50,3/1/2048,"29,968","29,202","26,968"
FNMA POOL BJ8879,3.50,3/1/2048,"936,593","1,023,859","847,768"
