0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
GNMA II POOL 004834,4.50,10/20/2040,"8,727,003","9,518,223","8,542,865"
GNMA II POOL 004836,5.50,10/20/2040,"101,907","117,260","103,290"
GNMA II POOL 004853,4.00,11/20/2040,"4,868,989","5,273,154","4,621,437"
GNMA II POOL 004882,4.00,12/20/2040,"1,536,299","1,664,007","1,458,189"
GNMA II POOL 004885,5.50,12/20/2040,"33,882","39,046","34,431"
GNMA II POOL 004925,5.50,1/20/2041,"52,035","59,923","52,741"
GNMA II POOL 004945,4.00,2/20/2041,"1,053,493","1,141,021","999,930"
GNMA II POOL 004949,4.00,2/20/2041,"78,604","81,919","74,068"
GNMA II POOL 004950,5.50,2/20/2041,"88,496","101,877","89,930"
GNMA II POOL 005081,4.00,6/20/2041,"465,501","504,480","440,990"
GNMA II POOL 005117,5.50,7/20/2041,"445,107","496,244","451,524"
GNMA II POOL 005140,4.50,8/20/2041,"2,065,167","2,254,191","2,020,738"
GNMA II POOL 005177,5.50,9/20/2041,"23,993","27,561","24,382"
GNMA II POOL 005206,5.50,10/20/2041,"817,253","941,754","828,338"
GNMA II POOL 080152,1.00,1/20/2028,502,506,495
GNMA II POOL 080169,1.00,2/20/2028,392,395,385
GNMA II POOL 080174,1.00,3/20/2028,767,774,753
GNMA II POOL 080178,1.00,3/20/2028,"1,381","1,393","1,357"
GNMA II POOL 080180,1.00,3/20/2028,323,326,318
GNMA II POOL 080186,1.00,4/20/2028,741,748,730
GNMA II POOL 080197,1.00,5/20/2028,564,569,556
GNMA II POOL 080198,1.00,5/20/2028,"2,006","2,026","1,977"
GNMA II POOL 080204,1.00,6/20/2028,"1,283","1,296","1,265"
GNMA II POOL 080205,1.00,6/20/2028,"1,339","1,353","1,320"
GNMA II POOL 080207,1.00,6/20/2028,"2,129","2,150","2,098"
GNMA II POOL 080221,1.00,8/20/2028,"1,825","1,842","1,785"
GNMA II POOL 080311,1.00,8/20/2029,859,868,845
GNMA II POOL 080317,1.00,9/20/2029,"1,097","1,109","1,073"
GNMA II POOL 783038,5.50,7/20/2040,"27,325","30,893","27,767"
GNMA II POOL 783377,4.50,5/20/2041,"2,729,746","2,980,996","2,671,019"
GNMA II POOL MA0393,4.00,9/20/2042,"66,382","71,975","62,848"
GNMA II POOL MA2892,3.50,6/20/2045,"1,778","1,879","1,622"
GNMA II POOL MA3105,3.50,9/20/2045,"2,350","2,486","2,143"
GNMA II POOL MA3106,4.00,9/20/2045,87,93,82
GNMA II POOL MA3172,3.00,10/20/2045,"13,919","14,595","12,344"
GNMA II POOL MA3456,4.50,2/20/2046,"1,023,339","971,171","994,180"
GNMA II POOL MA3599,4.50,4/20/2046,"45,556","43,234","44,258"
GNMA II POOL MA3662,3.00,5/20/2046,"14,036,552","13,512,946","12,401,615"
GNMA II POOL MA3735,3.00,6/20/2046,"162,433,727","164,572,448","143,513,913"
GNMA II POOL MA3738,4.50,6/20/2046,"798,267","757,569","776,283"
GNMA II POOL MA3802,3.00,7/20/2046,"118,088,003","123,716,625","104,333,452"
GNMA II POOL MA3873,3.00,8/20/2046,"6,681,904","6,999,633","5,911,997"
GNMA II POOL MA3939,4.50,9/20/2046,"117,168","114,436","114,305"
GNMA II POOL MA4002,2.50,10/20/2046,"122,788,557","102,823,242","104,800,066"
GNMA II POOL MA4003,3.00,10/20/2046,"20,829,691","21,612,198","18,430,786"
GNMA II POOL MA4068,3.00,11/20/2046,"18,856,433","19,754,341","16,660,090"
GNMA II POOL MA4071,4.50,11/20/2046,"77,533","73,580","75,398"
GNMA II POOL MA4125,2.50,12/20/2046,"22,703,405","19,095,580","19,377,362"
GNMA II POOL MA4194,2.50,1/20/2047,"15,299,835","12,811,953","13,058,413"
