0,1,2,3
,International Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
PARKWAYLIFE REAL ESTATE,"778,900","1,866,121","2,011,553"
PAVILION REAL ESTATE INVEST,"121,600","33,480","35,829"
POWERGRID INFRASTRUCTURE INV,"1,118,510","1,283,074","1,286,618"
PRECINCT PROPERTIES GROUP,"2,309,113","1,997,339","1,568,870"
PRIMARY HEALTH PROPERTIES,"2,368,434","3,672,736","2,747,006"
PROLOGIS PROPERTY MEXICO SA,"1,317,277","4,216,149","4,306,558"
REDEFINE PROPERTIES LTD,"10,041,251","2,010,463","2,210,632"
REGION RE LTD,"2,022,412","3,360,422","2,836,438"
REIT 1 LTD,"318,940","1,313,496","1,177,653"
RESILIENT REIT LTD,"463,014","1,154,471","1,188,229"
RIOCAN REAL ESTATE INVST TR,"564,200","6,998,039","6,931,134"
RURAL FUNDS GROUP,"603,391","957,814","803,939"
SA CORPORATE REAL ESTATE LTD,"9,529","1,436","1,352"
SAFESTORE HOLDINGS PLC,"381,943","3,242,435","3,715,414"
SCENTRE GROUP,"9,350,246","22,879,268","19,483,037"
SEGRO PLC,"2,320,678","22,589,341","26,353,630"
SEKISUI HOUSE REIT INC,"25,310","15,377,386","12,445,735"
SELLA CAPITAL REAL ESTATE LT,"382,779","1,110,070","666,144"
SHAFTESBURY CAPITAL PLC,"2,470,240","5,635,524","4,347,062"
SIRIUS REAL ESTATE LTD,"2,477,021","3,463,535","2,937,073"
SK REITS CO LTD,"254,538","835,594","890,375"
SOSILA LOGISTICS REIT INC,"1,190","1,324,984","870,715"
STAR ASIA INVESTMENT CORPORA,"3,754","1,661,528","1,393,224"
STARHILL GLOBAL REIT,"2,217,200","1,129,782","793,468"
STOCKLAND,"4,163,598","12,686,293","11,595,361"
STOR AGE PROPERTY REIT LTD,"52,395","41,063","39,741"
STRIDE PROPERTY GROUP,"834,464","1,179,116","605,092"
SUNTEC REIT,"10,449,800","11,939,646","8,096,145"
SUNWAY REAL ESTATE INVESTMEN,"110,500","35,726","36,306"
SUPERMARKET INCOME REIT PLC,"2,066,752","2,594,156","1,894,141"
TF ADMINISTRADORA S DE RL DE,"1,200,400","2,231,441","2,568,843"
TOKYU REIT INC,"1,580","2,223,801","1,534,242"
TRITAX BIG BOX REIT PLC,"4,270,845","8,550,199","8,373,787"
TRUST FIBRA UNO,"5,312,500","7,956,158","6,531,143"
UNIBAIL RODAMCO WESTFIELD SE,"182,231","23,391,333","14,359,718"
UNITE GROUP PLC/THE,"628,416","7,308,602","7,085,874"
UNITED URBAN INVESTMENT CORP,"15,333","16,870,876","13,621,072"
VICINITY CENTRES,"7,079,345","11,211,458","8,746,692"
VITAL HEALTHCARE PROPERTY TR,"900,135","1,343,748","987,295"
VUKILE PROPERTY FUND LTD,"1,627,623","1,327,756","1,363,790"
WAREHOUSES DE PAUW SCA,"300,029","9,340,439","8,135,444"
WAYPOINT REIT,"1,040,051","1,960,220","1,507,290"
