0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
VERIZON COMMUNICATIONS INC,"48,361","1,661,208","1,994,408"
VERTEX PHARMACEUTICALS INC,"2,878","1,003,361","1,348,976"
VERTIV HOLDINGS CO A,"4,540","234,744","393,028"
VIATRIS INC,"14,330","152,188","152,328"
VISA INC CLASS A SHARES,"17,604","4,317,914","4,620,522"
VISTRA CORP,"4,015","154,140","345,210"
VULCAN MATERIALS CO,"1,318","286,068","327,760"
WABTEC CORP,"1,998","221,171","315,784"
WALGREENS BOOTS ALLIANCE INC,"9,197","209,048","111,238"
WALMART INC,"50,001","2,677,038","3,385,568"
WALT DISNEY CO/THE,"20,804","1,690,654","2,065,629"
WARNER BROS DISCOVERY INC,"27,319","314,674","203,253"
WASTE MANAGEMENT INC,"4,489","709,102","957,683"
WATERS CORP,726,"200,554","210,627"
WATSCO INC,360,"128,298","166,766"
WEC ENERGY GROUP INC,"4,130","337,435","324,040"
WELLS FARGO + CO,"40,662","1,696,854","2,414,916"
WEST PHARMACEUTICAL SERVICES,888,"357,549","292,498"
WESTERN DIGITAL CORP,"3,625","171,734","274,666"
WESTLAKE CORP,372,"47,851","53,873"
WESTROCK CO,"2,711","88,419","136,255"
WILLIAMS COS INC,"13,543","466,970","575,578"
WILLIAMS SONOMA INC,677,"159,458","191,164"
WORKDAY INC CLASS A,"2,333","578,947","521,565"
WR BERKLEY CORP,"2,076","128,784","163,132"
WW GRAINGER INC,527,"366,521","475,480"
WYNN RESORTS LTD,"1,230","119,389","110,085"
XCEL ENERGY INC,"6,193","344,262","330,768"
XYLEM INC,"2,489","243,275","337,583"
YUM  BRANDS INC,"3,321","427,213","439,900"
ZEBRA TECHNOLOGIES CORP CL A,544,"148,648","168,058"
ZIMMER BIOMET HOLDINGS INC,"2,026","239,101","219,882"
ZOETIS INC,"5,146","978,731","892,111"
ZOOM VIDEO COMMUNICATIONS A,"2,633","192,031","155,847"
ZSCALER INC,"1,024","169,853","196,803"
TOTAL,,"424,319,415","517,410,839"
