0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
SHANDONG GOLD MINING CO LT A,"189,100","704,638","709,213"
SHANDONG GOLD MINING CO LT H,"980,500","1,907,136","1,951,685"
SHANDONG HI SPEED NEW ENERGY,"904,215","480,335","178,358"
SHANDONG HIMILE MECHANICAL A,"61,200","297,933","319,964"
SHANDONG HUALU HENGSHENG A,"86,291","355,861","314,870"
SHANDONG LINGLONG TYRE CO  A,"32,496","101,159","81,765"
SHANDONG NANSHAN ALUMINUM A,"2,602,551","1,303,267","1,358,170"
SHANDONG SUN PAPER INDUSTR A,"454,383","974,079","868,206"
SHANDONG WEIFANG RAINBOW C A,"25,707","324,902","156,830"
SHANDONG WEIGAO GP MEDICAL H,"3,624,000","3,457,825","1,726,746"
SHANGHAI AIKO SOLAR ENERGY A,"64,420","150,110","79,854"
SHANGHAI BAIRUN INVESTMENT A,"33,800","116,676","77,918"
SHANGHAI BAOSIGHT SOFTWARE A,"34,084","159,703","149,066"
SHANGHAI BAOSIGHT SOFTWARE B,"1,422,912","1,546,851","2,303,702"
SHANGHAI BOCHU ELECTRONIC A,"13,100","358,900","331,140"
SHANGHAI CHLOR ALKALI CHEM B,"646,600","398,730","324,605"
SHANGHAI CONSTRUCTION GROU A,"939,300","313,593","276,611"
SHANGHAI ELECTRIC GRP CO L A,"832,106","509,169","421,715"
SHANGHAI ELECTRIC GRP CO L H,"7,742,888","2,042,296","1,517,553"
SHANGHAI ELECTRIC POWER CO A,"849,100","1,074,510","1,150,222"
SHANGHAI FOSUN PHARMACEUTI A,"123,385","481,380","374,168"
SHANGHAI FOSUN PHARMACEUTI H,"672,000","1,781,096","1,137,876"
SHANGHAI FUDAN MICROELECT H,"294,000","1,396,171","457,906"
SHANGHAI HAOHAI BIOLOGICAL H,"67,500","255,023","274,937"
SHANGHAI INTERNATIONAL AIR A,"102,000","594,646","450,567"
SHANGHAI INTERNATIONAL POR A,"473,559","373,387","374,913"
SHANGHAI JINJIANG INTERNAT A,"24,927","103,350","78,463"
SHANGHAI JINQIAO EXPORT PR B,"601,293","585,668","533,959"
SHANGHAI JUNSHI BIOSCIENCE A,"29,600","141,292","117,778"
SHANGHAI JUNSHI BIOSCIENCE H,"186,200","1,230,616","279,037"
SHANGHAI LINGANG HOLDINGS A,"103,799","153,557","129,522"
SHANGHAI LUJIAZUI FIN+TRAD B,"2,117,161","1,976,476","832,015"
SHANGHAI M+G STATIONERY IN A,"59,317","297,796","254,144"
SHANGHAI MECHANICAL AND EL B,"547,079","842,614","466,115"
SHANGHAI MICROPORT MEDBOT GR,"331,500","987,805","374,071"
SHANGHAI PHARMACEUTICALS A,"260,500","749,467","681,861"
SHANGHAI PHARMACEUTICALS H,"1,349,700","2,463,377","2,029,555"
SHANGHAI PUDONG DEVEL BANK A,"15,174,975","18,083,495","17,106,233"
SHANGHAI PUTAILAI NEW ENER A,"94,159","324,292","182,248"
SHANGHAI RAAS BLOOD PRODUC A,"270,800","269,437","290,058"
SHANGHAI RURAL COMMERCIAL  A,"6,861,764","5,519,082","6,315,851"
SHANGHAI WANYE ENTERPRISE  A,"118,600","310,898","190,876"
