0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
OLD MUTUAL LTD,"173,382","116,345","117,645"
OLYMPUS CORP,"33,400","459,023","538,499"
OMRON CORP,"4,700","220,055","161,546"
OMV AG,"5,315","251,318","231,614"
ONEX CORPORATION,"1,938","121,630","131,745"
ONO PHARMACEUTICAL CO LTD,"9,700","181,902","132,451"
OOREDOO QPSC,"31,816","94,312","89,130"
OPAP SA,"6,585","115,645","103,321"
OPEN TEXT CORP,"7,152","287,407","214,714"
OPERADORA DE SITES MEX  A 1,"46,485","43,149","41,921"
OPPEIN HOME GROUP INC A,700,"10,122","5,160"
ORACLE CORP JAPAN,"1,200","82,188","82,805"
ORANGE,"55,680","623,201","558,201"
ORBIA ADVANCE CORP SAB DE CV,"32,153","73,559","44,892"
ORICA LTD,"15,209","152,896","181,512"
ORIENT OVERSEAS INTL LTD,"5,000","67,097","81,141"
ORIENT SECURITIES CO LTD A,"15,900","21,521","16,631"
ORIENTAL LAND CO LTD,"30,900","1,095,923","860,959"
ORIGIN ENERGY LTD,"51,327","280,277","372,267"
ORION CORP/REPUBLIC OF KOREA,852,"72,802","57,068"
ORION OYJ CLASS B,"3,109","124,548","132,816"
ORIX CORP,"35,000","673,144","772,846"
ORKLA ASA,"20,645","151,885","168,204"
ORLEN SA,"22,054","325,247","371,347"
ORSTED A/S,"5,049","286,715","268,914"
OSAKA GAS CO LTD,"11,600","200,877","255,494"
OTP BANK PLC,"8,259","320,581","410,724"
OTSUKA CORP,"6,500","142,598","124,901"
OTSUKA HOLDINGS CO LTD,"12,300","464,860","517,661"
OUTSURANCE GROUP LTD,"34,625","74,282","88,023"
OVERSEA CHINESE BANKING CORP,"97,200","901,917","1,034,935"
PAGE INDUSTRIES LTD,267,"122,346","125,193"
PAN AMERICAN SILVER CORP,"9,559","146,744","189,944"
PAN PACIFIC INTERNATIONAL HO,"9,600","199,326","224,633"
PANASONIC HOLDINGS CORP,"62,700","719,902","513,340"
PANDORA A/S,"2,317","259,169","349,971"
PANDOX AB,"16,359","184,728","291,954"
PANGANG GROUP VANADIUM TIT A,"18,600","9,851","6,400"
PARKLAND CORP,"3,983","112,019","111,629"
PARTNERS GROUP HOLDING AG,632,"741,431","811,627"
PB FINTECH LTD,"10,539","163,562","176,593"
PEACH PROPERTY GROUP AG,"2,818","40,090","23,018"
