0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
CANAAN INC,"202,231","827,810","202,191"
CANADIAN NATL RAILWAY CO,"1,077,942","95,380,167","127,350,606"
CANADIAN NATURAL RESOURCES,"4,573,644","113,420,034","162,875,813"
CANADIAN PACIFIC KANSAS CITY,"1,561,830","68,508,156","122,974,097"
CANADIAN SOLAR INC,"81,864","1,708,579","1,207,505"
CANARA BANK,"3,591,785","3,454,329","5,146,021"
CANCOM SE,"57,852","2,598,905","2,000,228"
CANMAX TECHNOLOGIES CO LTD A,"33,150","146,775","78,007"
CANON INC,"4,639,201","135,100,126","125,569,322"
CANON MARKETING JAPAN INC,"90,300","1,956,942","2,511,521"
CANSINO BIOLOGICS INC H,"117,200","1,631,537","293,325"
CANVEST ENVIRONMENTAL PROTEC,"1,210,000","700,875","650,923"
CAPCOM CO LTD,"605,000","5,867,861","11,407,224"
CAPGEMINI SE,"826,981","150,479,580","164,589,119"
CAPITAL FUTURES CORP,"299,000","528,548","539,171"
CAPITAL POWER CORP,"229,800","8,014,096","6,547,962"
CAPITAL SECURITIES CORP,"6,172,785","3,806,659","4,775,892"
CAPITALAND INDIA TRUST,"1,682,134","1,438,765","1,216,376"
CAPITALAND INVESTMENT LTD/SI,"4,110,282","8,974,980","8,067,422"
CAPITEC BANK HOLDINGS LTD,"107,018","9,345,649","15,408,153"
CAPRI HOLDINGS LTD,"189,418","8,711,905","6,265,957"
CAPRICORN METALS LTD,"520,964","1,508,077","1,663,088"
CAPSTONE COPPER CORP,"53,678","251,769","380,514"
CAR GROUP LTD,"1,837,655","31,213,340","43,261,552"
CARABAO GROUP PCL F,"466,000","1,406,273","844,444"
CARBORUNDUM UNIVERSAL LTD,"168,565","2,309,338","3,375,367"
CAREER TECHNOLOGY CO LTD,"870,444","725,885","578,213"
CARGOTEC OYJ B SHARE,"84,059","4,207,322","6,752,358"
CARL ZEISS MEDITEC AG   BR,"60,351","5,750,955","4,246,323"
CARLSBERG AS B,"162,696","20,077,176","19,537,981"
CARREFOUR SA,"976,134","24,843,551","13,811,559"
CARSGEN THERAPEUTICS HOLDING,"525,500","842,200","323,079"
CASIO COMPUTER CO LTD,"367,300","4,252,923","2,743,455"
CASTELLUM AB,"699,137","10,016,988","8,542,675"
CASTROL INDIA LTD,"792,346","1,627,915","1,906,442"
CATCHER TECHNOLOGY CO LTD,"4,029,260","23,757,751","28,814,584"
CATHAY FINANCIAL HOLDING CO,"42,310,659","62,476,863","76,948,627"
CATHAY PACIFIC AIRWAYS,"1,793,806","2,039,571","1,835,760"
CATRION CATERING HOLDING CO,"63,339","1,576,866","2,113,776"
CAVENDISH HYDROGEN ASA,"55,068","92,283","142,228"
CCL PRODUCTS INDIA LTD F,"103,317","797,475","732,315"
CCR SA,"1,814,700","4,851,602","3,802,945"
