0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
TRANSNEFT PJSC,"332,100",0,0
TRANSURBAN GROUP,"5,087,065","43,047,164","42,127,824"
TRAVELSKY TECHNOLOGY LTD H,"987,000","1,948,890","1,157,995"
TRAVIS PERKINS PLC,"387,002","3,786,018","3,762,614"
TREASURY WINE ESTATES LTD,"1,372,073","10,324,432","11,399,360"
TRELLEBORG AB B SHS,"398,825","9,675,659","15,530,910"
TREND MICRO INC,"199,400","8,825,801","8,095,775"
TRENT LTD FOREIGN,"319,566","8,485,850","21,000,751"
TRES TENTOS AGROINDUSTRIAL S,"806,308","1,593,521","1,434,231"
TRI CHEMICAL LABORATORIES IN,"46,000","1,147,318","1,243,944"
TRIDENT LTD,"1,777,380","1,108,776","811,681"
TRIGANO SA,"14,347","1,306,486","1,682,186"
TRINA SOLAR CO LTD A,"87,200","408,564","202,090"
TRIP.COM GROUP LTD,"887,127","36,409,715","42,564,823"
TRIPOD TECHNOLOGY CORP,"2,220,000","13,304,988","14,952,145"
TRISUL SA,"13,700","12,209","11,962"
TRIVENI TURBINE LTD,"199,765","1,113,549","1,486,496"
TROPICANA CORP BHD,"12,500","3,875","3,842"
TRUE CORP PCL/NEW FOREIGN,"14,984,677","4,050,346","3,572,884"
TRUE CORP PCL/NEW NVDR,"3,426,176","793,737","816,943"
TRUE CORP PCL/OLD,"45,000","9,526","10,730"
TRUSCO NAKAYAMA CORP,"63,100","1,072,631","965,763"
TRUWORTHS INTERNATIONAL LTD,"1,173,455","4,204,772","5,994,531"
TRYG A/S,"1,561,820","33,808,947","34,162,428"
TS TECH CO LTD,"201,530","2,626,981","2,387,269"
TSANN KUEN ENTERPRISE CO LTD,"45,000","49,695","49,312"
TSEC CORP,"678,725","832,346","605,678"
TSINGTAO BREWERY CO LTD A,"29,887","359,988","297,898"
TSINGTAO BREWERY CO LTD H,"977,364","7,539,792","6,522,195"
TSRC CORP,"1,204,550","1,120,564","887,409"
TSUBAKIMOTO CHAIN CO,"61,000","1,812,825","2,362,495"
TSUBURAYA FIELDS HOLDINGS IN,"67,600","885,128","720,294"
TSUGAMI CORP,"74,900","652,985","723,578"
TSUMURA + CO,"108,879","3,008,968","2,778,494"
TSURUHA HOLDINGS INC,"61,300","4,557,414","3,490,664"
TT HELLENIC POSTBANK S.A.,"345,831",0,0
TTW PCL FOREIGN SHARES,"2,031,400","714,719","489,894"
TTY BIOPHARM CO LTD,"336,827","880,565","790,118"
TUBE INVESTMENTS OF INDIA LT,"119,190","3,270,692","6,090,174"
TUI AG,"766,232","6,451,101","5,423,270"
TUNG HO STEEL ENTERPRISE COR,"1,040,100","1,705,667","2,231,468"
TUPY SA,"31,300","158,256","133,158"
