0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
WOORI FINANCIAL GROUP INC,"1,325,661","14,684,057","14,147,482"
WORKMAN CO LTD,"74,600","2,689,959","1,739,091"
WORLDLINE SA,"397,957","21,858,876","4,316,333"
WORLEY LTD,"828,569","9,707,102","8,289,408"
WOWPRIME CORP,"98,643","786,560","728,234"
WPG HOLDINGS LTD,"7,770,280","16,572,930","21,508,597"
WPP PLC,"1,854,089","21,108,759","16,978,202"
WSP GLOBAL INC,"218,961","18,839,503","34,088,930"
WT MICROELECTRONICS CO LTD,"1,144,188","3,492,318","4,373,443"
WUCHAN ZHONGDA GROUP CO L A,"513,600","340,125","305,311"
WUHAN DR LASER TECHNOLOGY  A,"32,940","375,035","207,363"
WUHAN GUIDE INFRARED CO LT A,"183,448","192,741","147,998"
WUHAN RAYCUS FIBER LASER T A,"86,151","322,443","209,453"
WUHU TOKEN SCIENCE CO LTD A,"482,400","438,651","310,550"
WULIANGYE YIBIN CO LTD A,"159,901","3,575,241","2,804,318"
WUS PRINTED CIRCUIT KUNSHA A,"111,400","375,247","556,936"
WUXI APPTEC CO LTD A,"99,852","747,043","535,993"
WUXI APPTEC CO LTD H,"504,434","3,882,796","1,886,618"
WUXI AUTOWELL TECHNOLOGY C A,"75,219","754,765","430,759"
WUXI BIOLOGICS CAYMAN INC,"3,904,311","24,608,203","5,770,954"
WUXI NCE POWER CO LTD A,"50,952","263,683","213,485"
WYNN MACAU LTD,"2,370,000","3,796,604","1,942,786"
X LEGEND ENTERTAINMENT CO LT,"18,000","68,004","70,465"
XAC AUTOMATION CORPORATION,"87,000","88,355","93,593"
XCMG CONSTRUCTION MACHIN A,"465,341","472,272","455,729"
XD INC,"458,800","1,663,360","1,105,955"
XERO LTD,"245,720","16,575,405","22,383,914"
XI AN TRIANGLE DEFENSE CO  A,"56,500","349,347","236,808"
XIABUXIABU CATERING MANAGEME,"692,500","324,412","121,518"
XIAMEN C + D INC A,"5,671,840","9,616,295","6,937,488"
XIAMEN FARATRONIC CO LTD A,"25,000","362,837","260,861"
XIAMEN TUNGSTEN CO LTD A,"76,005","205,967","179,594"
XIAMEN XIANGYU CO LTD A,"318,900","364,556","297,024"
XIAOMI CORP CLASS B,"28,155,400","77,450,897","59,434,186"
XINHUA WINSHARE PUBLISHING H,"778,000","701,497","968,573"
XINJIANG DAQO NEW ENERGY C A,"27,900","118,471","77,920"
XINTE ENERGY CO LTD H,"616,000","1,163,807","639,087"
XINTEC INC,"236,000","664,442","1,309,434"
XINYI ENERGY HOLDINGS LTD,"2,623,999","896,385","339,454"
XINYI GLASS HOLDINGS LTD,"3,739,000","4,494,267","4,099,434"
XINYI SOLAR HOLDINGS LTD,"6,026,000","7,308,802","3,033,305"
XJ INTERNATIONAL HOLDINGS CO,"4,892,000","777,773","113,414"
