0,1,2,3
,Domestic Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
ACADIA REALTY TRUST,"18,439","275,587","330,427"
AGREE REALTY CORP,"17,909","1,071,819","1,109,283"
ALEXANDER + BALDWIN INC,"13,342","232,025","226,280"
ALEXANDRIA REAL ESTATE EQUIT,"33,007","3,845,085","3,860,829"
AMERICAN ASSETS TRUST INC,"8,707","181,516","194,863"
AMERICAN HOMES 4 RENT  A,"64,669","2,290,046","2,403,100"
AMERICAN TOWER CORP,"5,225","942,127","1,015,636"
AMERICOLD REALTY TRUST INC,"51,217","1,644,054","1,308,082"
ANNALY CAPITAL MANAGEMENT IN,"8,131","163,128","154,977"
APARTMENT INVT + MGMT CO  A,"26,539","201,558","220,008"
APPLE HOSPITALITY REIT INC,"40,403","636,625","587,460"
ARMADA HOFFLER PROPERTIES IN,"12,049","133,503","133,623"
AVALONBAY COMMUNITIES INC,"27,137","4,879,601","5,614,374"
BOSTON PROPERTIES INC,"30,141","2,004,239","1,855,480"
BRANDYWINE REALTY TRUST,"30,660","152,380","137,357"
BRIXMOR PROPERTY GROUP INC,"54,476","1,184,013","1,257,851"
BROADSTONE NET LEASE INC,"34,200","545,347","542,754"
CAMDEN PROPERTY TRUST,"19,977","2,083,928","2,179,690"
CARETRUST REIT INC,"24,310","513,153","610,181"
CENTERSPACE,"2,808","177,053","189,905"
COMMUNITY HEALTHCARE TRUST I,"4,938","157,794","115,500"
COPT DEFENSE PROPERTIES,"20,816","537,579","521,024"
COUSINS PROPERTIES INC,"27,388","636,056","634,032"
CROWN CASTLE INC,"4,888","489,477","477,558"
CUBESMART,"40,415","1,647,410","1,825,546"
DIAMONDROCK HOSPITALITY CO,"38,608","312,124","326,238"
DIGITAL REALTY TRUST INC,"61,986","8,163,455","9,424,971"
DOUGLAS EMMETT INC,"22,310","272,727","296,946"
EASTERLY GOVERNMENT PROPERTI,"17,847","231,832","220,767"
EASTGROUP PROPERTIES INC,"8,605","1,504,230","1,463,711"
ELME COMMUNITIES,"15,653","233,894","249,352"
EMPIRE STATE REALTY TRUST A,"24,250","212,555","227,465"
EPR PROPERTIES,"13,394","586,702","562,280"
EQUINIX INC,"18,224","14,039,402","13,788,278"
EQUITY LIFESTYLE PROPERTIES,"34,978","2,296,881","2,278,117"
EQUITY RESIDENTIAL,"72,138","4,581,443","5,002,049"
ESSENTIAL PROPERTIES REALTY,"31,324","752,455","867,988"
ESSEX PROPERTY TRUST INC,"12,348","2,907,060","3,361,126"
EXTRA SPACE STORAGE INC,"40,347","5,191,148","6,270,327"
FEDERAL REALTY INVS TRUST,"14,826","1,433,823","1,496,981"
FIRST INDUSTRIAL REALTY TR,"23,819","1,209,691","1,131,641"
FOUR CORNERS PROPERTY TRUST,"18,287","447,380","451,140"
