0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
DOMINICAN REPUBLIC,7.05,2/3/2031,"121,150,000","121,634,101","124,708,781"
DOMINICAN REPUBLIC,4.50,1/30/2030,"65,400,000","58,161,751","59,595,750"
DOMINICAN REPUBLIC,5.50,2/22/2029,"65,220,000","61,406,956","62,978,063"
DOMINICAN REPUBLIC,6.00,7/19/2028,"55,400,000","54,090,066","54,901,400"
DOMINICAN REPUBLIC,8.63,4/20/2027,"13,102,000","13,384,601","13,548,287"
DOMINICAN REPUBLIC,5.95,1/25/2027,"124,600,000","122,683,527","123,852,400"
DOMINICAN REPUBLIC,6.88,1/29/2026,"100,700,000","101,489,212","101,832,875"
DOMINICAN REPUBLIC,5.50,1/27/2025,"37,500,000","37,395,321","37,488,281"
DUBAI GOVT INT L BONDS,3.90,9/9/2050,"4,100,000","3,089,362","3,010,938"
EGYPT TASKEEK CO,10.88,2/28/2026,"25,000,000","25,914,431","25,687,500"
EXPORT IMPORT BANK KOREA,5.38,9/18/2025,"20,000,000","19,987,002","20,020,800"
EXPORT IMPORT BK INDIA,5.50,1/18/2033,"61,400,000","61,648,331","61,685,510"
EXPORT IMPORT BK INDIA,2.25,1/13/2031,"37,300,000","30,992,812","30,819,125"
EXPORT IMPORT BK INDIA,3.25,1/15/2030,"27,800,000","24,974,714","24,999,706"
EXPORT IMPORT BK INDIA,3.88,2/1/2028,"25,000,000","23,936,279","23,890,625"
EXPORT IMPORT BK INDIA,3.38,8/5/2026,"59,450,000","57,380,478","57,127,734"
FED REPUBLIC OF BRAZIL,7.13,5/13/2054,"85,000,000","84,411,564","82,067,500"
FED REPUBLIC OF BRAZIL,4.75,1/14/2050,"33,500,000","24,604,394","23,885,500"
FED REPUBLIC OF BRAZIL,5.63,2/21/2047,"106,000,000","86,937,539","87,609,000"
FED REPUBLIC OF BRAZIL,5.00,1/27/2045,"30,200,000","23,152,368","23,118,100"
FED REPUBLIC OF BRAZIL,5.63,1/7/2041,"56,900,000","48,908,465","49,901,300"
FED REPUBLIC OF BRAZIL,7.13,1/20/2037,"46,300,000","47,973,621","48,383,500"
FED REPUBLIC OF BRAZIL,6.13,3/15/2034,"50,000,000","49,074,430","48,050,000"
FED REPUBLIC OF BRAZIL,8.25,1/20/2034,"46,700,000","51,652,747","53,051,200"
FED REPUBLIC OF BRAZIL,6.00,10/20/2033,"62,500,000","61,576,213","60,062,500"
FED REPUBLIC OF BRAZIL,6.13,1/22/2032,"95,000,000","93,586,548","92,435,000"
FED REPUBLIC OF BRAZIL,3.75,9/12/2031,"15,000,000","13,049,326","12,780,000"
FED REPUBLIC OF BRAZIL,6.25,3/18/2031,"128,200,000","126,613,671","127,174,400"
FED REPUBLIC OF BRAZIL,3.88,6/12/2030,"45,000,000","40,268,117","39,712,500"
FED REPUBLIC OF BRAZIL,4.50,5/30/2029,"27,000,000","25,535,102","25,366,500"
FED REPUBLIC OF BRAZIL,4.25,1/7/2025,"11,000,000","10,921,737","10,873,500"
FIN DEPT GOVT SHARJAH,4.38,3/10/2051,"59,500,000","41,193,006","41,147,969"
FIN DEPT GOVT SHARJAH,4.00,7/28/2050,"46,000,000","30,428,731","29,914,375"
FIN DEPT GOVT SHARJAH,6.13,3/6/2036,"103,000,000","102,098,001","102,227,500"
FIN DEPT GOVT SHARJAH,3.63,3/10/2033,"20,000,000","17,006,559","16,756,250"
FIN DEPT GOVT SHARJAH,6.50,11/23/2032,"53,000,000","52,623,408","54,788,750"
FONDO MIVIVIENDA SA,4.63,4/12/2027,"56,300,000","55,030,765","54,663,781"
GOVERNMENT OF JAMAICA,6.75,4/28/2028,"20,000,000","20,559,915","20,487,500"
HAZINE MUSTESARLIGI VARL,8.51,1/14/2029,"97,600,000","97,985,561","103,181,500"
HUNGARIAN DEVELOPMENT BA,6.50,6/29/2028,"30,000,000","30,168,700","30,515,625"
HUNGARY,6.75,9/25/2052,"109,000,000","110,260,334","116,888,875"
HUNGARY,3.13,9/21/2051,"14,500,000","9,263,410","9,207,500"
HUNGARY,7.63,3/29/2041,"48,300,000","53,081,611","55,167,656"
HUNGARY,5.50,3/26/2036,"61,600,000","60,346,523","59,213,000"
HUNGARY,5.50,6/16/2034,"56,100,000","53,640,770","54,469,594"
HUNGARY,6.25,9/22/2032,"98,200,000","99,004,080","101,047,800"
HUNGARY,2.13,9/22/2031,"30,300,000","23,883,960","23,967,300"
HUNGARY,5.25,6/16/2029,"68,900,000","67,052,792","67,608,125"
HUNGARY,6.13,5/22/2028,"139,000,000","139,612,600","141,606,250"
