0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
MAH SING GROUP BHD,"340,000","91,637","124,685"
MAHANAGAR GAS LTD,"89,291","1,260,811","1,710,067"
MAHINDRA + MAHINDRA FIN SECS,"835,993","2,366,515","3,013,688"
MAHINDRA + MAHINDRA LTD,"1,474,159","23,362,666","50,677,834"
MAHLE METAL LEVE SA,"22,400","139,541","130,421"
MAINFREIGHT LTD,"133,539","7,234,042","5,503,188"
MAJESTIC CAPITAL LTD,"3,810",0,0
MAKALOT INDUSTRIAL CO LTD,"672,802","6,601,904","8,731,096"
MAKEMYTRIP LTD,"6,302","508,494","529,998"
MAKINO MILLING MACHINE CO,"37,600","1,359,989","1,577,772"
MAKITA CORP,"425,100","11,500,540","11,553,801"
MALAKOFF CORP BHD,"741,200","113,767","120,195"
MALAYAN BANKING BHD,"37,901,206","79,024,540","80,020,352"
MALAYAN CEMENT BHD,"97,600","102,688","103,031"
MALAYAN FLOUR MILLS BHD,"61,000","10,712","11,056"
MALAYSIA AIRPORTS HLDGS BHD,"4,820,074","8,939,064","10,115,259"
MALAYSIA MARINE AND HEAVY EN,"17,700","1,745","1,688"
MALAYSIAN PACIFIC INDUSTRIES,"211,800","1,762,296","1,769,834"
MAN GROUP PLC/JERSEY,"2,469,682","6,002,595","7,561,334"
MAN WAH HOLDINGS LTD,"2,481,200","3,125,970","1,703,441"
MANAPPURAM FINANCE LTD,"1,776,541","3,781,085","4,429,305"
MANDATUM OYJ,"763,772","3,349,568","3,420,000"
MANDOM CORP,"60,600","852,690","455,462"
MANGALORE REFINERY + PETRO,"300,887","778,294","773,373"
MANGO EXCELLENT MEDIA CO L A,"77,911","301,107","223,040"
MANI INC,"103,700","1,896,274","1,279,653"
MANKIND PHARMA LTD,"183,725","4,859,353","4,691,199"
MANULIFE FINANCIAL CORP,"3,210,782","69,976,388","85,481,635"
MAOYAN ENTERTAINMENT,"661,600","881,922","682,158"
MAP AKTIF ADIPERKASA PT,"13,123,900","811,000","625,146"
MAPELEY LTD,"30,416",0,0
MAPFRE SA,"1,939,136","4,786,635","4,476,660"
MARCOPOLO SA PREF,"1,499,140","1,813,880","1,713,874"
MARFRIG GLOBAL FOODS SA,"1,073,400","2,086,979","2,388,647"
MARICO LTD,"855,631","5,120,409","6,290,747"
MARIELLA BURANI SPA,"28,240",0,0
MARKETECH INTERNATIONAL CORP,"55,000","261,066","287,363"
MARKS + SPENCER GROUP PLC,"3,589,651","11,432,155","13,000,888"
MARSHALLS PLC,"422,798","2,436,398","1,563,395"
MARUBENI CORP,"3,771,812","41,814,773","69,768,908"
MARUHA NICHIRO CORP,"65,400","1,431,524","1,283,538"
MARUI GROUP CO LTD,"535,367","8,518,243","7,551,584"
