0,1,2,3,4,5
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL C03479,5.00,6/1/2040,"28,186","31,660","28,022"
FED HM LN PC POOL C03490,4.50,8/1/2040,"917,991","899,327","892,727"
FED HM LN PC POOL C03552,4.50,8/1/2040,"521,429","574,081","507,098"
FED HM LN PC POOL C03993,4.00,6/1/2042,"7,638,750","8,002,102","7,193,780"
FED HM LN PC POOL C09005,4.00,7/1/2042,"33,519","35,052","31,567"
FED HM LN PC POOL C35511,7.00,1/1/2030,"3,758","4,063","3,896"
FED HM LN PC POOL C37060,7.00,3/1/2030,"2,457","2,464","2,556"
FED HM LN PC POOL G00616,7.00,6/1/2026,15,15,15
FED HM LN PC POOL G01324,7.00,10/1/2031,"3,099","3,124","3,219"
FED HM LN PC POOL G02319,6.50,8/1/2036,"43,757","44,155","45,946"
FED HM LN PC POOL G02366,6.50,10/1/2036,"1,656","1,864","1,738"
FED HM LN PC POOL G02496,6.00,12/1/2036,"42,815","48,704","44,363"
FED HM LN PC POOL G02611,6.00,2/1/2037,"16,111","16,750","16,693"
FED HM LN PC POOL G02735,7.00,3/1/2037,"65,447","66,191","70,106"
FED HM LN PC POOL G02789,6.00,4/1/2037,"377,632","430,641","391,362"
FED HM LN PC POOL G02985,6.00,6/1/2037,"7,348","7,643","7,615"
FED HM LN PC POOL G02996,6.00,5/1/2037,"75,306","74,928","78,044"
FED HM LN PC POOL G03120,6.00,8/1/2037,"13,595","15,490","14,089"
FED HM LN PC POOL G03158,6.00,8/1/2037,"18,161","18,196","18,822"
FED HM LN PC POOL G03202,5.50,9/1/2037,"107,716","111,305","109,213"
FED HM LN PC POOL G03218,6.00,9/1/2037,"3,806","4,326","3,944"
FED HM LN PC POOL G03362,6.00,9/1/2037,"127,931","145,902","132,583"
FED HM LN PC POOL G03521,6.50,7/1/2037,"83,269","94,853","87,607"
FED HM LN PC POOL G03550,6.00,11/1/2037,"5,632","5,862","5,837"
FED HM LN PC POOL G03617,6.50,12/1/2037,"43,271","43,689","45,526"
FED HM LN PC POOL G03618,6.50,12/1/2037,"102,370","112,389","107,704"
FED HM LN PC POOL G03698,6.00,12/1/2037,"8,161","9,291","8,457"
FED HM LN PC POOL G03781,6.00,1/1/2038,"101,953","106,146","105,659"
FED HM LN PC POOL G03973,6.00,1/1/2038,"450,979","454,347","467,376"
FED HM LN PC POOL G04015,6.00,2/1/2038,"91,006","103,627","94,315"
FED HM LN PC POOL G04214,5.50,5/1/2038,"126,280","130,592","128,170"
FED HM LN PC POOL G04445,5.50,6/1/2038,"16,612","17,181","16,861"
FED HM LN PC POOL G04477,6.00,8/1/2038,"15,342","17,376","15,901"
FED HM LN PC POOL G04570,6.00,11/1/2037,"6,844","7,124","7,093"
FED HM LN PC POOL G04610,6.00,7/1/2038,"4,856","5,060","5,033"
FED HM LN PC POOL G04765,6.00,9/1/2038,"4,022","4,139","4,168"
FED HM LN PC POOL G04953,4.50,9/1/2038,"3,942","3,959","3,836"
FED HM LN PC POOL G05227,6.00,2/1/2039,"1,164","1,200","1,206"
FED HM LN PC POOL G05228,6.00,1/1/2039,"8,047","9,119","8,340"
FED HM LN PC POOL G05380,6.00,4/1/2039,903,930,935
FED HM LN PC POOL G05535,4.50,7/1/2039,"1,570,497","1,659,859","1,528,235"
FED HM LN PC POOL G05749,6.00,3/1/2038,616,701,638
FED HM LN PC POOL G05830,6.00,12/1/2039,"161,536","180,279","167,409"
FED HM LN PC POOL G05832,5.00,3/1/2040,"3,932","4,415","3,909"
FED HM LN PC POOL G05929,5.00,7/1/2040,"256,359","275,582","254,870"
FED HM LN PC POOL G05958,5.00,8/1/2040,"90,468","101,644","89,943"
FED HM LN PC POOL G05978,6.00,5/1/2040,"2,335","2,647","2,420"
FED HM LN PC POOL G06024,4.50,8/1/2040,"14,132","14,857","13,743"
FED HM LN PC POOL G06025,4.50,9/1/2040,"3,173,854","3,417,689","3,086,506"
