0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
EASTERN POLYMER GROUP NVDR,"70,800","12,319","9,936"
EASTERN PROVINCE CEMENT CO,"28,368","254,915","244,995"
EASTROC BEVERAGE GROUP CO  A,"14,360","392,806","424,359"
EASYJET PLC,"665,352","3,796,704","3,849,618"
EBARA CORP,"876,935","7,634,308","13,866,283"
EBOS GROUP LTD,"267,638","6,365,502","5,254,606"
ECLAT TEXTILE COMPANY LTD,"310,882","4,357,722","5,069,433"
ECLERX SERVICES LTD FOREIGN,"31,356","907,357","909,649"
ECO WORLD DEVELOPMENT GROUP,"1,137,100","349,666","361,558"
ECOPRO BM CO LTD,"57,411","6,587,435","7,632,562"
ECOPRO CO LTD,"137,780","17,204,766","9,016,560"
ECOPRO HN CO LTD,"17,995","491,392","801,376"
ECORODOVIAS INFRA E LOG SA,"178,100","246,098","211,625"
ECOVACS ROBOTICS CO LTD A,"22,500","199,123","145,402"
ECOVE ENVIRONMENT CORP,"6,000","57,560","57,889"
EDELWEISS FINANCIAL SERVICES,"907,565","660,774","709,750"
EDENRED,"1,379,368","64,228,857","58,261,313"
EDION CORP,"146,500","1,376,741","1,479,938"
EG INDUSTRIES BHD,"90,600","29,072","39,370"
EGIS TECHNOLOGY INC,"98,000","711,630","753,695"
EGUARANTEE INC,"55,800","603,005","502,988"
EHANG HOLDINGS LTD SPS ADR,"62,312","1,216,731","846,199"
EICHER MOTORS LTD,"207,988","7,885,505","11,655,551"
EID PARRY INDIA LTD,"144,969","1,091,550","1,327,785"
EIFFAGE,"151,622","14,779,465","13,936,461"
EIH LTD,"401,513","1,402,093","2,067,140"
EIKEN CHEMICAL CO LTD,"54,300","692,050","756,137"
EIRGENIX INC,"302,000","1,160,780","842,472"
EISAI CO LTD,"687,450","30,759,300","28,171,534"
EIZO CORP,"29,700","841,810","898,239"
ELAN MICROELECTRONICS CORP,"1,238,500","4,999,074","5,879,219"
ELANG MAHKOTA TEKNOLOGI TBK,"38,613,700","4,131,807","915,023"
ELBIT SYSTEMS LTD,"107,336","15,210,187","18,764,995"
ELDERS LTD,"306,096","1,565,967","1,668,157"
ELECOM CO LTD,"75,700","889,789","768,013"
ELECTRA LTD,"1,995","869,125","666,200"
ELECTRIC CONNECTOR TECHNOL A,"47,900","277,837","263,945"
ELECTRIC POWER DEVELOPMENT C,"932,438","16,582,087","14,552,316"
ELECTRICAL INDUSTRIES CO,"1,979,268","2,857,516","3,350,131"
ELECTRICITY GEN PUB CO FOREI,"301,300","2,065,543","849,773"
ELECTRICITY GENERA PCL NVDR,"77,000","227,830","217,171"
ELECTROLUX AB B,"360,422","3,207,516","2,990,193"
