0,1,2,3,4
Rate,Maturity Date,Par Value,Book Value,Market Value
2.46,5/5/2030,"34,100,000","30,574,668","29,432,563"
9.50,2/2/2030,"38,000,000","46,183,266","45,801,875"
3.75,1/14/2029,"33,200,000","32,106,298","31,240,045"
4.63,7/17/2028,"4,400,000","4,381,714","4,328,500"
3.00,2/1/2028,"31,600,000","30,069,133","29,407,750"
5.17,10/13/2027,"15,800,000","16,051,812","15,800,000"
3.23,3/29/2027,"2,300,000","2,217,647","2,184,281"
5.50,3/30/2026,"34,200,000","34,834,910","34,338,938"
5.50,3/18/2054,"126,500,000","124,807,505","122,715,120"
5.50,4/4/2053,"104,500,000","105,141,734","102,282,510"
5.13,9/18/2034,"64,300,000","64,045,475","63,264,770"
4.88,10/4/2033,"107,700,000","107,438,430","105,027,963"
5.75,11/16/2032,"35,000,000","36,783,865","36,255,450"
4.63,3/18/2029,"32,000,000","31,771,689","31,703,040"
5.50,11/16/2027,"38,100,000","38,781,351","38,889,432"
6.75,3/13/2048,"3,500,000","2,634,353","2,513,000"
6.25,5/23/2033,"1,300,000","1,163,459","1,087,125"
7.75,6/10/2031,"14,300,000","13,463,090","13,573,417"
6.00,6/12/2034,"153,100,000","149,906,563","150,612,125"
6.50,9/26/2033,"26,000,000","25,498,782","26,365,625"
6.25,5/26/2028,"27,500,000","27,492,283","27,826,563"
5.00,9/19/2033,"40,000,000","39,753,720","39,685,200"
7.30,4/20/2052,"124,200,000","109,035,283","112,245,750"
5.75,9/30/2049,"89,900,000","67,823,134","67,649,750"
5.65,9/27/2047,"45,800,000","35,038,901","34,521,750"
5.00,10/12/2046,"13,900,000","9,930,123","9,747,375"
5.38,7/24/2044,"25,800,000","18,704,270","19,382,250"
6.25,3/8/2041,"11,000,000","9,548,712","9,377,500"
5.88,4/20/2032,"82,200,000","76,385,289","76,137,750"
5.88,6/22/2030,"71,700,000","68,152,719","68,025,375"
4.85,9/30/2029,"65,900,000","60,898,833","60,216,125"
4.30,10/12/2028,"54,023,000","49,973,695","49,566,103"
4.85,9/27/2027,"23,200,000","22,510,082","22,214,000"
4.88,4/14/2026,"32,700,000","32,034,179","31,800,750"
5.88,9/16/2025,"31,300,000","31,398,784","31,143,500"
7.55,3/28/2030,"20,000,000","11,610,971","11,430,000"
6.85,11/3/2025,"3,000,000","1,865,590","1,769,063"
6.35,6/28/2024,"2,000,000","2,000,000","1,143,125"
5.75,4/18/2023,"3,000,000","1,760,273","1,695,330"
5.75,5/11/2047,"105,000,000","75,420,147","80,685,938"
6.63,2/17/2045,"55,600,000","44,481,460","47,972,375"
4.88,4/16/2043,"94,000,000","62,717,860","66,534,375"
6.00,1/14/2041,"40,544,000","30,758,865","33,651,520"
6.75,5/30/2040,"11,500,000","9,303,477","10,425,469"
6.88,3/17/2036,"38,800,000","33,135,702","36,702,375"
7.63,5/15/2034,"87,000,000","85,784,908","87,625,313"
6.50,9/20/2033,"54,700,000","46,260,326","51,400,906"
9.38,1/19/2033,"133,900,000","131,840,017","149,675,094"
5.88,6/26/2031,"25,200,000","20,963,462","23,199,750"
