0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
AURUBIS AG,"56,516","3,558,191","4,436,923"
AUSSIE BROADBAND LTD,"382,198","944,399","883,169"
AUSTAL LTD,"519,556","955,102","864,006"
AUSTRALIAN ETHICAL INVT LTD,"195,375","925,665","563,683"
AUTO TRADER GROUP PLC,"4,500,037","32,440,990","45,576,216"
AUTOBACS SEVEN CO LTD,"96,600","1,180,353","933,813"
AUTOHOME INC ADR,"92,974","5,348,161","2,552,143"
AUTOLIV INC,"145,854","10,808,626","15,604,922"
AVANZA BANK HOLDING AB,"223,453","3,087,111","5,433,251"
AVARY HOLDING SHENZHEN CO  A,"140,048","454,700","762,696"
AVENUE SUPERMARTS LTD,"222,365","8,328,050","12,578,119"
AVI LTD,"684,650","3,000,433","3,546,632"
AVIA AVIAN TBK PT,"24,097,500","1,162,094","757,877"
AVIC INDUSTRY FINANCE HOLD A,"334,901","146,552","101,839"
AVICHINA INDUSTRY + TECH H,"3,764,000","2,213,033","1,692,254"
AVICOPTER PLC A,"31,437","190,563","177,020"
AVIVA PLC,"5,670,834","42,510,232","34,167,918"
AVOLTA AG,"182,199","7,615,258","7,076,294"
AVZ MINERALS LIMITED,"4,990,078","3,379,806",3
AWA BANK LTD/THE,"56,600","1,176,941","994,353"
AXA SA,"3,864,207","114,205,511","126,612,981"
AXFOOD AB,"187,664","5,464,659","4,933,402"
AXIAL RETAILING INC,"88,500","725,627","563,924"
AXIATA GROUP BERHAD,"7,090,550","6,444,625","3,922,913"
AXIOMTEK CO LTD,"140,000","385,773","433,704"
AXIS BANK LTD,"4,531,252","51,530,227","68,753,309"
AXIS CAPITAL HOLDINGS LTD,"330,806","20,419,219","23,371,464"
AXTEL SAB DE CV   CPO,"19,400","1,982","1,570"
AYALA LAND INC,"13,670,744",0,23
AYVENS SA,"293,342","2,879,886","1,702,702"
AZ COM MARUWA HOLDINGS INC,"73,400","1,018,318","533,413"
AZBIL CORP,"643,900","25,899,656","17,936,814"
AZELIS GROUP NV,"238,903","4,909,395","4,291,305"
AZIMUT HOLDING SPA,"535,700","11,243,265","12,642,555"
AZRIELI GROUP LTD,"62,425","3,715,048","3,662,116"
AZUL SA,"405,000","1,511,678","535,193"
B GRIMM POWER PCL FOREIGN,"1,057,300","1,266,577","622,323"
B GRIMM POWER PCL NVDR,"245,300","141,220","144,385"
B+M EUROPEAN VALUE RETAIL SA,"4,016,260","24,703,590","22,196,459"
B2GOLD CORP,"2,108,292","6,765,739","5,654,579"
B3 SA BRASIL BOLSA BALCAO,"7,703,033","22,453,518","14,201,576"
BACHEM HOLDING AG,"39,698","2,326,685","3,642,466"
