0,1,2,3,4,5
,,Mortgage-Backed Securities,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
FED HM LN PC POOL 2B3309,1.00,10/1/2044,"3,480,444","3,611,368","3,495,842"
FED HM LN PC POOL 2B3317,1.00,10/1/2044,"1,860,264","1,928,958","1,864,608"
FED HM LN PC POOL 2B3403,1.00,11/1/2044,"550,527","569,783","538,178"
FED HM LN PC POOL 2B3878,1.00,3/1/2045,"436,357","450,941","435,972"
FED HM LN PC POOL 849316,1.00,7/1/2043,"828,175","853,929","840,984"
FED HM LN PC POOL 849345,1.00,5/1/2044,"823,299","850,977","835,313"
FED HM LN PC POOL 849433,1.00,8/1/2044,"790,950","818,352","799,309"
FED HM LN PC POOL 849473,1.00,5/1/2044,"625,275","645,258","634,420"
FED HM LN PC POOL 849628,1.00,10/1/2044,"557,767","575,595","569,524"
FED HM LN PC POOL A23348,6.50,6/1/2034,"8,194","9,003","8,553"
FED HM LN PC POOL A25467,6.50,8/1/2034,"2,091","2,124","2,184"
FED HM LN PC POOL A25557,6.00,8/1/2034,"56,743","64,247","58,314"
FED HM LN PC POOL A30638,7.00,3/1/2032,348,379,360
FED HM LN PC POOL A32056,4.50,4/1/2035,"3,668","3,598","3,580"
FED HM LN PC POOL A44755,7.00,4/1/2036,"3,206","3,293","3,212"
FED HM LN PC POOL A46250,4.50,7/1/2035,"55,456","54,915","54,129"
FED HM LN PC POOL A51249,6.00,8/1/2036,"216,987","242,637","224,831"
FED HM LN PC POOL A53990,7.00,11/1/2036,"30,578","31,285","32,718"
FED HM LN PC POOL A55597,7.00,12/1/2036,232,265,248
FED HM LN PC POOL A58297,6.00,3/1/2037,"16,138","16,058","16,721"
FED HM LN PC POOL A61946,6.00,6/1/2037,"5,605","6,153","5,809"
FED HM LN PC POOL A61969,6.00,6/1/2037,"1,077","1,524","1,116"
FED HM LN PC POOL A62176,6.00,6/1/2037,"7,265","7,909","7,530"
FED HM LN PC POOL A62582,6.00,6/1/2037,297,309,308
FED HM LN PC POOL A62725,6.00,7/1/2037,"17,325","19,241","17,955"
FED HM LN PC POOL A62853,6.00,7/1/2037,"2,788","2,774","2,890"
FED HM LN PC POOL A62906,6.00,6/1/2037,"53,810","58,651","55,753"
FED HM LN PC POOL A63098,6.00,7/1/2037,658,745,681
FED HM LN PC POOL A63205,6.00,7/1/2037,"6,442","7,292","6,675"
FED HM LN PC POOL A63312,7.00,7/1/2037,"65,129","68,802","69,923"
FED HM LN PC POOL A64107,6.50,8/1/2037,"33,557","33,877","35,256"
FED HM LN PC POOL A64161,6.00,8/1/2037,"12,988","12,922","13,457"
FED HM LN PC POOL A64281,6.00,8/1/2037,"5,365","5,989","5,560"
FED HM LN PC POOL A64381,7.00,8/1/2037,"91,691","96,557","98,701"
FED HM LN PC POOL A64472,7.00,8/1/2037,"6,052","6,914","6,498"
FED HM LN PC POOL A64843,7.00,8/1/2037,"3,217","3,254","3,230"
FED HM LN PC POOL A65572,6.50,9/1/2037,"3,666","3,701","3,857"
FED HM LN PC POOL A66302,6.00,10/1/2037,"103,021","103,279","106,766"
FED HM LN PC POOL A67052,6.00,10/1/2037,"30,215","30,298","31,314"
FED HM LN PC POOL A67245,6.00,10/1/2037,"1,682","1,751","1,744"
FED HM LN PC POOL A67492,6.50,11/1/2037,"3,894","3,932","4,099"
FED HM LN PC POOL A67530,6.00,11/1/2037,137,156,142
FED HM LN PC POOL A68726,6.50,11/1/2037,200,220,210
FED HM LN PC POOL A68739,6.50,10/1/2037,"3,259","3,290","3,424"
FED HM LN PC POOL A68762,6.00,11/1/2037,327,371,339
FED HM LN PC POOL A69521,6.50,12/1/2037,"103,212","104,209","108,615"
FED HM LN PC POOL A69748,6.50,12/1/2037,"20,345","20,542","21,402"
FED HM LN PC POOL A69764,6.50,12/1/2037,"35,038","35,377","36,860"
FED HM LN PC POOL A69830,6.00,12/1/2037,"13,663","14,224","14,160"
