0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
OPPEIN HOME GROUP INC A,"9,104","108,942","66,789"
OPTEX CO LTD,"53,700","718,714","564,511"
ORACLE CORP JAPAN,"170,989","12,509,196","11,798,943"
ORACLE FINANCIAL SERVICES,"47,647","3,194,928","5,646,667"
ORANGE,"9,333,135","143,787,763","93,566,116"
ORBIA ADVANCE CORP SAB DE CV,"1,439,000","2,439,403","2,009,128"
ORGANO CORP,"46,500","1,514,135","2,387,741"
ORICA LTD,"859,236","11,834,615","10,254,543"
ORIENT CORP,"100,270","1,191,112","642,661"
ORIENT ELECTRIC LTD,"197,300","594,863","639,514"
ORIENT OVERSEAS INTL LTD,"207,000","5,648,634","3,359,247"
ORIENT SECURITIES CO LTD A,"295,704","368,087","307,823"
ORIENT SECURITIES CO LTD H,"1,161,200","682,903","455,121"
ORIENT SEMICONDUCTOR ELECTR,"769,000","1,129,515","1,396,179"
ORIENTAL HOLDINGS BERHAD,"102,100","146,827","146,955"
ORIENTAL LAND CO LTD,"4,810,000","110,594,835","134,019,769"
ORIENTAL UNION CHEMICAL,"1,088,000","642,241","576,845"
ORIGIN ENERGY LTD,"2,936,514","18,480,413","21,298,151"
ORION CORP/REPUBLIC OF KOREA,"37,509","3,065,501","2,512,424"
ORION OYJ CLASS B,"541,648","23,052,418","23,139,189"
ORIX CORP,"4,652,567","80,840,325","102,735,064"
ORKLA ASA,"1,351,891","12,036,497","11,014,530"
ORORA LTD,"2,220,829","3,738,247","2,921,875"
ORSTED A/S,"322,804","24,064,576","17,193,092"
OSAKA GAS CO LTD,"2,051,383","40,067,584","45,182,457"
OSAKA ORGANIC CHEMICAL IND,"26,000","625,581","616,624"
OSAKA SODA CO LTD,"38,900","1,291,144","2,628,644"
OSB GROUP PLC,"697,168","3,798,622","3,777,772"
OSCOTEC INC,"54,858","1,185,655","1,496,494"
OSG CORP,"157,100","2,568,689","1,912,722"
OSOTSPA PCL FOREIGN,"1,802,600","1,798,282","1,129,772"
OTSUKA CORP,"868,884","17,677,248","16,696,012"
OTSUKA HOLDINGS CO LTD,"2,551,819","99,770,532","107,396,585"
OTTOGI CORPORATION,"2,540","1,367,255","799,019"
OUTOKUMPU OYJ,"637,642","3,256,709","2,303,050"
OUTSURANCE GROUP LTD,"1,614,680","3,581,730","4,105,736"
OVCTEK CHINA INC A,"33,000","115,151","70,875"
OVERSEA CHINESE BANKING CORP,"16,910,260","139,716,937","180,051,689"
OW BUNKER A/S,"67,016",0,0
OXFORD NANOPORE TECHNOLOGIES,"2,402,180","9,279,242","2,866,554"
P DUKE TECHNOLOGY CO LTD,"14,000","39,910","40,565"
PABRIK KERTAS TJIWI KIMIA PT,"1,878,900","1,310,744","998,255"
