0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
VERIZON COMMUNICATIONS,5.25,3/16/2037,"478,000","458,668","472,011"
VERIZON COMMUNICATIONS,4.27,1/15/2036,"2,633,000","2,284,278","2,383,708"
VERIZON COMMUNICATIONS,4.40,11/1/2034,"443,000","416,050","410,488"
VERIZON COMMUNICATIONS,5.05,5/9/2033,"1,407,000","1,396,227","1,387,302"
VIATRIS INC,4.00,6/22/2050,"1,600,000","1,062,095","1,078,208"
VIATRIS INC,3.85,6/22/2040,"860,000","625,818","627,748"
VICI PROPERTIES LP,5.63,5/15/2052,"8,673,000","7,880,261","7,765,804"
VIDEOTRON LTD,3.63,6/15/2029,"523,000","461,256","477,332"
VIKING CRUISES LTD,9.13,7/15/2031,"673,000","690,905","728,401"
VIKING CRUISES LTD,7.00,2/15/2029,"500,000","475,746","502,675"
VIRGIN MEDIA FINANCE PLC,5.00,7/15/2030,"220,000","183,348","181,190"
VIRGINIA ELEC + POWER CO,5.35,1/15/2054,"325,000","324,188","307,096"
VIRGINIA ELEC + POWER CO,5.70,8/15/2053,"970,000","939,051","964,849"
VIRGINIA ELEC + POWER CO,4.63,5/15/2052,"520,000","434,840","437,960"
VIRGINIA ELEC + POWER CO,2.95,11/15/2051,"258,000","163,532","161,229"
VIRGINIA ELEC + POWER CO,2.45,12/15/2050,"444,000","262,763","249,501"
VIRGINIA ELEC + POWER CO,4.60,12/1/2048,"404,000","339,424","343,545"
VIRGINIA ELEC + POWER CO,3.80,9/15/2047,"65,000","48,140","48,123"
VIRGINIA ELEC + POWER CO,4.00,11/15/2046,"50,000","37,985","38,899"
VIRGINIA ELEC + POWER CO,4.20,5/15/2045,"61,000","48,462","49,567"
VIRGINIA ELEC + POWER CO,4.45,2/15/2044,"21,000","17,440","17,690"
VIRGINIA ELEC + POWER CO,4.65,8/15/2043,"44,000","37,474","38,212"
VIRGINIA ELEC + POWER CO,4.00,1/15/2043,"784,000","627,260","630,093"
VIRGINIA ELEC + POWER CO,8.88,11/15/2038,"117,000","147,654","151,088"
VIRGINIA ELEC + POWER CO,6.35,11/30/2037,"44,000","45,104","46,634"
VIRGINIA ELEC + POWER CO,6.00,5/15/2037,"35,000","35,341","36,035"
VIRGINIA ELEC + POWER CO,5.00,1/15/2034,"125,000","122,556","121,461"
VISTAJET MALTA/VM HOLDS,9.50,6/1/2028,"500,000","466,922","439,040"
VISTRA CORP,5.00,7/31/2027,"1,438,000","1,365,849","1,391,337"
VISTRA CORP,5.50,9/1/2026,"295,000","284,132","291,035"
VISTRA OPERATIONS CO LLC,6.00,4/15/2034,"2,047,000","2,056,456","2,049,252"
VISTRA OPERATIONS CO LLC,7.75,10/15/2031,"1,145,000","1,147,441","1,192,632"
VISTRA OPERATIONS CO LLC,4.30,7/15/2029,"855,000","809,631","808,001"
VISTRA OPERATIONS CO LLC,4.38,5/1/2029,"281,000","251,773","261,777"
VISTRA OPERATIONS CO LLC,5.63,2/15/2027,"698,000","677,019","686,302"
VMED O2 UK FINAN,4.75,7/15/2031,"1,000,000","853,746","843,960"
VODAFONE GROUP PLC,1.00,4/4/2079,"700,000","706,683","721,966"
VODAFONE GROUP PLC,6.15,2/27/2037,"86,000","86,569","91,194"
VOYA FINANCIAL INC,4.80,6/15/2046,"1,215,000","952,002","1,029,603"
W + T OFFSHORE INC,11.75,2/1/2026,"173,000","174,540","177,882"
WABASH NATIONAL CORP,4.50,10/15/2028,"555,000","483,955","499,900"
WACHOVIA CORP,5.50,8/1/2035,"115,000","109,451","113,396"
WALGREENS BOOTS ALLIANCE,3.45,6/1/2026,"325,000","307,201","305,438"
WALMART INC,4.50,4/15/2053,"200,000","181,099","176,998"
WALMART INC,4.50,9/9/2052,"100,000","90,421","88,655"
WALMART INC,3.63,12/15/2047,"100,000","79,241","77,196"
WALMART INC,4.30,4/22/2044,"50,000","44,622","44,255"
WALMART INC,4.00,4/11/2043,"50,000","43,039","42,619"
WALMART INC,2.50,9/22/2041,"100,000","70,996","69,218"
WALMART INC,5.63,4/15/2041,"100,000","104,231","105,025"
WALMART INC,5.00,10/25/2040,"50,000","49,597","49,489"
WALMART INC,5.63,4/1/2040,"100,000","105,431","105,219"
WALMART INC,3.95,6/28/2038,"100,000","88,897","89,700"
