0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
DAIMLER TRUCK HOLDING AG,"857,644","29,630,740","34,165,969"
DAIO PAPER CORP,"141,300","1,936,807","781,956"
DAISEKI CO LTD,"82,040","1,766,925","1,907,476"
DAISHI HOKUETSU FINANCIAL GR,"95,900","2,239,063","3,058,358"
DAITO TRUST CONSTRUCT CO LTD,"299,680","36,114,387","30,897,630"
DAIWA HOUSE INDUSTRY CO LTD,"1,558,524","40,274,642","39,500,823"
DAIWA SECURITIES GROUP INC,"3,107,800","18,385,564","23,705,593"
DAIWABO HOLDINGS CO LTD,"163,800","1,648,747","2,934,171"
DAJIN HEAVY INDUSTRY CO LT A,"80,800","373,753","253,218"
DALLAH HEALTHCARE CO,"146,039","5,734,712","6,189,413"
DALMIA BHARAT LTD,"122,668","2,622,818","2,667,699"
DANA GAS,"8,865,546","2,009,815","1,532,794"
DANEL (ADIR YEOSHUA) LTD,"8,121","1,009,625","666,331"
DANONE,"1,441,497","98,678,585","88,189,480"
DANSKE BANK A/S,"1,367,799","31,452,366","40,789,653"
DAOU TECHNOLOGY INC,"43,580","675,898","598,393"
DAQIN RAILWAY CO LTD  A,"15,737,281","15,883,900","15,433,686"
DAQO NEW ENERGY CORP ADR,"92,467","3,617,513","1,350,063"
DAR AL ARKAN REAL ESTATE DEV,"2,570,923","9,429,919","8,086,388"
DARFON ELECTRONICS CORP,"246,000","476,977","522,460"
DARKTRACE PLC,"773,406","3,722,951","5,637,331"
DASSAULT AVIATION SA,"32,164","4,461,482","5,846,697"
DASSAULT SYSTEMES SE,"3,664,388","114,053,949","138,634,029"
DATA 3 LTD,"258,011","971,840","1,442,261"
DATA PATTERNS INDIA LTD,"40,240","1,135,476","1,448,384"
DATANG INTL POWER GEN CO A,"193,600","83,135","79,818"
DATANG INTL POWER GEN CO H,"6,882,000","1,520,244","1,472,059"
DATATEC LTD,"15,609","32,167","32,056"
DAVIDE CAMPARI MILANO NV,"607,907","4,528,407","5,749,103"
DAWONSYS CO LTD,"50,788","923,171","412,501"
DAYAMITRA TELEKOMUNIKASI TBK,"29,602,600","1,435,745","1,166,034"
DAYANG ENTERPRISE HLDGS BHD,"444,000","242,753","247,529"
DB HITEK CO LTD,"58,410","1,225,680","2,075,011"
DB INSURANCE CO LTD,"97,714","5,171,011","8,128,147"
DBS GROUP HOLDINGS LTD,"7,840,745","155,678,019","207,061,622"
DCC PLC,"179,547","13,001,175","12,575,005"
DCM HOLDINGS CO LTD,"175,700","1,551,830","1,594,696"
DCM SHRIRAM LTD,"74,344","958,861","896,281"
DE GREY MINING LTD,"2,818,668","2,673,591","2,145,994"
DE LICACY INDUSTRIAL CO LTD,"84,000","36,313","36,768"
DE LONGHI SPA,"118,229","3,116,679","3,700,038"
DEEP YELLOW LTD,"1,480,835","1,306,352","1,325,228"
