0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
ANXIN CHINA,"3,936,000",0,1
ANYCOLOR INC,"53,000","847,524","909,033"
ANZ GROUP HOLDINGS LTD,"4,995,998","91,662,886","94,225,231"
AOZORA BANK LTD,"191,300","4,017,902","3,124,720"
AP MEMORY TECHNOLOGY CORP,"193,000","1,547,861","2,299,360"
AP MOLLER MAERSK A/S A,"5,740","9,182,029","9,750,655"
AP MOLLER MAERSK A/S B,"8,014","13,929,340","13,941,792"
AP THAILAND PCL   NVDR,"1,367,500","375,828","296,263"
AP THAILAND PCL FOREIGN,"3,605,850","865,611","781,157"
APA GROUP,"2,361,081","15,159,980","12,599,316"
APAQ TECHNOLOGY CO LTD,"66,000","244,938","330,595"
APAR INDUSTRIES LTD,"28,104","2,008,113","2,855,806"
APCB INC,"31,000","19,194","19,446"
APELOA PHARMACEUTICAL CO A,"47,600","113,801","88,474"
APERAM,"83,888","2,231,129","2,170,406"
APEX BIOTECHNOLOGY CORP,"59,000","61,384","63,653"
APEX INTERNATIONAL CO LTD,"368,000","730,789","438,994"
APL APOLLO TUBES LTD,"289,389","4,793,232","5,397,722"
APOLLO HOSPITALS ENTERPRISE,"153,000","7,897,727","11,349,980"
APOLLO TYRES LTD,"637,898","2,321,888","4,145,436"
APPIER GROUP INC,"142,100","1,541,818","1,067,120"
APPLUS SERVICES SA,"3,143","43,136","43,124"
APTIV PLC,"468,572","35,736,146","32,996,895"
APTUS VALUE HOUSING FINANCE,"279,637","1,119,466","1,106,488"
ARAB NATIONAL BANK,"4,695,927","26,408,889","25,359,708"
ARABIAN CEMENT,"71,247","590,342","543,145"
ARABIAN CENTRES CO LTD,"286,495","1,779,443","1,539,540"
ARABIAN CONTRACTING SERVICES,"22,684","1,546,940","1,378,599"
ARABIAN DRILLING CO,"30,705","1,505,416","1,103,272"
ARABIAN INTERNET + COMMUNICA,"36,339","2,297,552","2,832,265"
ARABTEC HOLDING CO PJSC,"1,775,872",0,0
ARAMEX PJSC,"1,204,620","760,926","813,361"
ARATA CORP,"44,200","781,815","969,952"
ARB CORP LTD,"140,805","2,337,207","3,538,600"
ARC RESOURCES LTD,"1,156,930","16,117,206","20,638,506"
ARCA CONTINENTAL SAB DE CV,"2,635,421","20,205,598","25,857,695"
ARCADIS NV,"144,915","5,423,241","9,186,912"
ARCADIUM LITHIUM PLC,"1,231,776","10,354,976","4,138,822"
ARCADYAN TECHNOLOGY CORP,"327,679","1,321,749","1,636,304"
ARCELORMITTAL,"897,168","29,216,636","20,548,158"
ARCH CAPITAL GROUP LTD,"1,748,981","121,031,567","176,454,702"
ARCLANDS CORP,"90,900","1,021,914","1,098,532"
