0,1,2,3,4,5
,,Corporate Bonds,,,
Security Name,Rate,Maturity Date,Par Value,Book Value,Market Value
BP CAP MARKETS AMERICA,2.72,1/12/2032,"17,000,000","17,000,000","14,461,390"
BRAND INDUSTRIAL SERVICE,10.38,8/1/2030,"20,850,000","21,756,027","22,534,680"
BRANDYWINE OPER PARTNERS,4.55,10/1/2029,"4,500,000","3,893,659","3,927,015"
BRANDYWINE OPER PARTNERS,8.88,4/12/2029,"3,700,000","3,682,487","3,859,692"
BRANDYWINE OPER PARTNERS,8.05,3/15/2028,"4,600,000","4,666,341","4,769,648"
BREAD FINANCIAL HLDGS,9.75,3/15/2029,"9,250,000","9,443,557","9,720,733"
BRIGHTLINE EAST LLC,11.00,1/31/2030,"4,400,000","4,385,112","4,013,680"
BRINK S CO/THE,6.50,6/15/2029,"2,370,000","2,374,398","2,398,582"
BRINK S CO/THE,4.63,10/15/2027,"10,830,000","10,318,898","10,382,938"
BRISTOL MYERS SQUIBB CO,6.40,11/15/2063,"7,000,000","6,998,967","7,586,950"
BRISTOL MYERS SQUIBB CO,6.25,11/15/2053,"56,000,000","64,862,671","60,153,520"
BRISTOL MYERS SQUIBB CO,3.70,3/15/2052,"125,000,000","121,793,346","91,622,500"
BRISTOL MYERS SQUIBB CO,2.55,11/13/2050,"22,000,000","20,606,668","12,877,700"
BRISTOL MYERS SQUIBB CO,4.25,10/26/2049,"35,350,000","39,138,941","28,782,324"
BRISTOL MYERS SQUIBB CO,3.55,3/15/2042,"10,000,000","9,969,782","7,771,100"
BRISTOL MYERS SQUIBB CO,2.35,11/13/2040,"30,950,000","30,947,886","20,488,281"
BRISTOW GROUP INC,6.88,3/1/2028,"250,000","236,618","245,530"
BRIXMOR OPERATING PART,5.75,2/15/2035,"12,000,000","11,907,451","11,972,040"
BRIXMOR OPERATING PART,5.50,2/15/2034,"20,000,000","19,762,952","19,610,000"
BROADCOM INC,3.75,2/15/2051,"17,200,000","13,148,856","12,776,160"
BROADCOM INC,3.50,2/15/2041,"3,000,000","2,312,582","2,298,600"
BROADCOM INC,4.93,5/15/2037,"97,000,000","88,327,447","91,202,310"
BROADCOM INC,3.19,11/15/2036,"22,000,000","17,194,394","17,400,240"
BROADCOM INC,3.14,11/15/2035,"7,000,000","5,498,055","5,604,340"
BROADCOM INC,3.47,4/15/2034,"71,250,000","66,194,149","60,722,100"
BROADCOM INC,3.42,4/15/2033,"12,000,000","10,261,686","10,342,320"
BROADCOM INC,2.60,2/15/2033,"75,000,000","74,007,340","60,721,500"
BROADCOM INC,4.30,11/15/2032,"23,200,000","23,677,034","21,683,184"
BROADCOM INC,4.15,4/15/2032,"5,000,000","4,620,064","4,606,350"
BROADCOM INC,2.45,2/15/2031,"58,000,000","57,147,104","48,837,740"
BROADRIDGE FINANCIAL SOL,2.60,5/1/2031,"30,500,000","30,491,001","25,719,430"
BROADSTONE NET LEASE LLC,2.60,9/15/2031,"6,000,000","5,992,043","4,767,300"
BROOKFIELD FIN I UK PLC,2.34,1/30/2032,"21,000,000","20,915,942","16,840,740"
BROOKFIELD FINANCE INC,3.50,3/30/2051,"13,768,000","13,752,845","9,533,101"
BROOKFIELD FINANCE INC,4.35,4/15/2030,"9,925,000","10,738,125","9,402,846"
BROOKFIELD PPTY REIT INC,4.50,4/1/2027,"22,223,000","20,276,586","20,676,279"
BROOKFIELD PPTY REIT INC,5.75,5/15/2026,"21,567,000","20,665,611","21,130,915"
BROOKFIELD RESID PROPERT,4.88,2/15/2030,"10,450,000","8,905,153","9,351,810"
BROOKFIELD RESID PROPERT,5.00,6/15/2029,"1,275,000","1,275,000","1,164,993"
BROOKFIELD RESID PROPERT,6.25,9/15/2027,"12,050,000","11,493,696","11,857,803"
BROOKFLD FIN LLC/FIN INC,3.45,4/15/2050,"12,000,000","12,345,018","8,230,440"
BROWN + BROWN INC,4.95,3/17/2052,"2,500,000","2,135,471","2,126,050"
BROWN + BROWN INC,5.65,6/11/2034,"25,000,000","24,936,102","24,865,250"
BROWN + BROWN INC,4.20,3/17/2032,"12,500,000","12,259,680","11,414,750"
BROWN + BROWN INC,2.38,3/15/2031,"28,683,000","27,777,386","23,700,476"
BROWN FORMAN CORP,4.50,7/15/2045,"7,048,000","7,619,695","6,186,734"
BUCKEYE PARTNERS LP,6.88,7/1/2029,"7,600,000","7,605,582","7,634,884"
BUCKEYE PARTNERS LP,4.50,3/1/2028,"15,525,000","14,445,004","14,590,550"
BUCKEYE PARTNERS LP,3.95,12/1/2026,"15,420,000","14,975,408","14,670,125"
BUCKEYE PARTNERS LP,4.13,3/1/2025,"9,009,000","8,870,645","8,883,595"
BUILDERS FIRSTSOURCE INC,6.38,3/1/2034,"25,320,000","25,235,541","25,063,002"
BUILDERS FIRSTSOURCE INC,6.38,6/15/2032,"19,614,000","19,616,100","19,651,267"
BUILDERS FIRSTSOURCE INC,4.25,2/1/2032,"48,227,000","43,314,946","42,589,746"
