0,1,2,3
,International Equity,,
Security Name,Shares,Book Value,Market Value
JUSTSYSTEMS CORP,"57,400","1,740,705","1,074,065"
JUSUNG ENGINEERING CO LTD,"63,497","1,313,596","1,722,939"
JVCKENWOOD CORP,"267,800","1,277,615","1,551,597"
JYOTHY LABS LTD,"199,233","1,027,545","1,031,201"
JYP ENTERTAINMENT CORP,"49,263","1,778,958","2,050,698"
JYSKE BANK REG,"105,722","5,267,706","8,417,474"
K S AG REG,"320,170","3,289,027","4,315,030"
K S HOLDINGS CORP,"241,000","2,412,346","2,266,028"
K WAH INTL HOLDINGS,"2,106,000","883,527","466,649"
KADOKAWA CORP,"142,700","3,399,126","2,288,297"
KAGA ELECTRONICS CO LTD,"28,900","904,100","1,036,644"
KAGOME CO LTD,"113,800","2,651,140","2,311,947"
KAINOS GROUP PLC,"173,508","2,797,835","2,320,811"
KAJARIA CERAMICS LTD,"127,270","1,406,618","2,149,196"
KAJIMA CORP,"1,048,200","15,159,105","18,124,881"
KAKAKU.COM INC,"202,500","3,168,978","2,654,309"
KAKAO CORP,"520,071","17,680,389","15,358,456"
KAKAO GAMES CORP,"66,257","2,649,357","986,755"
KAKAOBANK CORP,"274,030","8,914,143","4,041,284"
KAKAOPAY CORP,"34,023","1,262,401","664,889"
KAKEN PHARMACEUTICAL CO LTD,"72,200","1,697,688","1,728,029"
KALBE FARMA TBK PT,"27,525,900","2,925,199","2,563,601"
KALPATARU PROJECTS INTERNATI,"150,447","1,477,095","2,121,188"
KALYAN JEWELLERS INDIA LTD,"534,214","2,384,834","3,210,572"
KAMEDA SEIKA CO LTD,"25,400","810,759","670,292"
KAMIGUMI CO LTD,"576,000","11,528,933","11,863,036"
KANAMOTO CO LTD,"59,000","1,078,641","1,087,883"
KANDENKO CO LTD,"215,000","1,827,230","2,301,578"
KANEKA CORP,"114,800","3,489,640","3,015,275"
KANEMATSU CORP,"257,600","3,121,331","4,314,160"
KANGJI MEDICAL HOLDINGS LTD,"423,000","526,430","302,328"
KANGWON LAND INC,"355,173","5,211,207","3,581,418"
KANSAI ELECTRIC POWER CO INC,"3,735,811","44,381,001","62,751,220"
KANSAI NEROLAC PAINTS LTD,"343,921","1,484,430","1,114,019"
KANSAI PAINT CO LTD,"906,800","19,671,023","14,600,348"
KANZHUN LTD   ADR,"561,653","11,538,621","10,564,698"
KAO CORP,"1,682,361","105,974,184","68,231,525"
KAORI HEAT TREATMENT CO LTD,"133,000","1,189,437","1,976,049"
KAROON ENERGY LTD,"1,465,107","2,061,430","1,790,612"
KARUR VYSYA BANK LTD,"927,005","1,841,230","2,298,184"
KASIKORNBANK PCL FOREIGN,"9,898,074","40,110,683","33,849,943"
KASIKORNBANK PCL NVDR,"740,600","2,708,729","2,532,742"
