0,1,2,3
,Domestic Equity,,
Security Name,Shares,Book Value,Market Value
DAYFORCE INC,"192,837","12,609,659","9,564,725"
DECKERS OUTDOOR CORP,"49,230","12,483,673","47,652,183"
DEERE + CO,"555,313","130,493,743","207,481,657"
DELL TECHNOLOGIES  C,"382,445","18,194,298","52,742,990"
DELTA AIR LINES INC,"1,277,048","46,484,468","60,583,275"
DENTSPLY SIRONA INC,"367,198","14,487,849","9,146,927"
DEVON ENERGY CORP,"1,212,774","46,253,806","57,485,488"
DEXCOM INC,"658,880","41,469,871","74,703,832"
DIAMONDBACK ENERGY INC,"319,571","33,962,143","63,974,918"
DICK S SPORTING GOODS INC,"101,789","7,252,849","21,869,370"
DIODES INC,"85,216","4,241,664","6,129,597"
DIRECTBUY HLDGS INC.,"5,621","69,965",0
DISCOVER FINANCIAL SERVICES,"528,070","38,773,999","69,076,875"
DOCUSIGN INC,"369,505","33,049,557","19,768,523"
DOLBY LABORATORIES INC CL A,"296,136","20,883,917","23,462,855"
DOLLAR GENERAL CORP,"293,429","39,023,320","38,800,129"
DOLLAR TREE INC,"299,833","27,446,507","32,013,178"
DOMINION ENERGY INC,"4,036,596","285,964,057","197,793,204"
DOMINO S PIZZA INC,"175,957","60,703,543","90,851,878"
DONALDSON CO INC,"218,035","9,749,941","15,602,589"
DOORDASH INC   A,"593,024","71,888,477","64,509,177"
DOUBLEVERIFY HOLDINGS INC,"184,826","5,627,650","3,598,563"
DOVER CORP,"265,991","24,592,484","47,998,104"
DOW INC,"1,610,270","76,862,617","85,424,864"
DOXIMITY INC CLASS A,"199,310","5,466,602","5,574,702"
DR HORTON INC,"1,210,903","110,238,131","170,652,574"
DRAFTKINGS INC CL A,"767,166","25,088,804","29,282,765"
DROPBOX INC CLASS A,"1,151,253","26,622,700","25,868,663"
DT MIDSTREAM INC,"185,425","6,764,648","13,170,747"
DTE ENERGY COMPANY,"1,048,165","102,554,993","116,356,797"
DUKE ENERGY CORP,"3,795,053","324,969,785","380,378,162"
DUN + BRADSTREET HOLDINGS IN,"932,148","12,560,981","8,631,729"
DUOLINGO,"58,755","12,532,050","12,260,406"
DUPONT DE NEMOURS INC,"759,825","48,283,305","61,158,372"
DXC TECHNOLOGY CO,"337,296","10,613,048","6,438,983"
DYNATRACE INC,"1,095,369","46,340,823","49,006,839"
EAGLE MATERIALS INC,"70,204","6,247,587","15,266,562"
EAST WEST BANCORP INC,"268,810","12,742,590","19,684,966"
EASTMAN CHEMICAL CO,"216,431","15,765,722","21,203,753"
EATON CORP PLC,"717,412","77,114,955","224,944,673"
EBAY INC,"960,200","34,617,281","51,582,017"
ECOLAB INC,"476,155","70,768,646","113,325,089"
