0,1,2,3
,International Real Estate Investment Trusts (REITs),,
Security Name,Shares,Book Value,Market Value
ABACUS GROUP,"798,911","1,562,919","616,256"
ABACUS STORAGE KING,"847,490","773,345","653,726"
ACTIVIA PROPERTIES INC,"4,767","14,966,442","10,816,580"
ADVANCE LOGISTICS INVESTMENT,"1,108","1,253,463","827,248"
ADVANCE RESIDENCE INVESTMENT,"7,017","18,357,375","14,286,134"
AEDIFICA,"83,252","6,843,437","5,054,666"
AEON REIT INVESTMENT CORP,"2,914","3,404,867","2,412,945"
AIMS APAC REIT,"1,056,872","1,043,017","974,798"
AL RAJHI REIT,"101,212","230,383","223,111"
ALAHLI REIT FUND 1,"9,843","21,607","20,438"
ARENA REIT,"635,182","1,333,443","1,641,691"
ARGOSY PROPERTY LTD,"1,370,623","1,112,942","851,893"
ASSURA PLC,"5,009,565","3,754,290","2,555,000"
AXIS REAL ESTATE INVESTMENT,"2,289,500","969,044","888,143"
BIG YELLOW GROUP PLC,"317,862","3,759,480","4,717,903"
BRITISH LAND CO PLC,"1,746,084","11,857,041","9,088,631"
BURSTONE GROUP LIMITED,"327,778","123,213","128,885"
BWP TRUST,"1,047,833","2,544,452","2,421,325"
CAN APARTMENT PROP REAL ESTA,"288,100","8,879,595","9,358,765"
CAPITALAND ASCENDAS REIT,"17,707,710","35,367,986","33,448,985"
CAPITALAND ASCOTT TRUST,"4,218,277","2,521,195","2,723,485"
CAPITALAND CHINA TRUST,"2,015,517","1,656,767","996,421"
CAPITALAND INTEGRATED COMMER,"23,026,258","39,472,606","33,641,019"
CDL HOSPITALITY TRUSTS,"1,608,742","1,474,953","1,127,698"
CENTURIA CAPITAL GROUP,"1,325,929","1,859,189","1,461,111"
CENTURIA INDUSTRIAL REIT,"912,912","2,010,541","1,835,170"
CENTURIA OFFICE REIT,"749,179","1,152,524","552,876"
CHAMPION REIT,"4,011,000","2,166,983","806,624"
CHARTER HALL GROUP,"798,960","6,432,872","5,965,500"
CHARTER HALL LONG WALE REIT,"1,156,909","3,663,884","2,511,100"
CHARTER HALL RETAIL REIT,"814,715","2,117,452","1,768,358"
CHARTER HALL SOCIAL INFRASTR,"550,759","1,062,657","871,750"
COFINIMMO,"68,664","7,371,252","4,146,882"
COMFORIA RESIDENTIAL REIT IN,"1,173","3,126,634","2,318,879"
CONCENTRADORA FIBRA DANHOS S,"33,300","40,293","36,040"
COVIVIO,"92,745","6,962,187","4,411,623"
CPN RETAIL GROWTH LEASEH FOR,"10,400","2,992","2,862"
CRE LOGISTICS REIT INC,"1,031","1,590,689","919,095"
CROMWELL PROPERTY GROUP,"2,068,548","1,566,272","538,786"
CROMWELL REIT EUR,"510,200","1,191,198","765,534"
DAIWA HOUSE REIT INVESTMENT,"13,116","30,004,153","20,041,731"
DAIWA OFFICE INVESTMENT CORP,535,"1,370,254","942,564"
